PageNumber,Text,ISBNs
1,"Feminist
Bookstore
!
8
August 1993 Volume 16 rnber 2
© 7 [2 5 Q / 9 8 2 $
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Ѕаїігісі СіІаіге ЈаБгомізкКі апа Ог. Моеі
Вепейаісії, айіһог ої а сопігомегѕіа! ѕіцау
оп ѕехиа! Беһауіог, па іһетзѕеімеѕ аѕ а
уегіїаіе “оаа соиріе” міһііе зһагіпа а саБіп
Е СТ е: (е [1:1 А Дејир ЛВ:
Веігеаї іп іһе Ра-
сіїїс Могіһме$і.
СіІаіге’ ЫБгауадо
сотЫіпеа мііїһ һег
рготіѕсиоиѕ ІПїе-
16У теа ЕТИ)
(ее У Го ЗАТ ао)
іѕ ігуіпо іо гесомег
гот а Заіѕаѕігоиѕ
Іоуе аїїаіг.
СІС Тео Дора
саїіме, апа аееріу
іпіїітаіе, СГА/ВЕ ОЕ ТНЕ МООМ іѕ а тоуіе
мһе1ге м°отеп] її па еасһ1 оіїһ°ег, ]апа іп іһео
ее 1:1: (е | Тее) 1-10 а УИН е: ИКО ИМ
Ехсііпо СТАІВЕ ОЕ ТНЕ МООМ
ргофисіѕ ауаіІаБе Ёготі №АІАО РВЕ$$
ССАЇВЕ ОЕ ТНЕ МООМ
Тһе Моуіе. УЎН$ Опіу. 102 тій.
Ва] |У ИЕС
МСакКеіп а ССіІаГіге”А іп сі иаНіпа Т аиАєііќ іо пзС, оИиііаИкез В $39.98
УН$ ТВАШЕВ: Ѕіх-тіпиіе іеаѕег
ТНЕ ВООК: Ву №соІе Сопп
ТНЕ САЅЗЅЗЕТТЕ: Огідіпа! зоипаігаскК
ТНВЕ ИСОМРНАСТ: 01 $СЕ: ОЕгідіпЕаі ѕо ипЕаіга скК а $18.00
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Feminist Bookstore News
NOTES FROM
EHE
0*0 0 00
Welcome to FBN’s “summer” issue. It’s been a print movement in a very short time. We've done
hectic and exciting period — starting with getting two (big!) issues in three months and plan to be
the ABA issuoff to press at the end of April (just in back on schedule by the time we start the
time to leave for the March on Washington) — and November issue. (So be sure to get your contribu-
coming home just long enough to hire two new tions in on time!)
staff members before heading off to ABA, followed
by a flurry of training, producing the Summer FBN will be moving sometime this fall — just
Sidelines Issue, this (very) Late Summer Issue, a fly- about as soon as we can find a suitable (and afford-
ing trip to Michigan to visit five feminist bookstores able) space. If you've been sending mail to our
and attend (with my lover) my 25th high school street address, please start using our post office box
reunion and despite everything else that needed immediately (PO Box 882554, SF 94188) and change
doing, a week’s vacation at the lake. your mailing lists to the PO Box as well. Mail sent
to the PO Box will get to us immediately — things
Those of you who were at ABA have already sent to the street address will require extra handling
met FBN’s new editorial staffer, Dawn Lundy by the post office which always means delays...
Martin. She'll be writing the Small Press, Back to We're looking for an affordable space where four
Press, Writing Wanted and They Went That-A-Way women can work comfortably with space for mail-
columns as well as occasional features and doing ings, meetings and storage. If you know of any such
general editorial work. She’s finishing a masters in places, give me a call!
creative writing at SF State and has been working Yours in spreading the words,
with Aché. Carol Seajay O
Sandy Sibilski is FBN’s new administrative
assistant and advertising manager. Before coming
to FBN she was a buyer at Alexander Book
Company and bought for the women’s, gay, and
ethnic studies departments. She started right after
ABA and plunged in with handling all the ads in
the sidelines issue as well as all the other aspects of
running the FBN office.
While I was at it I also hired ZesTop Publishing, Un _e sN o vPembei 1993
a women-of-color-owned desktop publishing ser- October5
vice bureau, to do FBN’s layout, design, and paste-
up. They did all of the production on this issue and
the Sidelines Issue. January 1994 Issue
FBN’s new crew has done a remarkable job of November 22
learning the ropes, learning to produce a magazine
and learning the many aspects of being a support (Monday before Thanksgiving)
system for feminist bookstores and the women-in-
Volume 16 Number 2 August 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
Heinemann Book
of African Playwriting Gay and Lesbian
Women’s Writing Women Plays Toda
“E uY: A Ay uBt a 37
s :
Edited by Charlotte Bruner
How do African women feel about Julia Miles has selected some of From supremely sensuous to
the home, children, love, death, the best work from the 13-year joyous yet slightly wicked, this is a
tra d hit uio sn b, ap nol dit sic ,s , fca ore oe drs ,, r weli agi ro ?n, Charlotte h ais nt dor y P o rf o dT uh ce t iW oo nm se n o’s f P r Noje ec wt v i Yb ora rn kt, . e 0xc -i 4ti 3n 5g - 0c 8ol 6le 1c 8ti -o 9n . $15.95
Bruner has compiled this fascinating 0-435-08617-0 $17.95
new volume of African women’s
writing since the late 1960s. A Sister to
0-435-90673-9 $10.95 Fantasia Scheherazade
N. : ahah ars Aa islteer to
Ask for ZILE JO nA l
AN ALGERIAN CAVALCADE
a COPY of our i SNAWEL
Catalog
Check your local
bookstore for
Heinemann titles
or order by Assia Djebar
direct from us Algerian writer Assia Djebar’s exceptional descriptive
powers bring to life the lives and suffering of girls and
0-435-08622-7 $12.95 0-435-08621-9 $12.95
2 Volume 2 Number 16
August 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-435-08617-0', '0-435-90673-9', '0-435-08622-7', '0-435-08621-9']"
5,"FBN
Editor & Publisher
Carol Seajay ARTICLES
Editorial Assistant ABA 1993 — An Overview: SU... 37
Dawn Lundy Martin Feminist Bookstore Conference ..…….….…..……... 29
Feminist Bookstores’ Network... 33
Advertising
Sandy Sibilski Marching on Washington... =... 5.. 21
Columnists Publishers’ Column: Women of Color & Publishing.27
Art Books Tee Corinne TCB: Marketing to Young Feminists.....…..…….…..……. 23
CC aa nn aa dd ii aa nn BB oo oo kk ss Dorothy J an Sa e a W toil nliams FBemiOnistO Hikstorsy:t Poresrs eGa:ngN PrGinteWrs.....…S……..… … ……s…….…e…… ..… … 1 475
Gay Men’s Literature Richard Labonte NSWS/Short SIOrHes 2.. 9
Mainstream Publishers Sandi Torkildson
Mysteries Nan Cinnater Feminist Books to Bosnia • Lesbian Herstory Archives
Science Fiction Susanna Sturgis Buys Home • NEA Four Score Victory © New Baby Seal
• Obituary: Craig Rodwell • Obituary: Tede Mathews
Pr o Po af tr e a Kd ei ln sog Feminist Book Festival: U.K... 46
Building A'C0re List... i. 54
Cover Art
Paula Clayton DEPARTMENTS
Feminist Bookstore News AdVertising Index -s:r . 132
456 14th Street Suite 6 ÅNNOUNCEMBNİS 13
PO Box 882554
San Francisco CA 94188 B Ba ec sk t s 1 e0 ll e P rr se s s i i 6 967
415-626-1556 FAX: 415-626-8970
Printed in USA Classified AdS... 131
FEMINIST BOOKSTORE NEWS is the communications SubscriptioniInformation ................... 112
vehicle for the informal network of feminist bookstores. FBN
reaches 500 feminist and feminist-inclined bookstores in the They Went That-A-Way.................... Ba... 60
U.S. and Canada as well as feminist booksellers in WritingWanted.........:.... 63
England, Europe, Australia, New Zealand, India and Japan.
Librarians, women's studies teachers, book reviewers, pub-
tlihseh e rsus b sacnrdib efresm.inist bibliophiles comprise the remainder of T CHE a nBO aOK dS ian Books... 77
Letters, articles, news items and announcements should be
received the tenth of the month preceding publication. Gay Men's Literature... 73
aSuigtnheodr s .articles and letters are the responsibility of the Hümor.Books.......—... c ceee e eest 71
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is pub- MYSle8ries ...:c seit. a aa 83
al nis dh e d N o b vi e- mm bo en rt h bly y i Fn E M J Ia Nn Iu STar y B, O OM Ka Sr Tch O, R EM a Ny E, W J Su l ay t, 4S 5e 6ptember, OUr OWN! Presses... un 87
C1 l4 at sh s PSt or se te agt e S u pi at ie d 6 a, t S Sa an n F Fr ra an nc ci is sc co o, , C CA A . 9 P4 O10 S3 T. M S Ae Sc To En Rd- : Publishers RoW.25 00% a 113
Please send address changes to FEMINIST BOOKSTORE Science FIcIlon t.s... Aa 79
NEWS, PO Box 882554, San Francisco, CA 94188-2554. The Small PreSSSS suaran 97
CSU anB aS dC iR anIP T pI oO sN taS g: e ;$ 6 $5 1/ 9y /r y/ r6 fi oss ru e os v, e r$ s1 e2 a0 s/ 2 p o y ste aa gr es .. Plus $9/yr University-Presses eman 109
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"Feminist Bookstore News
000
Triad Moon
by Gillean Chase
Meet Lila, Brook and Helen, three women whose bonds of
love, and sexuality take them beyond conventional
relationships. Incest and survival, healing and the strength
of the heart: these themes are explored in a novel that is at
once an unusual coming-out story and a passionate
affirmation of mature love.
October, 1993 ISBN 0-921881-28-2 $9.95
Without Wings
by Jackie Manthorne
In this new collection of interwoven stories, the author of
Fascination and Other Bar Stories, moves her characters out of the
bar and into life. There, they cope with issues that unite
and divide lesbians in a big city. With wry humour,
Manthorne creates an eminently readable tale of lesbian life
today.
October, 1993 ISBN 0-921881-29-0 $9.95
Without Wings
Jackie Manthorne Woman in the Rock
by Claudia Gahlinger
Here is a haunting, lyrical collection of stories about
forgetting and remembering incest. Gahlinger’s characters
are consoled by living near the sea and finding strong
friends. Above all, they find consolation in fishing, an act
that allows for the eventual, triumphant emergence of the
“woman in the rock.”
October, 1993 ISBN 0-921881-26-6 $9.95
MAN
ENITHE, Miss Autobody A Play
ROCK by Les Folles Alliées
Translated by Linda Gaboriau
In this celebrated and hilarious play, the women of
Anytown, led by a savvy group of feminist mechanics,
thwart a scheme to show porn videos at a local bar. Miss
P.0. Box 2023 Autobody accurately depicts the insidious effects of
C Ch aa nr al do at t e Ct Io Aw n 7, P 7EI p po rr on ceo sg sr .aphy and misogyny, and splits your sides in the
N
October, 1993 ISBN 0-921881-25-8 $9.95
ATEISTE ITTI Phone (902) 566-5750
EEEE Fax (902) 566-4473
PLL L
Distributed by INBOOK
4 Volume 2 Number 16
August 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-921881-28-2', '0-921881-29-0', '0-921881-26-6', '0-921881-25-8']"
7,"Feminist Bookstore News
Dreams And Swords With the move, the store added three more collec-
828 East 64th Street tive members and we are starting to get enough
Indianapolis IN 46220 breathing space to begin planning for the future. Area
Dear FBN, writer Garbo is planning a series of feminist writing
Once again, we sold books at the National workshops for the fall and we are planning special
Women’s Music Festival. Sales were better than women’s health and children’s book promotions.
ever. We continue to grow and are thriving this Our move into Clintonville made us realize how
year. So much so, that we are currently looking for important feminist bookstore and feminist safe
a new location in the same area, though we aren't space is to our community. Women from all over
in any great hurry and to make it a reality will take turned out to help us move and have continued to
some creative financing. check in on the store. We are focusing our energy on
Until next time! serving the community needs by providing the
Katelyn books, space and safety our customers (and friends)
want. That is one thing that the big bookstore chains
Fan the Flames Feminist Bookstore can never do!
3387 N. High St. Come by and see us and make sure to take a
Columbus OH 43202 look at the ceiling!
Dear FBN, In sisterhood,
Fan the Flames Feminist Bookstore in Columbus Jo, Dawn, Sheila, Sue, Tonia and Pat
is settled into its new home in Clintonville and we
have had nothing but positive feedback from our
customers. We were told that businesses typically
lose 50% of their customer base when they move. Zoland Press
We have not only kept our customer base but are 384 Huron Avenue
seeing people who haven't been into the store in Cambridge MA 02138
nine or ten years! 617-864-6252, Fax 617-661-4998
Some of our “bragging” points are a parking lot Dear Theresa Corrigan,
behind the building, much easier wheelchair accessi- I recently read about the Feminist Bookstore
bility, a community room available to area groups Network in Publishers Weekly (6/21/93) and would
and ceiling fixtures from the movie “Little Man like to explore ways for Zoland Books to support
Tate.” (That perked your interest didn’t it?) We have feminist bookstores with author events and other
more space (for us and the books) and are carrying cooperative sales ideas. Zoland Books is an indepen-
more extras like crafts from area artists, artwork and a dent literary press, publishing approxiamately 10
larger card display. We had a running exhibit of an books per year, committed to maintaining a strong
area artist until May that made our store look spectac- list, at least half of which is written by women.
ular. We continue to look for other artists and other As a young company struggling against the
displays. competition of larger publishers, we sympathize
August 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"Feminist Bookstore News
with the plight of independent feminist bookstores The motion was denied, according to what we
and hope to do what we can to support them. We heard, after someone suggested that it would be wise
recognize them as important venues for sales of our to check first to see if indeed Judith’s Room was or
women’s titles; value their commitment to making was not carrying the book before voting to censure.
available a varied assortment of quality titles by and We had a conversation with a Feminist for Free
about feminists, lesbians, and women of color; and Expression about this letter. During that conversa-
appreciate their continued support in carrying small tion we asked her to name the feminist bookstores
publishers’ titles. who were refusing to carry this book. She told us
Specifically, I am wondering if it is possible to she would not do that.
get the names and addresses of the 125 bookstores We're sure that, like us, you select and reject
that are part of the Feminist Bookstore Network so books for your store on an almost daily basis, and
that I can contact them directly about author tours. I that content, sales, and the price of the book are
also encourage you to make my name, address, and among the factors governing your decision to carry
telephone number available to anyone in the the book. What the letter from Feminists for Free
Network who would like to arrange an event or dis- Expression seems to be saying is that if you decided `
cuss other promotional ideas. not to carry this particular book for any reason, then
I wish you the best of luck and hope to hear you are censoring it.
from you soon. It is interesting to note that, since we don’t
Yours, receive anywhere near the number of inquiries and
Christine Alaimo accusation about any other title, our right to select
Marketing Director books for Judith’s Room ends and censorship begins
with this particular book.
So, are any of you receiving this kind of attention,
or do you have any information which may help us
understand wy this book and why Judith’s Room?
Judith’s Room Please write in to FBN, or drop us a line at
681 Washington Street Judith’s Room, 681 Washington Street, New York,
New York, NY 10014 NY 10014, or call us, 212-727-7330.
Dear Feminist Booksellers, In sisterhood,
Judith’s Room recently received a letter from a Carol Levin
group calling themselves Feminists for Free Sally Owen
Expression asking us to carry A Woman's Book of R|
Choices by Rebecca Chalker and Carol Downer. The
letter referred to a controversy (not explained)
which, the letter said, resulted in several feminist
bookstores deciding not to carry this book. Any such Feminists and Comics
decision, the letter implied, amounted to censorship. OF..
This letter is just the latest in a long line of com- PO Box 41030
m mu ann yic a t pi ho on ns e a b co alu lt s at nh dis vb io so itk s. iW n e t hh ea v le a s tr e c fe ei wve d months . Ca 5n13 4 V icC toaor rd io a,vd a B CB a yaV 8 R Yo a 2d K0
from customers, authors, and anti-censorship
groups checking to see if we carry this book. (We Dear FBN,
do.) The calls and visits, as our sales of this book Thank you for assorted postings in the past
attest to, have nothing to do with a desire to pur- months, including tear sheets of reviews of our pub-
chase. In addition, a motion was made from the lication OH... in FBN.
floor of a WAC (Women’s Action Coalition) meet- I do wonder about the status of comics in
ing here in New York to censure Judith’s Room for women/feminists’ bookstores. Our observation of
refusing to carry this book. things from our local women’s bookstore is that
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
women do not read comics unless they have plenty have seen before and being able to ask my store
of words thrown in by way of articles and reviews, owner, “What is this about? Is it any good? What's
or are so completely radical you can't help but pick new/interesting reading?” and be given well-
up a copy of something like Hothead Paisan (or avoid informed answers, indicating the store owner knows
it) for its bold cover statement that this is about a his/her stock. This should not be only happening in
“Homicidal Lesbian Terrorist.” my local comic store, where comics such as OH are
I do understand that to many women comics go regarded as underground and don’t get to the
under the heading: for those who haven’t quite man- women it is really trying to reach.
aged to grow up, and the illiterate. But like all gener- It is a sad irony that we should be publishing
alizations, it is far too sweeping and fails to something by women for women and to find the
acknowledge that there are many women out there most generous responses to be from men. And yet it
drawing and writing comics, many of us over the is clear that we don’t fit into the male-dominated
age of 16, and quite capable of reading Voltaire’s comics industry, when their two biggest distribu-
Candide and offering up a thesis paper on the work. tors, who happily ship out copies of rape and vio-
LR lence like Crying Freeman and the pornography of
Eros lines (purportedly offering insights to lesbians
but indicating more the state of male fantasies and
I realize that the Feminist Bookstore owner's pri- how little they understand women), tell us our con-
mary concern is in books, but surely there must be a tent is “too strong” for them to touch. Hey, until
place for comics by and for women in there somewhere. issue #3, we weren't even showing bare breasts —
Are we really such a mutant group as to not count just women having relationships with other women.
except as a quaint aside for the tourist or gift hunter? I'd certainly like to believe there are feminist
Nothing can be more crippling to start-up peri- bookstore owners out there who don’t think of
odicals trying to offer some semblance of profession- women who write and draw comics as aliens and
alism by coming out on time than to find that all the that they are promoting all women’s publications —
effort isn't appreciated or assisted by the all-impor- not just the ones they think are acceptably adult for
tant retailer. I mean, we've had a report back from being devoid of pictures.
one contributor that a Lesbian and Gay outlet which To the uninitiated, I offer up the perspective of
does carry OH has shoved their copies into some box what a comic can be - film on paper, not having to
that no one is going to see unless they ask specifical- wait for Hollywood to come up with offerings like
ly for comics, and the copies are in a terrible condi- Basic Instinct and Three of Hearts; and by supporting
tion — like they've been read by a hundred people. the network of writers and illustrators such as we
Would books be treated this way, unpurchased have - not having to read stories where female char-
and still in the store? acters are subverted by their male creators to the eter-
Sure, we’re not like books. Unlike books, we nal craving of being a wife/lover to some closeted
don't have a long shelf life where a purchaser may “superhero”/ Archie or constantly needing rescue
eventually find us on one of their browses. We don’t from the latter.
offer royalties on sales, but pay our contributors on I'd certainly like to know about feminist book-
acceptance of their work -— we have to keep coming stores Which are ‘zine and comics friendly, and
up with capital from somewhere to get out another making respectable sales from such publications. If
issue, with a time lapse of mostly a month's respite. no such outlets exist, and if we are in fact wasting
Certainly, no customer should feel pushed into buy- our time with the production of OH - we should be
ing anything they don’t want to, but if a store owner told. Now. So that something may be put away for
does have something new in, they are only helping our old age instead of poured down the drain to a
themselves and their customers by offering informa- market that isn’t ready to embrace a comic quarter-
tion and showing that they know their business. ly for her.Hope O
I, for one, know that I appreciate going into a Best,
store and picking up something that I may never
Volume 16 Number 2
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"THE WOMEN'S DAYBOOK 1994
FEATURING PHOTOGRAPHS BY WOMEN
ON THE THEME OF SISTER/S
Some of the reasons why The Women’s Daybook grows in popularity every year
* larger format allows for full week-at-a-glance with space for notations every half hour
* lots of space for notes, month-at-a-glance, addresses and telephone numbers
* spiral binding is wonderful for your desk, at work or at home
* ink will not smudge
* combines usefulness with attractive format and fabulous photographs
* showcases the talents of contemporary women photograghic artists
* a great gift for a great price
$12.95 spiralbound = 192 pages 9x7 August 1993
Order from Inbook
August 1993 8 Volume 2 Number 16
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:03:06 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
