ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,15.1
0-452-26761-7,Vanishing Rooms,"Dixon, Melvin",Plume,224.0,1992-02-01,,Paperback,,en,,"Height: 5 Inches, Length: 7 Inches, Weight: 0.39903669422 Pounds, Width: 1 Inches",10.0,https://images.isbndb.com/covers/76/19/9780452267619.jpg,Success,67.0,15.1
970-05-0027-6,Solitario De Amor,"Peri Rossi, Cristina",Grijalbo,185.0,1990,,,,es,,,0.0,https://images.isbndb.com/covers/02/70/9789700500270.jpg,Success,21.0,15.1
0-921881-15-0,Tide Lines: Stories of Change by Lesbians,"Fleming, Lee",Inland Womensource,197.0,1992,"Lesbians' writings, Canadian, Short stories, Canadian, Lesbians, Lesbians--Fiction, Lesbians' writings, Canadian (English), Short stories, Canadian (English)--Women authors, Short stories, Canadian (English), Short stories, Canadian (English)--20th century, Écrits de lesbiennes canadiens-anglais, Lesbianisme--Romans, Écrits de femmes canadiens-anglais, Nouvelles canadiennes-anglaises, Nouvelles canadiennes-anglaises--20e siècle, Manners and customs, Social life and customs, PR9194.5.L47 T5 1991, 813/.01089206643, C813/.0108353",Paperback,"Twenty-seven stories that explore the many faces of change: instantaneous, over-a-lifetime, subtle or cataclysmic. None of the lesbians in these stories will ever be the same again.",en,,"Height: 9.25 Inches, Length: 6 Inches, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/11/55/9780921881155.jpg,Success,12.0,15.1
0-963109-51-0,Jerk,"Cooper, Dennis",Artspace Books,56.0,1993-05-31,,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 0.5 Inches",15.0,https://images.isbndb.com/covers/95/14/9780963109514.jpg,Success,68.0,15.1
1-879198-00-2,Telling It Like It Is: Reflections of a Not So Radical Feminist,"Clift, Elayne",Knowledge Ideas & Trends,194.0,1991-03,"Feminism, Feminism and literature, HQ1154 .C57 1991",Paperback,By Elayne Clift.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/80/05/9781879198005.jpg,Success,76.0,15.1
0-88974-040-2,"Paper, Scissors, Rock",Ann Decter,Mcgilligan Books,1.0,1992,Fiction,Paperback,,en,1,,14.95,https://images.isbndb.com/covers/04/02/9780889740402.jpg,Success,86.0,15.1
0-921881-17-7,Each Small Step: Breaking the Chains of Abuse and Addiction,,Inland Womensource,190.0,1991,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Width: 1 Inches",10.95,https://images.isbndb.com/covers/11/79/9780921881179.jpg,Success,12.0,15.1
0-9631468-0-7,,,,,,,,,,,,,,Error,26.0,15.1
0-88961-172-6,Ordinary Wonders: Living Recovery from Sexual Abuse,"Green, Lilian",Canadian Scholars Press,264.0,1992,,Paperback,"With journal narrative in prose and poetry, Lilian Green leads us through her healing journey of recovery from abuse.",en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.75 Pounds, Width: 0.75 Inches",19.95,https://images.isbndb.com/covers/17/26/9780889611726.jpg,Success,128.0,15.1
47 -3 04 4- 8,,,,,,,,,,,,,,Error,82.0,15.1
968-13-2238-X,El Plan Infinito,Isabel Allende,Grupo Editorial Normal,348.0,1992-01,Literary Collections,Paperback,,es,1st,Weight: 1.6 Pounds,0.0,https://images.isbndb.com/covers/23/80/9789681322380.jpg,Success,21.0,15.1
1-878980-08-4,"The Cauldron of Change: Myths, Mysteries and Magick of the Goddess","Alba, De-Anna",Delphi Pr,,1993,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.4 Pounds, Width: 0.75 Inches",13.95,https://images.isbndb.com/covers/00/83/9781878980083.jpg,Success,94.0,15.1
0-671-72132-1,Fire in the Mist,Holly Lisle,Baen,304.0,1992-08-01,,Mass Market Paperback,,en,Reissue,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.35 Pounds, Width: 0.75 Inches",5.99,https://images.isbndb.com/covers/13/29/9780671721329.jpg,Success,70.0,15.1
