PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 03-01-2000
Contributed by: Carol Seajay; CS; TMR; CS; Carol Seajay; Teri Mae Rutledge; Carol Seajay;
TMR; Carol Seajay; TMR; Teri Mae Rutledge; Teri Mae Rutledge; Kristin Redmon; Lisa
McGowan; Teri Mae Rutledge; Carol Seajay; Teri Mae Rutledge; Teri Mae Rutledge; Teri Mae
Rutledge; Richard Labonté; Anne Newkirk Niven; Teri Mae Rutledge; Teri Mae Rutledge;
Teri Mae Rutledge; Teri Mae Rutledge; Mev Miller; Teri Mae Rutledge
Stable URL: https://www.jstor.org/stable/community.28036392
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Feminist
Bookstore o
Ne s Hila N
ce Brati
Uf
„stories
B -Chati ae
— PspringA Announcements 2000,
ni e an F32 Volume 22 Num mberé V
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"ЛЗ
Л
СОММІТТЕО
ТО ҮОЦОР
ЪОССЕ 5б“
К еВ е УЗАТАТ ЕТЕТ УА ЗН ӨД
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
Three themes run throughout this issue: lawsuits the industry’s increasing reliance on email and the
— who can afford them and the intrinsic failure of Internet, that having to wait two or three (and some-
justice when individuals or independent businesses times four or five) months to read the news in a
come up against deep-pocketed corporations, and the bimonthly is a disadvantage we cannot afford.
question of who owns the American courts. Even If you haven't received any posts for Volume 22
when the independent “wins” in court, it can still end Number 5, that means you didn’t return your post-
up with huge legal bills and a settlement too small to card with the email address we should use for your
prevent bankruptcy. That, in and of itself, is chilling. subscription. If you don’t have an email address, we
Even more frightening is the increasing tendency of strongly encourage you to get ask a friend, lover,
settlement agreements to demand silence regarding partner, staff member, neighbor, colleague, or favor-
its terms. (See “News” for coverage of the settlement ite customer to let you use her address to receive the
of Amazon vs. Amazon.com and Seal’s decision to posts. All she'd have to do is send us her email
“settle” after being sued by Mattel for using the Barbie address (to <eFBN@FemBookNews.com>) and tell us
trademark in a book critiquing the anti-woman the name your subscription is in, and that she'll be
messages being shoved down young women’s receiving your e-issue posts. Then, as the posts arrive
throats by corporations and commercial interests in her mailbox, she can print them out and deliver
such as, well, Mattel.) them to you. Even if you only get the posts every
On a more encouraging note, P-FLAG has week or two, it’s still much faster than waiting for a
dumped its affiliation with B&N.com and the P-FLAG printed issue to arrive. And most of the information
site no longer sports that community-destroying link. in the e-issues won't be repeated in the print issues.
And it’s been a while since FB-Network has cre-
ated any community education materials, so when we
saw Anna Newkirk Niven’s piece on the seductive P-FLAG has dumped
dangers of Amazon.com, we thought it would make a its affiliation with B&N.com
great community education tool. So we ran it in this
issue as a centerfold that stores can pull out, copy, and and their site
distribute to customers, give away at conferences, use no longer sports that
as bag-stuffers, etc. Stores can run their own info on
page four or just run the ad that’s there. community-destroying link.
It’s been a rather awesome six months since I last
sat down to write an intro to FBN... That said, we've had some great response to the
The exciting news here on the home front is that e-issue posts so far. It’s exciting to know, for example,
the electronic issues are up and running. I think they that Little Sister's is in Supreme Court right now argu-
are (pardon the expression) a godsend in this day and ing that Canada Customs’ seizure of books at the
age. I'm convinced that having this form of border is unconstitutional and that Customs is
near-instant communication will make all the differ- blatantly and illegally discriminating against gay and
ence — in some way we haven’t yet imagined — very lesbian citizens by targeting gay and lesbian litera-
soon. Even if nothing dramatic happens, the world ture and bookstores. And, unlikely as many
has changed so much in the last couple of years, with booksellers may find it right now, I think that stores
Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
will like getting the topical book columns by email. ing Internet industry. I'm confident that we, as a
You can print them out and use them just like you'd community, need access to these skills to survive
use the magazine (mark them up, circle and highlight what many are calling the biggest social and eco-
titles, write notes in the margins for co-workers...), nomic transformation since the industrial revolution
and you can also archive them to reference for that — although my crystal ball is still a bit hazy about
odd clue to a misremembered title. (For example, if how we are going to apply them.
you only remember that the mystery you want to rec- One thing that is crystal clear is that I can’t be in
ommend to the customer standing in front of you is school full-time until June and put out a full-scale,
one that Nan compared to Rita Mae Brown’s cat printed, sidelines/summer issue. So the annual side-
series, you can search the post for “Rita” and you'll lines issue will go biannual, at least for the moment, to
find the book without having to remember the name reappear in 2001 if there’s clear demand for it. So
of the book, the author, or the publisher.) And there what would normally be the summer print issue will
are many times when your computer is easier to find be another e-issue (Volume 23 Number 2).
than the last issue of FBN, which your co-worker took
home “overnight” a week ago... My thanks to everyone who made this marvel-
The current plan is to alternate e-issues and elec- ous print issue possible: Kathryn who came back to
tronic issues. The last print issue was Volume 22 FBN to produce it and Teri Mae who has covered my
Number 3/4 (Fall 1999). The posts between that issue responsibilities in every possible way while I’ve been
and this (print) issue (Volume 22 Number 6) will com- in school as well as doing the editorial work she
prise the first electronic issue, which is Volume 22 always does and helping to fill in the absence of the
Number 5. Once the print issue hits the mail, we'll begin office manager FBN no longer affords — and to all of
the next electronic issue, Volume 23 Number 1. Some the columnists and proofreaders for their contribu-
e-issues will be “thicker” (have more posts) than others, tions and patience in the light of FBN’s constantly (or
just as some print issues are thicker than others. so it seems) shifting deadlines. Thanks, too, to our
advertisers who have been beyond flexible with our
The joy (and point) of doing a combined issue last emerging e- and print-issue schedules and changes.
Fall was to finally be able to catch up on some overdue And I also extend my profound thanks to
vacation time. I got to take the Green River (Utah) canoe Carolyn Gabel, Gilda Bruckman, Joni Seager, Cynthia
trip I'd wanted to take for years that always conflicted Enlow, Lisa McGowan, Joan Pinkvoss and the entire
with FBN’s or the catalog’s production schedules. And I crew at Aunt Lute Books, Louise Knapp and Spider/
also took a wonderfully relaxing and rejuvenating Sally Kornblith, Joan Drury, Gail Leondar-Wright,
three-week trip to Hawaii, snorkeling, kayaking, visit- and the Tides Foundation for their support over the
ing friends, and working on a farm. And, yes, thanks to last six months.
all of you who asked, I did finally get a mortgage on the Yours in spreading the words,
house. While I've made some wonderful friends in the Carol Seajay
legal, mortgage, and banking industries over the last
year, I'd be just as happy to never have to talk to any of FEMINIST BOOKSTORE NEWS is the communications vehicle
them in a professional capacity again! The whole pro- for the informal network of feminist bookstores. FBN reaches 500
cess certainly used up much of the resilience that I'd feminist and feminist-inclined bookstores in the U.S. and Canada
accumulated on my vacations — though now I've as well as feminist booksellers in England, Europe, Australia,
learned that the solution is more vacationing, and I'm N Se tw u dZ ie eal san d , t eI and ci ha, e rJa sp ,a n b a ond o k K e n ry ea. v iL eib wra eri ran ss ,, W po um be ln i’s shers and feminist
more than ready to go again! bibliophiles comprise the remainder of the subscribers. Signed
But at the moment Im in computer school. I was articles and letters are the responsibility of the authors. FEMINIST
lucky enough to get into a special 16-week, BOOKSTORE NEWS (ISSN: 0741-6555) is published quarterly
seven-hour-a-day computer training and Web site b Sy a n F E M FIN rI aST n cB iO sO cK oS T O CR AE N E 9W 4S 1 1 a 0t . 2 1 P80 e rB ir oy dan it c aS lt sr ee t P o# s2 t07 a, ge paid at San
design school that’s funded, in part, by the mayor's Francisco CA. POSTMASTER: Please send address changes
office. It’s designed to train low-income women and Ft ro a n ciF scE o M CI AN 9I 4S 1T 88 - 2B 55O 4.OKSTORE NEWS, PO Box 882554, San
minority workers for jobs in San Francisco's burgeon-
Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"Feminist Bookstore News
A STUNNING BOOK ABOUT
FRIENDS WHO MADE HISTORY
* * d
BY PAM MURO RYAN Y PICTURES BY BRIAN SELEHICK
H“Both Ryan and Selznick clearly did their research, and one of the book’s
chief attributes is its depiction, in both words and pictures, of two strong
women—really pioneers.” —Booklist, boxed review
“The fictionalized tale is lively and compelling, and the courage and sense of
adventure that these individuals shared will be evident even to children who
know nothing about their lives.” —School Library Journal
MSCHOLASTIC Scholastic Press ==
Volume 22 Number 6 3 Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"Feminist Bookstore News
Spiritual Journeys along the Crystals, Crosses, and Chakras
Yellow Brick Road
A Woman's Mystical Emergence
by Darren John Main by Wilma Wake
A “T hb el u e ap ur thin ot r f do ir g s p der es eo pn lyal ig nr to ow hth id. den A de c w ado em s—an f' rs o msp i r Ci htu ra isl t ie av no itlu yt i o tn h r oo uv ge hr three
m s C l aou ua ve r tma ee hn d p o i b rtn e ,o Tg l h ls , T, a e p h Cpa eWn a e rad i Wl l z a arm t J ydo u i n n of oe g fs fa , n s tg Oa he n zm eo d . ""f —s P a eDJ lo al ao f cn s e oe ff i p un M h l s u ii lg s Wlm h at w a rnh r, io or s eE r o xea c pls a it eate rlir o i en n c n os ch ma en i p m d o i f twn m ie mt ew h n a nt —a t yg h re e e o f fp D l eh i cv hi tl i eo sn rs e o tp ghth eehi ne a es t r a t s to t io r nea s .ses
F 1i -n 8d 99h 1o 7r 1n - 2 3P -r 1ess, paper, $12.95, A C 0-hp 8r r 7i y 7l s 8 a 52 l -i0 s 30 90 1B, - o 6 oS kw se ,d e pn ab po er rg , $F 1d 3n .9./ 5,
Devi Altar
by Kim Waters
Convert any place into sacred space
with this gorgeously detailed,
three-panelled, full-color goddess shrine
in the Mandala Stand-Up Altar series.
Light-weight, portable, and durable, it
makes a splendid backdrop for icons,
incense, and all articles of worship.
Mandala Publishing Group, 18x11 (open),
cloth, $14.95, 1-886069-33-6
Words titles are available through
Bookpeople and other fine wholesalers.
Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['1-886069-33-6']
8,"Feminist Bookstore News
FBN _ CONTENTS
PUBLISHER Carol Seajay
EDITOR Teri Mae Rutledge
ADVERT. & PRODUCTION Kathryn Werhane ARTICLES
ADVERTISING SALES Lisa McGowan
New Words, Charis Celebrate 25th Anniversaries . .... 19
COLUMNISTS , ZINE Update . . ar e eea 41
Art Books: Tee Corinne
Canadian Books: Jacqueline Dumas AmazonNOTcom: A Consumer Speaks Out. . . . . . ... 67
Gay Men's Literature: Richard Labonté NEWS/Short SIONies. La.. L t i a 7
Kids’ Lit: Linda Bubon
M Mu ys si tc e: r iS eu s:s a n N a nF r a Cz ii ner n a t& e r Barb Smalley SC ao ln ess e r • v a Lt ii tv te ls e A Sit st ta ec rk 's W Tao km ese n ' Cs u sS tt ou mdi se s t oa n td h eA n St ui pg ro en me' es CT oex ut rb t o o •k
Sci Fi/Fantasy: Laura Quilter Mattel Sues Seal over Adiós Barbie • P-FLAG Dumps B&N Link •
& Heather Whipple Seajay Wins Awards • Alyson Launches iNew Imprint •
University Presses: Mev Miller Naiad Cuts Back, Bella Blooms • Rising Tide Sold • Amazon vs.
Video: Liz Wermcrantz Amazon.com: The Outcome • BookSense.com Back on Track •
PROOFREADERS Drake's Attackers Sentenced
Danielle Bauter, Suzanne Corson, Lammy Nominees . . ...... Uu. eera 27
Sarah Fallon, Sarah Holmes, BOOKstore News.. . 4 u e 31
Kirsten Janene-Nelson, À M Ani jes! Fundrais Charis S h
Lisa McGowan, Karen McKevitt, mazon Moves Anniversaries! Fundraising at Charis avanna
Stephanie Provines, Dena Taylor, Bay Promotes Conference Sales on the Web Events International
Julie Van Pelt, Susan Waller News Mama Bears to Buy Building
COVER ART Laura Haass Feminist Publisher News. u T, 37
ShortRaves ............ 47
HOW TO REACN US DEPARTMENTS
TELEPHONE 415-642-9993 ASINEISX., se e k 136
FAX 415-642-9995 ANGUnGeMentis. a 61
U.S. POSTAL SERVICE B P 73
Feminist Bookstore News BCK IO Press. a PE,
PO Box 882554 BSSISBIerS N a a e a aa it 53
SDan E FrLanIciVscoE CRA I94E18S8 T haeyk Wient ThattA Way. = kur KE ei Zi
AMS AP af IE t aa af 63
2180 Bryant Street #207 WRU WARTO
San Francisco CA 94110
EMAIL THE BOOKS
GPeneural b Inlfoi: s FBhN@eFermB:k Ne wCs.coamrol@FemBkNews.com Gayl | e AA 65
Editor: TeriMae@FemBkNews.com r FESSES.. e a a N a 75
AAddvveretristiinsgin: gK a tShaylyens:@ F LemisBak@NFeewms.cBokmN eQwu s O.cwonm , Publishers ROW: -s 25 e ee 117
Printed in the USA SMAI PS89868: a a a 91
Volume 22 Number 6 5 Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
POLESTAR
A, NPRE S S $ GANG
PUBLISHING
ALLIANCE
Working together to bring you more of the best in independent publishing.
MCa oola
Polestar Book Publishers
Pluto Rising Magic Eight Ball
A Katby Kylein M ys terKy aren Irving by Marion Douglas
“... fast paced and compelling, and the use A light-hearted novel with some surprising
of astrology as a tool in the investigation of twists, including an unexpected
a murder has a certain wacky charm.’ love affair with a woman.
— Margaret Cannon, Globe & Mail “What might happen if Jeanette Winterson,
The first in a series of gripping mysteries Jane Rule and Margaret Atwood ran into each
introducing a female sleuth and an astrological other head-on at 100 miles an hour ..…..”
twist. Watch for Jupiter's Daughter, the next — Lambda Book Report on Douglas’
Katy Klein Mystery, fall 2000. previous novel, Bending at the Bow
fiction ~ 0-88974-063-1 ~ 813.95 US ~ paper
mystery novel ~ 1-896095-95-X ~ 88.95 US ~ paper
To order call 1-800-243-0138 or 1-800-626-4330. Fax orders to 1-800-334-3892.
Spring 2000 Volume 22 Number 6
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-88974-063-1', '1-896095-95-X']"
10,"rumblings from the administration that instructors
still ordering books off campus will have to issue
warning statements of sorts to their students, but no
action has been taken on this threat.
Antigone Books (Tucson, AZ) recently found Mills says that a majority of professors who are
itself in the middle of a row between the Arizona state ordering books from Antigone are from outside the
legislature and Arizona’s three universities. women’s studies program. “The spotlight is on [the
Last year, an Arizona constituent made vocifer- women’s studies faculty], so it’s more risky for
ous complaints after her daughter was asked to read a them,” she said. She says that the group ordering
novel with a lesbian character (Jeanette Winterson’s books is made up of tenured professors, who
Oranges Are Not the Only Fruit) for a University of Ari- refused to back down after the policy was instilled,
zona (Tucson) women’s studies class. In response, and new professors and graduate students, who are
Republican Representative Linda Gray proposed taking a determined stand despite their less stable
eliminating of $1.6 million in state funding that is set positions.
aside for women’s studies programming. The funding for the women’s studies program at
Some of Gray’s ire was directed at the class's UA has, thus far, remained intact in the wake of
requirement that its students go off campus to buy Gray’s bid to take state dollars from women’s studies
their course books at Antigone Books, a store that she in Arizona. The attention of the school has been suc-
characterizes as “cater[ing] to lesbians.” cessfully deflected to off-campus book buying, in
Gray also protested the women’s studies-spon- effect letting Antigone take the fall. “We had to be sac-
sored presentation of Eve Ensler’s off-Broadway hit, rificed for [the program] to survive,” says Mills.
The Vagina Monologues, at Arizona State University
(Tempe).
Gray did eventually withdraw her proposal, just
before a committee hearing on university budgets,
saying that she just wanted to “get someone’s atten-
tion.” She succeeded in getting the attention of UA Since 1986, Little Sister's Book & Art Emporium
president Peter Likins, who, in an effort to diffuse the has been waging legal battle against Canada Customs
situation, decreed that all professors must order their over Customs’ right to censor books and materials
course books through the UA bookstore. entering Canada. (For a short history of the legal bat-
Trudy Mills of Antigone says that during the tle, see “News” in the May/June 1999 FBN.) This fight
semester following that decision, textbook orders at culminated when Little Sister's appeared before the
Antigone fell 50 percent. Last semester, however, Canadian Supreme Court on March 16.
sales were back up to about 75 percent of what they In 1998, the British Columbia Court of Appeals
were before the new policy was instituted. A deter- upheld, by a two-to-one vote, the lower court's ruling
mined core of faculty members committed to that condoned Customs’ censorship practices. The
supporting Antigone, and academic freedom, has dissenting judge, Justice Lance Finch, found that the
kept the store’s textbook sales alive. There is aware- language in the legislation of those practices is uncon-
ness of this dissent at UA, and there have been stitutionally vague.
Spring 2000
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:26:31 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
