PageNumber,Text,ISBNs
1,"Feminist
Bookstore
News IsIyvilzhn
CA
U .ZZ \S RI
£ A+
A mA (X (a>
E<E = F* R / 1“/4
= S f
= +| +,
—< E= x +la
(23 E E = *| ,*s""
x/* x |+
D rA iaa Si i a E AA
Fe Y UA. OC RAGI An t 3 i b
November/December 1991 Volume 14 Number 4
i ~/
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"New: Summer 1991 New: Summer 1991 New: Fall 1991
IDLENESS IS THE ROOT GINSENG AND OTHER BLACK CANDLE
OF ALL LOVE TALES FROM MANILA by Chitra Divakaruni
b try a n C slh atr eis dt a b yR e i In lzi eg Mueller by Marianne Villanueva A stunning poetry collection
Readers gain new insight into
A poetic journal of one year in the valor and courage of the South Asia.
the lives of two lesbians. Philippine people. A lyric poet . . . sensuous and
As [Reinig] sees it there is a war These are stories that haunt like passionate. — Santa Clara Review
g so ti an kg e o ..n . a —nd A w no gm ee ln ik's a li v Bes a m ar me ea rt dreams. — David Henry Hwang Divakaruni reclaims the humanity
Poetry, 114 pages, $10 paper, $18.95 cloth S $h 8.o 9r 5t ps at po er rie , s , $ 11 62 .90 5 p ca lg oe ts h, . that distinguishes all g —re a It n da ir at . Currents
Forthcoming: February 1992 Poetry, 100 pages
KILLING COLOR American Book Award! $8.95 paper, $16.95 cloth
by Charlotte Watson Sherman THE FORBIDDEN STITCH
Compelling, otherworldly An Asian American Women’s INDIAN SINGING IN
stories that explore the Anthology 20TH CENTURY AMERICA
AA f rr emic aa rn ka- bA lem se tr roi nc ga ,n n ee wx p ve or ici eence. E Td suit te ad k a wby a Shirley Lim, Mayumi by Gail Tremblay
which deserves attention. A poet of power and clarity.
— Craig Lesley Celebrates the rich variety of — Paula Gunn Allen
S $h 8.o 9r 5t ps at po er rie , s , $ 11 62 .90 5 p ca lg oe ts h Aem nte hr og li on gg y ,W 2o 9r 0k . p a— gT esh ,e a N rta t i 3o 4n pages, . a n. d . a g rsi an cg ee .r o —f e Jm oin yen t H p ao rw je or
IN CHINA WITH b $1ib 6l .i 9o 5g r pap aph ey r , 1 1 $2 9p .9ag 5 e s cloth P $o 8et .r 9y 5, ar pt a, p 8 e0 r p ,a g e $s 1, 6.95 cloth
HARPO AND KARL
by Sibyl James Now in a fifth printing!
The chronicle of a poet's struggle
to deal with the contradictions of
life in China.
Sharp, whimsical. —Kirkus
Non-fiction, 160 pages,
$9.95 paper, $17.95 cloth
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Feminist Bookstore News
NOTES FROM
THE
o0000 O00000
This issue began in Boston as the clan gathered man’s article in that issue, “Stocking and Selling Peri-
for my lover's parents’ (is that parents-in-law? Given odicals,” and the listings of feminist periodicals in the
the legal status of lesbian relationships, I tend to think U.S. and Canada are excellent resources for any book-
of them as my parent-outlaws) 60th wedding anniver- seller setting up or expanding a feminist periodicals
sary. It was a great excuse to drop in at a few book- section.
stores, visit friends (including Paula Wallace, my Other highlights in this issue include CALYX’
co-conspirator in starting Old Wives Tales 15 years insightful contribution to the publishers’ column, “Fi-
ago, and FBN’s first and longest running columnist, nancing the Publishing;” good news from the
Susanna J. Sturgis), and to take a few days of actual Australian Feminist Book Fortnight; and bad news
vacation on that sometimes far-away Atlantic coast. about the increasing censorship feminist, lesbian, and
One of the highlights of that trip was being in gay publishers are facing at the printer — a problem
New Words the day collective member Kate Rushin that is gaining momentum at a time when there are no
learned that Firebrand will publish her first book, The feminist or wWoman-owned printers in the U.S. who
Black Back-Ups. This is a collection of poetry that has are able to print and bind books. Coincidence? I don’t
been 15 years in the making — watch for it on Fire- think so. The growth in the problem of censorship
brand's Spring 1993 list.
Of course, being on the road at production time
meant leaving lay-out and paste-up in Cill Janeway’s FBN
and Ann Morse’s capable hands. I practically had to
memorize parts of Red Reddick’s article on burnout to
be able to let go and let them do it, but it was well
worth the struggle. And of course Cill and Ann did an Deadlines
excellent job. Our printer, on the other hand, took
twice as long as usual, so we're once again going to
press almost before subscribers have received the last
issue. We're still waiting to hear how booksellers felt University Press Issue
about the new format for “From Our Own Presses”
and for responses to the question posed in the last January/February
issue: “Is an 800 number for mail order worth the December 12
expense?”
This issue includes a two-part section on ma- Spring Announcements
gazines for feminist bookstores: Laura Zimmerman’s
""What’s New On the Magazine Scene"" and Rachel March/April Issue
Pepper's “Zines: What the Hell Are They?” If you're
a “new” subscriber and don’t have the January/Feb- February 10
ruary 1990 special issue on periodicals, drop us a card
and $5 and we'll send you a copy. Laura Zimmer-
Volume 14 Number 4 November /December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
from printers has directly paralleled the decline in
“competition” from woman-owned printers. Unfor-
tunately, there's something about knowing that some-
one else wants the job that makes it more attractive
Now Matties hand and, as we used to say, keeps them honest when they
lay in hers like a do reject our work. A bright note on the horizon
small moth on though: the women of Aché are fundraising to buy a
a c ll oe sa ef d. E arm ouil ny d5 8 i tf i n lig ke ers p h pr rapi in nst t i ewn rg se ? 'r p e ( r S e eas ets “ts Who e h t abh te ’e sgy i n N nc ea i wnn g Op nor fi n t t a h e A t c h Mh iré ad g at zh w ine am ev es Se cl ov efe n s e . f . ” e )P mer in- ist
a water lily at night... We declared a temporary moratorium on the
bestsellers column this issue. We've been running
bestseller lists from the same stores over and over,
Photo: © 1991 Simon Metz which isn't fair to those stores (they'd like to see
what's selling in other stores) and doesn’t really rep-
STONE resent the diversity of what's selling in feminist book-
stores. I'm hoping that holding the column for an issue
will inspire more booksellers to send their bestseller
lists to FBN. If you miss the column, contribute! The
GONE other column we're working to revive is the “Short
Raves” column. If there's a book you or your custom-
ers have loved that you'd like other booksellers to
know about, jot down a few sentences (stealing them
from your customers is fine""), the title, and the perti-
nent ordering information and send it in. Anything
from a sentence to a paragraph is great!
Two corrections on recent issues: Page 29 of last
A NOVEL BY issue's “Financial Survey of Radical Bookshops”
should have read “Only in London have shops been
Jacquelyn Holt Park able (not unable) to survive in significant numbers.”
We're sorry for the typo and the resultant confusion.
In the article about the troubles at The Women’s
From New England private schools to Greenwich Press/U.K., I mis-reported that Mary Hemming was
Village bars...two decades of emotional upheaval in now the Managing Director of The Women’s Press,
the powerful journey of a young woman coming due to my misunderstanding of the Press’ structure.
to terms with her sexuality. Ros de Lanerolle had previously been Managing
Director of both The Press and The Book Club. Now
the “ H efe fr e rs vu eb sj ce ec nt c ei s o fse r ti hou e s .. b. e sh te r p ow pur li at rin g f i ch ta ios n... T toh re KW ao thm ye n G’s a lP e r e as ns d i s S a lj eo sin t Dl iy r e cr tu on r b My a r P yu b Hli es mhi mng in gDirec-
the reader is swept along. Park has exceptional with Carole Spedding as Book Club Managing Direc-
command... speaking to the fears we all have of tor. Again I'd like to extend my thanks to the many
being different even as she illuminates the feelings women who assisted me in gathering and under-
of those ostracized for just that reason.” standing the information for this difficult story. I re-
— Library Journal gret any difficulties that my misunderstanding of the
situation created.
At bookstores or call 1-800-733-3000 RANDOM Éh HOUSE Yours in spreading the words,
Carol Seajay
November/December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"FBN CONTENTS
Editor & Publisher
Carol Seajay ARTICLES
Columnists News/Short Stories . ... . 8
Art Books Tee Corinne V International Feminist Bookfair • Multicultural Bubiishers
Canadian Books NEC Penny Goldsmith Exchange Second Annual Conference • Northern California
Gay Men’s Literature Ed Hermance Chapter of The Publishing Triangle Formed
Mainstream Publishers Sandi Torkildson News From the Bookstores ......11
Mysteries Mary Lowry Facing Censorship at the Printer . ..15
S Uc nie ivn ec re s i tF yic t Pio rn e s sS eu s s a Ann na n S Ct hu rr ig si ts opherson Taking Care of Business: why Did I Stat t? . 18
Young Adult Books Christine Jenkins Financing the Publishing (Publisher's Column) 19
News on the Magazine Scene .....23
Cover Art
Courtesy of the ILIS Newsletter Zines: What the Hell Are They? ....26
Editorial Assistant Australian Feminist Book Fortnight .30
Ann Morse Unleashing Yourself on the World: nett Hart 33
Books on Women and AIDS . .....41
Advertising/Production
Cill Janeway
DEPARTMENTS
Proofreading
Pat Kelso Advertising Index =. . . . 107
Feminist Bookstore News Back to Press & Other Good News . .48
456 14th Street Suite 6 Classified Ads . . ..........108
PO Box 882554 Short Raves -... . ........ 22
San Francisco CA 94188
415-626-1556 FAX: 626-8970 Su abs cr ipt Iio Rn I Snfo Arma tio n t =. 3. 0 95
SERVIA.. E N7
FEMINIST BOOKSTORE NEWS is the communications
vehicle for the informal network of feminist bookstores.
FBN reaches 350 feminist and feminist-inclined book- Writing Wanted Suu NES 39
stores in the U.S. and Canada as well as feminist book-
sellers in England, Europe, Australia, New Zealand,
cbIn oo md oi k pa r ira sen ev d i e t w hJ eea rp sa r,n e m . p auL ibi nb l dir s ea h rr e i ra on s f s , a n t hw d e o m f see umn b' sis n c r iss itt b u e d rb si ie .bs l i ot pe hac ilh ee srs, TAHE r BtOO K SBooks =. s
Letters, articles, news items and announcements should
ab S Fuie gt Enh r Meoe drc s Ie . Ni av re t Id i Sc l Tet sh e a B nt Oden Ot leh Kt t eo Srf Ts O t ah r Re e E m t ho en N t h r Ee s Wp pr oe n Sc s e i d b (i in l Ii Sg ty S p N ou fb : l i tc 0hat e 7io 4n 1. -6555) is B KMo ir dd se y’r BsC or too ks es si rn : g i: M eB ao sko i k ns g . i ai en v . a C a n S:a o d ua n Sda: 9 >3 45
published bi-monthly in January, March, May, July,
September, and November by FEMINIST BOOKSTORE On Publishers’ Row EASETREAARS esitititeivt . S3
N 9E 4W 1S 0 3at . 4 S56 e c 1 o4 nth d -St Cr le aet s s S u i Pte o s6, t a S gan e F r pa an ici dsc o , a tC A San Francisco, Our Own Presses. ""7599995, 65
C FEA M. INPO ISS TT M BA OS OT KE SR T: O P Rl Ee a s Ne E Wsen S,d Pa Od d r Be os xs 8ch 82a 5n 5g 4e ,s St ao n Science: Fiction. > =. 2., 7, 57
Francisco, CA 94188-2554. The-SmallPresses ........ 77
SUBSCRIPTIONS: $60/yr/6 issues, $115/2 years. Plus UnIVersitY PIGS8G8. S9
$9/yr Canadian postage; $19/yr for overseas postage.
Volume 14 Number 4
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"AFRICA ES
THROUGH THE EYES OF TNI VINE
WOMEN ARTISTS NE
[IET KE (Oi $19.95
0-86543-161-2 Paper $7.95
Betty LaDuke
"",..Uncontested in the coverage of the subject. The L@)brde3ddar: 455110) F|
artistic accomplishments of the women she has : |
selected have provided their local and international d
audiences a view of the world as it is today and as A
it transforms into a new order... Carole B. Davies & Elaine S. Fido
-John Nunley NNA
0-86543-042-X Cloth N
0-86543-043-8 Paper $15.95
K A
AFRICA
Meredeth Turshen, Editor
O: golo:
ISB
0-86543-198-1 Cloth $45.95
0-86543-199-X Paper $15.95
ORDER FORM © Africa World Press, Inc.
Title Quantity Amount
AFRICA through the Eyes
of WOMEN TISTS
Testimonies Of Exile
Out ofthe Kumbia SEND ALL ORDERS TO:
WOMEN and HEALTH in AFRICA Vi C aeh
WE ACCEPT VISA AND MASTERCARD, THANK YOU. P.O. Box 1892
Name s | SUOB RTOTA L TPrenHton O, NNew JEers:ey 08607
A d-d re ssS a""H A NPDLaIN G a (l60o9)a l7o71 -1 6a66v @ FEAXN:77A1-1N616AR
City TOTAL | book $0.50 for each additional book.
Telephone New Jersey Residents add 7% Sales Tax.
November /December 1991 : 4 Volume 14 Number 4
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-86543-161-2', '0-86543-042-X', '0-86543-043-8', '0-86543-198-1', '0-86543-199-X']"
7,"Feminist Bookstore News
The Women’s Press Ltd The new structure of shared management at The
34 Great Sutton Street Women’s Press is already reaping rewards. The ener-
London ECIV ODX gies of the new, and highly committed team are
fax: 071-608-1938 strongly focused on publishing feminist fiction and
Dear Feminist Bookstore News, nonfiction general trade titles by and for women in a
We would like to correct misunderstandings professional, lively and responsive fashion. The orig-
which may arise out of recent Feminist Bookstore inal and valuable principles of The Press will, of
News coverage of events at The Women’s Press earlier course, continue to be maintained, and will be further
this year, and other articles about new developments supported by this powerful and professional publish-
in the UK feminist publishing scene. ing strategy.
Mr. Naim Attallah is, and always has been, the Mary Hemming, Sales Director
financial backer of The Women’s Press since Steph- Kathy Gale, Publishing Director
anie Dowrick founded the company in 1977. That
has always been known by all the women who have LERA
ment briefly in March 1991, as a result of serious Full Circle Books
concerns about the company’s financial situation. 2205 Silver SE
Seven of the twenty-two women working at The Albuquerque NM 87106
Women’s Press (both part-time and full-time) at Dear FBN,
that time then resigned. Since then those who As a delighted playwright, I applaud Carolyn
stayed, those who have joined since, and some of Gage’s letter in the July/August issue. It was serious
our authors, have been unacceptably attacked both and thought-provoking. As a professional book-
privately and in public. seller, however, I believe she has analyzed the prob-
However, Mr. Attallah’s management intervention lem (not enough lesbian theater) correctly but has
lasted only a few days — indeed only until Stephanie missed the solution by a country mile. Theater is
Dowrick traveled back from Australia to work with performance just as music is. Play scripts are not
women at The Press in interviewing and appointing theater. They are not half as rich or textured as thea-
new staff, including a new Publishing Director, and to ter and do not sell for the same reason that most
help put in place new working practices. The company sheet music does not sell; the general audience has
now enjoys a more open management structure being no idea how to read it.
jointly run by Mary Hemming, Sales Director and lf every single lesbian feminist publisher made
Kathy Gale, Publishing Director. Carole Spedding is a commitment to publish one play a year I would
Managing Director of The Women’s Press Book Club (a suggest they apply for group rates at the loony bin.
separate sister organisation), and continues her long- Why? Because it would put many of them out of
standing role as Editor of the popular Livewire Books business within 4 years time. Enough books sell
for Teenagers list. Editorial decisions are, as before, dreadfully — ones that publishers expect to do well
taken at our office, with no involvement by Mr. Attallah. — that only one I could think of could dream of
November /December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"Feminist Bookstore News
— Marge Piercy EEEE S
“She inflames our otherwise withering
moral consciousness with tender
brave, and engendering inventions of
language.” — June Jordan
skill.”
Now at bookstores
SM S a S
S POEMS
1988-1991
affordingtodoabook a year that they know will bomb if a tag at the end gave royalty information and ad-
at the register. dresses, promote the possibility of many, many small
Personally, I believe the solution to the problem is performances. It might even, eventually, make a tiny
one of performance, not publication. The traditional bit of money for the playwright, actresses, etc. that
performance spaces of the feminist community are the otherwise wouldn't have been made.
women’s festivals. If every festival committed to mak- Furthermore, it could eventually create a market
ing space for at least one afternoon of theater, a whole for the script. Night Mother did not sell until it already
lot more women would see theater than would ever succeeded as theater. Jane Chambers’ plays sold be-
read the plays. cause people had seen them.
And video is not without its power in the LI
women’s community. Let us suppose a small theater
company in Seattle produces one of Carolyn Gage’s
excellent plays. And let us further suppose they rent Do I have the energy to do this for my plays? Not
lights and do one performance in front of home video a prayer. Producing and marketing are very different
cameras. Are they going to produce a video that skills from writing. So I am doing what Sarah Dreher
would compare with Desert Hearts? Of course not! did, establishing my credentials as a novelist so that I
But if they asked me to buy a copy for $19.95 for rental might be able to persuade the readers to try a play.
I would. I know I could get the cost back plus a profit. Check back in 5 or 6 years to see if it works.
I would be willing to rent it for $2.00 and (after recov- Hopefully,
ering the cost) send half to the production company as Mary Morell
we do for Lesbian Connection. (Wel], actually, we send P.S. The credit for the festival idea goes to my partner,
Elsie all of the money). Anne Frost.
What good would this do? It would get feminist P.P.S. Thanks again to Ms. Gage for raising this impor-
theater in the hands of the general audience. It would, tant issue.
November/December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
Naiad Press New Victoria Publishers
PO Box 10543 Box 27
Tallahassee, FL 32302 Norwich, VT 05055
Dear FBN,
I just read Carolyn Gage’s letter in the last issue Response to Carolyn Gage’s letter on Play and Script
of FBN and it simply begs for response. Publication:
Yd be fascinated to know the exact names and In discussion with Beth and from what I know
publishers ofthe stacks of lesbian plays being published of theatre, it seems that the ultimate function of a
in Great Britain and in Canada (even overlooking the script is as a working tool, a step towards the living
fact that if you will publish in that format, a play, a production of a piece. From what I understand you
drama, you can get government funding to pay for the sellscripts after per formaEnces to an audience freshly
entire cost of doing so or very close to the entire cost).
Secondly, as‘someone who genuinely enjoys plays
and someone who lives with someone who considers
them prime reading, it would be nice indeed to be able familiar with your work. It seems that already, by
to do lesbian plays at Naiad. However, plays can be self-publishing and finding a market in your audience
published, but they cannot be sold in sufficient quantities or with groups of women in theatre, you are building
to pay for the cost of printing them... except, as New a distribution network. What I would want to do is
Victoria has amply shown, if the plays are by someone encourage you to pursue that approach. You have
who has achieved the “even the laundry lists will sell” many of the building blocks in place. Perhaps it is time
status of a Sarah Dreher. Ifin some wild dream KVF were for women in U.S. theatre to begin to coordinate pub-
lications and form a new publishing concern. It seems
to me you are reaching the point of power to do so,
much like New Victoria, by being a printshop for ten
years, took the step (with computers) of publishing
novels.
Small presses in the U.S. tend to specialize ac-
cording to readership distribution, especially since we
are entirely self-funded, unlike many presses in Brit-
ain and Canada. We publish what we can sell. In our
Candice Moore, courtesy of Amazon Bookstore Newsletter case, we know we can do novels, even though we are
interested in non-fiction, historical pieces of which we
By the by, this is not a condition unique to lesbian have managed very few so far. Sarah Dreher’s plays
and feminist publishers. In Naiad’s experience, get- came about in book form, in part because we publish
ting an author who excels at a genre that is less popu- very successful mysteries by her. Even though her
lar than novels works by mixing the genres. (Take a plays represent the best of her writing, this volume
losokt oat r Leye Ly nccho's l clareeecr tmiixo onf sno.v)e ls a:nd short does not sell.
I hope, rather than seeing small lesbian /femi-
But before we imagine that this publishing hand- nist presses as failing to recognize or take on the
icap is unique to lesbian and feminist publishers, I task of publishing scripts in book form, that instead
offer this unique anecdote: For a 25 year period a it becomes clear that there is room for a new theatri-
distinguished WREM (White Rich European-heritage cally-oriented press, one which can begin as a desk-
Males) publisher cajoled a novel at a time from his top press, and which can print scripts in the size and
equally distinguished WREM author and “rewarded” length that actresses can work with or audiences
him in between each novel with a published collection buy for a more careful reading after a performance.
of short stories. The publisher Bennett Cerf of Random Yours sincerely,
House . B aT rh be a r aa u t Gh ro ir e? r John O'Hara. ‘Nuff said. REeBdecicat oBérgu in for New Victoria O
November /December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"Feminist Bookstore News
All prices are exclusive of 18.5% VAT (Value
Added Tax). In most cases, VAT can be reclaimed.
Details will be sent upon receipt of your registration.
Only foreign publishers are allowed to sell books. The
Fair won't charge a percentage of the proceeds for the
organization.
This information for publishers interested in exhibit- Extra shelves and other facilities are available on
ing at the Fifth International Feminist Bookfair in Amster- request, at cost price.
dam arrived just as we were going to press.
AMSTERDAM: After the announcement of the Fifth Admission to the Programme
International Feminist Book Fair we mailed last sum- Publishers who have rented a shared or collective
mer, more than 50 publishers from all over the world stand or a niche are entitled to one free passe-partout.
have confirmed their participation. We are now pleased Rental of a full stand includes two free passe-partouts.
to send registration and accommodation information. Passholders have free admission to all regular day
programmes. Evening sessions are not included.
Registration
Registrations for booth rentals should be received V International
before 1 January 1992. Registration forms are available
directly from the Fifth International Book Fair com-
mittee at the address in the box. Feminist Book Fair
Stands June 24-28, 1992 |
There are 100 stands (3 meters by 2 meters) avail-
able. Standard equipment per stand (provisional) in-
cludes 3 shelves (30x285 cm), 1 spot, a table, 3 chairs, | (N o Oten v e n rew t o a odd mres s e 2f 7fe 0ctive Nov.1 )
and a 15-letter identification sign. Individual stands
a ar t e f f 1 2, ,5 00 00 0 ( (a $p 1p 0r 8o 0x ).. $810).* Corner stands are available 1054 JB Amsterdam
There are 34 niches (2m and 1,20 or 2,30 m wide). The Netherlands
Standard equipment includes 1 table, 1 chair, one or | Te: +31 -20-638-1506 Fax: +31-20-638-0786
two sets of bookracks (depending on size) with 4
shelves, 1 spot, and a 15 letter identification sign. The Customs
larger niches (2,3 by 2m) are f1,000 ($540).* The Publishers should make their own shipping and
smaller niches (1,2-1,3 by 2m) are f300 ($162). customs arrangements. Books should arrive in Am-
Collective stands are reserved for small publish- sterdam before 18 June 1992. All costs are to be paid
ers (fewer than 10 books per year). Display-Only by the publisher. Our official. customs broker is
stands are for publishers without representatives at GELDERS AIR, Attn. Rob Braaksma, PO Box 7784,
the Fair. Place on display table £30 ($16). Price per title 1118 ZM Schiphol], the Netherlands. Fax: +32-20-653-
in collective books (for small presses, under 10 books, 4334. (Write directly to the Fair for specific informa-
only) £25 ($13.50). tion. Further details will be sent upon receipt of your
- November/December 1991
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:00:47 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
