ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-911051-86-4,Feminist Family Values,"Steinem, Gloria",Plain View Pr,,1996,,Paperback,"Mililani Trask, Gloria Steinem, Angela Davis, María Jiménez ; Presented By The Foundation For A Compassionate Society ; Edited By Susan Bright. Proceedings Of A Forum Held In Austin, Tex., On Mother's Day, 1996.",en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.48 Pounds, Width: 0.5 Inches",15.95,https://images.isbndb.com/covers/18/65/9780911051865.jpg,Success,90,19.3
0-312-86177-X,"Drum Warning (Drums of Chaos/Jo Clayton, Bk 1)","Clayton, Jo",Tor Books,382,1996,"Comics &amp; Graphic Novels, Graphic Novels",Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1.25 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/17/73/9780312861773.jpg,Success,53,19.3
0-88801-199-7,Montreal Cats,"Braun, Lois",Turnstone Pr,226,1/16/1995,,Paperback,By Lois Braun.,en,First Edition,"Height: 8.62 Inches, Length: 6.02 Inches, Weight: 0.7 Pounds, Width: 0.55 Inches",14.95,https://images.isbndb.com/covers/19/92/9780888011992.jpg,Success,57,19.3
0-7892-0281-6,Mother and Daughter Tales (Abbeville Anthology),"Evetts-Secker, Josephine",Abbeville Kids,80,9/1/1996,,Hardcover,"<p>Gathered from around the world, these ten tales celebrate the special relationship between mothers and daughters. While the stories come from a wide variety of cultures and time periods, themes such as honesty, independence, and love act as a common thread. Watercolor illustrations light up this unusual collection.</p> <h3>Publishers Weekly</h3> <p>Part of the Abbeville Anthology series, this pedestrian retelling of 10 folktales from around the world, all about mothers and daughters, is given a critical boost by Cann's luxuriant illustrations. Evetts-Secker's foreword and endnotes founder with the weight of jargon and specious pronouncements: ""The godmother is not an actual goddess, but carries similar energy, compensating for the spiritual poverty of the girl's birth mother,"" or ""[the stories] reflect what it is to be a natural and spiritual woman."" Including familiar stories from European traditions as well as less well-known Chinese, Iroquois and Turkish tales, the retellings often rely on clichs. In the space of a few sentences, for example, the author describes how nymphs ""fled in fright,"" as Demeter, whose heart is ""froze[n] with fear,"" is also ""frantic with fear."" Cann's delicate watercolors include an inviting montage of motifs from various cultures. Surrounding each tale are intricate borders that feature, variously, red Chinese dragons, pale Japanese apple blossoms or vivid Eastern European embroidery patterns. While her figures occasionally look stiff or awkward, Cann's strong and inventive designs seem to burst from each page. Ages 6-12. (Oct.)</p>",en,First Edition,"Height: 10.75 Inches, Length: 8.75 Inches, Weight: 1.35 Pounds, Width: 0.75 Inches",19.95,https://images.isbndb.com/covers/28/19/9780789202819.jpg,Success,48,19.3
0-04-440426-3,Everyday Violence: How Women and Men Experience Sexual and Physical Danger,"Stanko, Elizabeth",HarperCollins,176,1996,"Victims of crimes--Attitudes, Victims of crimes--United States--Attitudes, Victims of crimes--Great Britain--Attitudes, Violent crimes--Psychological aspects, Violent crimes--United States--Psychological aspects, Violent crimes--Great Britain--Psychological aspects, Fear of crime, Fear of crime--United States, Fear of crime--Great Britain, Violence--Psychological aspects, Violence--United States--Psychological aspects, Violence--Great Britain--Psychological aspects, Victims of crimes--Psychological aspects, HV6250.25 .S83 1990",Paperback,The Author Has Talked To Men And Women In Britain And The U.s. As They Share Their Experiences Of Personal Violence And The Precautions They Take To Protect Themselves. It Becomes Clear That Violence Is Part And Parcel Of Everyday Life For All Of Us. Elizabeth Stanko. Includes Bibliographical References (p. 161-164) And Index.,en,,"Height: 7.75 Inches, Length: 5.25 inches, Weight: 0.440924524 Pounds, Width: 0.5 inches",14,https://images.isbndb.com/covers/42/62/9780044404262.jpg,Success,128,19.3
0-88974-064-x,Cereus Blooms at Night,"Mootoo, Shani",Press Gang Pub,249,1996,Literary Collections,Paperback,,en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.5 Inches",15.95,https://images.isbndb.com/covers/06/48/9780889740648.jpg,Success,72,19.3
0-86316-245-2,Circles of Sisterhood: A Book Discussion Group Guide for Women of Color,"Neblett, Pat",Writers & Readers,214,1996,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.65 Pounds, Width: 0.75 Inches",14,https://images.isbndb.com/covers/24/59/9780863162459.jpg,Success,109,19.3
0-87286-316-6,Fast Speaking Woman: Chants and Essays (City Lights Pocket Poets Series),"Waldman, Anne",City Lights Publishers,159,1/1/2001,,Paperback,,en,"Expanded,Subsequent","Height: 6.2 Inches, Length: 4.9 Inches, Weight: 0.31085178942 Pounds, Width: 0.5 Inches",15.95,https://images.isbndb.com/covers/31/63/9780872863163.jpg,Success,110,19.3
0-674-37269-7,"Harlem's Glory: Black Women Writing, 1900-1950",,Harvard University Press,560,10/1/1996,"American Literature, African American Authors, African American Women, African Americans, Women Authors, Harlem Renaissance",Hardcover,"<p><P>In poems, stories, memoirs, and essays about color and culture, prejudice and love, and feminine trials, dozens of African-American women writers&#151;some famous, many just discovered&#151;give us a sense of a distinct inner voice and an engagement with their larger double culture. <i>Harlem's Glory</i> unfolds a rich tradition of writing by African-American women, hitherto mostly hidden, in the first half of the twentieth century. In historical context, with special emphasis on matters of race and gender, are the words of luminaries like Zora Neale Hurston and Georgia Douglas Johnson as well as rare, previously unpublished writings by figures like Angelina Weld Grimk&eacute;, Elise Johnson McDougald, and Regina Andrews, all culled from archives and arcane magazines.<P>Editors Lorraine Elena Roses and Ruth Elizabeth Randolph arrange their selections to reveal not just the little-suspected extent of black women's writing, but its prodigious existence beyond the cultural confines of New York City. <i>Harlem's Glory</i> also shows how literary creativity often coexisted with social activism in the works of African-American women.<P>This volume is full of surprises about the power and diversity of the writers and genres. The depth, the wit, and the reach of the selections are astonishing. With its wealth of discoveries and rediscoveries, and its new slant on the familiar, all elegantly presented and deftly edited, the book will compel a reassessment of writing by African-American women and its place in twentieth-century American literary and historical culture.</p><h3>Publishers Weekly</h3><p>This book is a treasure. It is an incredibly rich amalgam of prose, poetry, non-fiction and fiction that readers will adore, with unifying commentary, footnotes and illustrated biographies that scholars will respect. It includes rare things, unpublished manuscripts, the words of self-educated women and the collective memory of their men and children. The authors (who also collaborated on Harlem Renaissance and Beyond: Literary Biographies of 100 Black Women Writers, 1900-1945) opted not to evaluate the pieces for ""quality,"" but instead chose those that struck them as ""vivid and memorable,"" and as contributing to the project overall. The result is a collection of great diversity that still speaks fully to the African American experience of racial hypocrisy and unity, of solidarity between black women and white, of the intellectual lives of those who've had a book in hand but no bread on the table. Every reader will have several favorites. Zora Neale Hurston and Dorothy West are here, but so are Nat Turner's granddaughter and a woman who worked her way around the world as a domestic. Roses, director of Latin American studies at Wellesley, and Randolph, an independent scholar, have also provided a context in which the work of all black writers of the period, but especially women, can be viewed as part of a rich tradition rather than a short-lived fluke of history in a crowded corner of one northern city. (Oct.)</p>",en,First Edition,"Height: 9.75 Inches, Length: 6.75 Inches, Weight: 2 Pounds, Width: 1.5 Inches",34,https://images.isbndb.com/covers/26/96/9780674372696.jpg,Success,116,19.3
0-88801-207-1,Circuitry Of Veins,Sylvia Legris,Turnstone Press,81,1996,,Paperback,,en,,,7.95,https://images.isbndb.com/covers/20/74/9780888012074.jpg,Success,57,19.3
