PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 09-01-1996
Contributed by: Patty; Jordan Wellesley; Loretta Staub; Moira McGee; Simone Wallace; CS;
CS; Audrev J. May; Audrey; Roz Warren; Linda Peterson; Amanda Hayman; Ed Hermance;
Liz Wermcrantz; Jenn Tust; Jenn Tust; Jenn Tust; Linda Bubon; Julie Mitchell; Tee A.
Corinne; Suzanne Buffam; Richard Labonte; Nan Cinnater; Dorothy Holland; Jennifer
Einhorn; Jenn Tust; Jenn Tust; Mev Miller; Jenn Tust
Stable URL: https://www.jstor.org/stable/community.28036376
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Fall Announcements
Volume 19 Number 3
EemmmaSerincame3273 t2e:l46
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Music), our. new Ê/ sf columnist Julie
l ,n SLuitzeraantunree aen d ,i n a f tBero rydeaerrs oCfr ohsopsiinngg sa/nd
, Linda Bubon on Kids Lit. All four have
state of feminist pubhing (page 29). And, aspar f
our 20
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Еетіпіѕё ВооКѕіоге Меууѕ
“Іс Бееп уеагѕ ѕіпсе угеуе гип їһіѕ соїитп оп е
іпѕііе #гопі соуег ої ке тарахіпе, Бис чуе соціал
геѕіѕс игпіпя єћас ргіто разе-опе ѕрасе оуег
го ВаЬе. Ѕотеќітеѕ уои јиѕё воќса Чеѓег
го е ууотеп мћо сате Беђоге .. ”
— Саго! Ѕеејау, Ретіпіѕї Воокѕіоге
Мемѕ, Мау/Јипе 1995
Опе оѓ “һе тор 10 ѕрогіѕ БооКзѕ
Ғгот 1995” — 1.А.УУеекіу
“А #аѕсіпаїіпе іпуеѕсірацоп іпсо юе
туѕсегіеѕ оѓ ѕехиаіту аѕ чуе! аѕ іпсо Фе
рѕусһе оѓ а ӯгеаї ууотап аќһГеќе ууһо
пеуег Іес һег Бгеаѕіѕ рес іп е мау”
— Маигееп Соггірап, МРВ Ргеѕһ Аіг
“А таѕсегіїи! рогігаіс оғ а сотріІех отап’
— Јоап М. Сһапа!ег, Ѕрогї: Ніѕїогу Веміем
“Ѕиге со Ғап Яатеѕ ірпісеа Бу гесепі
сопігомегѕу оуег ІеѕБіапѕ апі іе РСА”
— М. 1. ГеСотрге, Сһоісе
“СауІе һаѕ ууогКед со Япа ууһа
і Іеғепі апа мас іѕ е, іп а Їїе
кһас сооК оп туќһіс ргорогсіопх”
— Ѕиѕап Ғох Корегѕ,
ГатЬда ВооК Керогі
“А ғгоипаЫгеаКіп рогігаіс”
— ҸМУеѕ ГиКомуѕКу, ВооКІіхі
Моуу АуайІаЫе іп РарегЬаскК!
ВАВЕ
8001545-4703
Тһе ЦШѓе апа Кезеп оѓ
ВаЬе Оіагікѕоп Хаһагіа$
Ѕиѕап Е. СауІе{ў
Рарег, $ 14.95 Һеєр:/Ммеууи. иіис.еди/ргоуідегѕ/иіргезѕ
УоІите 19 МитЬег З ЅерќетЬег /Оскођег 1996
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Té Yeu Had a Punily
Barkas Miian
Dharma Girl
Robber's Wine If You Had a Family A Road Trip Across the
A Jane Lawless Mystery A Novel American Generations
Ellen Hart Barbara Wilson Chelsea Cain
Cloth, $21.95 Trade Paper, $12.00 Trade Paper, $12.00
1-878067-80-X September 1-878067-82-6 October 1-878067-84-2 November
These and other Seal Press
titles are available from
Publishers Group West
Warid a n A (800 788,-3123) or your
favorite wholesaler.
: . li
Everyday Acts Season of Adventure
ARgaaiisninstg R Cachisilmd r eSnac i ni n T aak s a. n y G uciodmoorpfloeutem e cyast aYloEgN
Multiracial World edited by Jean Gould (800) 754-0271
cdited by Trade Paper, $15.95
1-878067-81-8 October
Maureen Reddy
Trade Paper, $15.95
1-878067-85-0 October
[rom Seal Press Sg
September/October 1996 2 Volume 19 Number 3
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['1-878067-80-X', '1-878067-82-6', '1-878067-84-2', '1-878067-81-8', '1-878067-85-0']"
6,"FBN
Editor & Publisher
Carol Seajay
Assistant Editor Articles
Jenn Tust Bookworms in Cyberspace . . . . ........ 25
Advertising & Production Staying On & Slashing the Debt ......... 19
Kathryn Werhane
Columnists Survival: Community Education. . . . . ..... 31
Art Books Tee Corinne Gearing Up for the Holidays: Women’s Music . .35
Canadian Books Suzanne Buffam Publisher’s Column: Financial Realities . . . ... 29
Gay Men's Lite r K a H it du u sr m ’ e o L rR i t i c R h Loa iz nr d dW a L a r Bab r ueo bnn ot ne B Bo eok Ss I S t Oo lB lera rzi sl v >ia . J aap a n o & o F B N o . e . . e . 4... 1.. 27
Music News Jennifer Einhorn News/Short Stories... ............. 11
Scien cN e e M w Fy i s cMt te ie or d nie i as J DN uo la irn eo t MhC yi in t cn H ha et o le l llr and “ MB ao ry tc inot ’st eB o Ard Le Ar s ! S” u pe p oA rtB sA I nS det et pl ee ns d ew ni tt h B oR ou kt sl te od rg ee s H • i l Bl o o& k St.
University Presses Mev Miller Theft Ring Busted • Writers Urge MacDonald to pay Ms.
Contributors © GALZ Exhibits at Zimbabwe Book Fair
Elaine Blake, Sar aP hr o o Ff ar lle oa nd ,i n Sg arah Holmes, Joint Exhibits for Feminist Book & Magazine Publishers
Kirsten Janene-Nelson, Moonyean, Small Press Week • Obituary: Karen Axness
Cathleen Moore, Dena Taylor,
Julie Va n K a tP he ll et e, n S u Wsa iln k i nW soa nller, and DAepadrtmIenntds ex..................... 135
Cover Art CLlasseiftiedt eAdrs s. .. . .. . ............... ... 5136
Cathleen Moore
Feminist Bookstore News
2358 Market Street Subscription Information ............ 132
PO Box 882554 They Went That-A-Way . . ............ 37
San Francisco CA 94188 WritingWanted . ................. 39
415-626-1556, fax: 415-626-8970
e-mail: FBN @ FemBkNews.com
The Books
Printed in USA ArtBOOks . . ................... 51
vF eE hM icI lN eI S fT o rB O tO hK e S T inO fR oE r m N alE W nS e t wis o r t kh e o fc o fm em mu inn ii sc ta t i bo on os kstores. Canadian Books ................. 53
sF tB oN re s r e ia nc h te hs e 5 0 U0 . S .f e am ndin is Ct a n a an dd a af se m win eli ls t - ai sn c fli en med in isb to o k bo- ok- GKay i Mdesn’s'LLiti t. . ..................... .. 5453
sellers in England, Europe, Australia, New Zealand,
tIn ead ci ha, e r sJ ,a p ba on o k a n rd e v K iee wn ey ra s. , L pi ub bra lir si ha en rs s, w ano dm e fn e' ms inst iu std i e bs iblio- Mysteries ..................... 59
p fL ih e rti sl t te e s r s F ,c r o i dm ar ap ytir c i ls oee fs , t th a hne e d r m e nm oe nwa ti sn h d i e t pr e r m e o csf e d s it h nh o ge u l pds u u bb b ls e ic c r ari tb e ioe c nr eis .v . e Sd i g nt eh de M Nu es wic M N ee dw is a . .. . . .. . . .. . . .. ... .. .. ... .. .. ... .. . . 6 7 63
articles and letters are the responsibility of the authors.
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is Our Own Presses . . . . . ............ 13
published bi-monthly in January, March, May, July, Publishers Row. . . . . ............ 121
September, and November by FEMINIST BOOKSTORE
NEWS at 2358 Market Street, San Francisco, CA 94114. Science Fiction/Fantasy ............. 47
PMerAiodSicTalEs R P:o s tPaglee apsaied aste nSadn Faradndcirsceo,s s C A c. hPOaSnTg-es to FEMINIST Small Presses... . . .............. 95
BOOKSTORE NEWS, PO Box 882554, San Francisco,
CA 94188-2554. University Presses ............... 111
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"Еетіпіѕі ВооКѕіоге М№еу$
А ТІмЕ то $лАу Соор-ВуЕк:
Моумс ВЕҮОО І0$$
Ме сМие гр есѕ оу ипс і5һ о һњ егегаріѕї
јоигпеу Њгоигћ
Ње ргосеѕз оЁ
тоигпіпр һег
һиѕЬапдз деакҺ.
0-918949.74-2, рарег, $14.00
–_Ейе Ьу Залга Наһістап Магу Еши, Моом: ВЕғІЕСТІОМ$
ОМ Товмімс ЕІғтү Ьу Ѕиѕап Саго!
Наиѕег
ҮМҺаѓ №еуу аѓ А Беашіки!
ЁШ-соІог БооК
Геаішгіпр Њігіееп
раіпіїпез апа
Раріег-Масһе еѕѕауѕ Іеадіпр ир
ќо а уотап 5
Бек Ыгіһаау.
Ском Ого Агохс ултн Ме — Тне Веѕт 18 Үєт то Ве
Едієед Ьу Ѕапдга НаІдетап Магі 0-918949-93-9, со, $14.95
Іп Ње епгісһіпе ігабіНоп оЁ Ње тіШоп-сору БеѕіѕеПег, дел / Ат ап 0-918949-99-8, віх Боокз х/соипіег ФіѕрІау, $89.70
о о0 п І1 а,9 , рЙ уо ео е т і га еуп х, р а 1 а п п дЅ а і пЬ ра р ;Й һ о і ѓ оІ о Й р іг г па а сг р і һ ц Р ѕ д еи г ѕ р һ ті а ев г пе е , ѕ а ѕ1 р з о мі д ео п іш Їа і п з аік ѕ а еп х уд рі гп е огр ті ее ппа .сп е!ћ ѕ о [ оо р ву г о уоЁ іпѕ ећогі Їс- І ЅЛ омК вЕ в і СА Н ТЅ О РМ оМ ЕмЕ МВ $ Р Е АА МС ОН : Ого
0-918949-87-4, со, $20.00 0-918949-86-6, рарег, $12.00 Ѕортневм ВЕСІРЕ$
0-918949-96-3, агре ргіпі, $17.00 Е4ікед Ьу
ТНВЕАО$ ОЕ ЕХРЕВІЕМСЕ ВІапсһе
ЕЕ даЬ ікг еі дс- а Ьп4 у- Т Ѕһ аг пе аа гд а І Нта ар І4ез е т аЬ пу М О ае гі ійге $сһегег аЕ пІа дп д Је аг пѕ і с Е еагІеу
Ѕапдга Магі Ьгіпрз Ғюреһег а ѕеіесііоп оғ ипЁогдеаЫе роетѕ апа ТоулпІеу Мооге
еѕѕауѕ Њаї регЁес!іу сотрІетепі іпіегпацопайу ассіаітед КБег агііі Роетѕ апд
0О -9е 18ід 94г 9е -9 2 -$ 0с , һ се Їог ке һ,г ’ $1 9и .9І 5І-соІог ЁаЫгіс-апЗ-Њгеад ітарез. уЅо һи ш бе Шгп -с ог Іе ос гіреѕ
ЌаЬгіс-апд-
р ® Ғ аО пК д В с аЅ ІН епІ аР гМ ѕ Е гМ отТ ІУ пВІТ оН окІМ а ё2 4 1 - Н 80О 0О -2В 4З 3: - 0О 1г 3д 8е .г Бооке Ьу іпіегпаНопаЙу ассіаіте г е аа гд ії ѕ іітарегу
Огдег еіЁ йетз гот Раріег-Масһе аё 1-800-927-5915. Оеіаге Ўсһегег.
ВІопокдКѕг ааутаН,а Ы еК гоот е Впак,ег && Т а уІРог,а сВоіоћкресор ! е,Рірете. вноз 0-918949-89-0, сок, $14.95
0-918949-98-Х, ѕіх Бооз х/сошмег Оіѕріау, $89.70
ЅерќетЬег /ОсќоЬег 1996 4 Уоите 19 МитрЬег 3
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-918949-93-9', '0-918949-99-8', '0-918949-87-4', '00 0-918949-8', '0-918949-96-3', '0-918949-89-0']"
8,"Feminist Bookstore News
Brigit Books in Dexter, Michigan told us he was “afraid that my girls
3434 4th Street N. #5 on the line will be offended by an obscene cover.” Bad
St. Petersburg FL 33704 books still ruining good girls in Dexter? When, how-
From the Unbelievable Department: ever, we asked Thomson if he had shown the cover art
A publicist promoting Judy Chicago's Holocaust to “his girls” in production, the answer was “no.”
Art Project (which will be in St. Petersburg in October) After Thomson-Shore broke the $20,000 Lesbian
just called to ask me what feminist and gay news- Polyfidelity contract, Lesbian Polyfidelity was accepted
papers she could publicize it in. by Braun-Brumfield Printers in Ann Arbor — until
I (already having heard that Judy would appear president Arnie Ziroli saw the cover art. It seems
at Barnes & Noble in Tampa) asked if she could sign Ziroli was already reeling because Braun-Brumfield
books here. “No — only at the museum,” she replied. had, the same day, received another “obscene” book
And how about in Tampa? “She’s signing at B&N.” cover starring “a cartoon mouse with an erect penis.”
I gave her my Support-Your-Feminist-Bookstore- According to the marketing department, B-B employ-
She-Supports-You talk and suggested that Judy sign ees thought the hot mouse and libidinous lesbians
at Inkwood, a woman-owned independent in Tampa. were a hilarious day's work. But Ziroli caboshed our
The publicist said the “issue” was being discussed. I contract, thereby making it impossible for us to take
suggested that, if B&N was getting the reading B&N Lesbian Polyfidelity to the lucrative American Booksell-
should help her with promotion. She said they were ers Convention this summer.
being “icky” aboutit all. Imagine that!
I did give her the local papers’ numbers and she
did understand what I was talking about — but I
imagine Judy will still go to B&N.
Patty
LESBIAN POLYFIDELITY
555 29th Street, San Francisco, CA 94131
Booklegger Publishing
Box 460654 We also encountered lesbo-phobic discrimina-
San Francisco CA 94146 tion from a mailing label printer. When Celeste was
Dear FBN, writing the book and doing a 500-woman survey she
The swirl of lesbians cavorting on the cover of had address labels made by Colorful Images in Colo-
Celeste West's Lesbian Polyfidelity: How To Keep Non- rado, which read “Lesbian Polyfidelity,” under the
monogamy Safe, Sane, Honest, and Laughing, You Rogue! image of four kittens. She used this batch, then
has been deemed “obscene” before the book is even reordered, but CEO Frank Marcus of no-longer-so-
published. Two Midwest book printers broke con- Colorful Images happened to see the order and
tracts with us as soon as they saw the rollicking cover declared it to be “pornographic.” We asked him if we
by award-winning Chicago artist Nicole Ferentz. ran “Jewish Polyfidelity” or “Polynesian Polyfidelity”
Ned Thomson, owner of Thomson-Shore Printing would he feel as bigoted? He replied that he did not
September /October 1996
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
know what polyfidelity is! These guys are really con- (relatively new) publisher about the importance of support-
fused and fearful of women who reject sexual ing lesbian and feminist bookstores and LN published the
peonage. They'll turn down thousands of lesbian following letter signed by Southern California feminist
dollars to try to invalidate and marginalize us. booksellers. A Different Drummer’s ad about sums it up.
We're urging gay friendly writers, authors and
publishers to call and boycott heterosexist printers
such as Braun-Brumfield, Box 1203, Ann Arbor MI
48106, 313-662-3291; Colorful Images, 1401 South
Sunset Street, Longmont CO 80501, 800-458-7999; and Dear Editors,
Thomson-Shore, 7300 Joy Road, Dexter MI 48130, We, the owners and operators of women’s and
313-426-3939. Thomson-Shore also has a very folksy lesbian/gay community bookstores in Southern Cali-
net presence at {http://www.tshore.com}. fornia, are writing in regards to the full page Barnes &
The ladies of Lesbian Polyfidelity are now rolling Noble Bookstore advertisement in the June 1996
joyfully through the presses of McNaughton & Gunn, Box edition of The Lesbian News. We'd like to begin a
10, Saline MI 48176, 313-429-5411, with scarcely a blush. dialogue with you regarding the issue of mutual com-
Jordan Wellesley munity support in the women’s and lesbian/gay
communities. We are not insensitive to your financial
concerns regarding the publication of your magazine.
The June/Gay Pride issue of LN/Lesbian News, We, too, in the running of our bookstores, are forced to
L.A.'s 21-year-old lesbian news magazine, carried a full page keep a mindful eye on the bottom line. However, we
Barnes & Noble “Gay Pride Month” ad featuring nine make a point of not allowing profitability to be the only
mainstream published “gay-and-lesbian” books (including or most important consideration when making busi-
four or five books that actually include lesbians — but hey, ness decisions. We feel that it is our duty to consider
who's counting? What difference does that make?). Feminist also the impact of each decision on the community we
booksellers up and down the coast and across the country work to serve and support — the women’s and
were affronted. Local feminist booksellers talked to LN’s lesbian/gay community. When making business deci-
sions we ask ourselves not only “Will this be profitable
COULD YOU IMAGINE GOING INTO A to our business?” but also “Will this be beneficial or
BIC CHAIN BOOKSTORE L ASKING... detrimental (in the short term and the long term) to our
community?” and “Does this decision support the com-
Could you munity?” And so, we would like to ask you, “Does the
recommend a good LN operate similarly? Does the staff of the LN consider
lesbian novel? the needs of the women’s and lesbian/gay community
to be equally important to the bottom line?” The fol-
lowing reasons are why we ask you to reconsider your
decision to accept advertisements from chain booksell-
ers such as Barnes & Noble.
Chain booksellers such as Barnes & Noble are
owned and operated by corporate conglomerates.
Their sole concern is the bottom line. They do not now
nor will they ever have any overlying concern or com-
mitment to our community. They carry certain
WHY NOT GO TO SOMEONE WHO KNOWS!? gay/lesbian books now because they currently consider
Different Drummer Beeks it profitable to do so. They do not carry backlist,
ORTNGI COUNTY'S ATERN ATIVE BOOKSTORE n reo cn o- rb de s t os re l le anrs y, on te hw e r a u let sh bo ir as n / w gait yh b n oo o k sp r wov he in c h s e tl hli en yg do
1294-C S. Coast Hwy Laguna Beach not think will provide them with sufficient profit or
(714) 497-6699 Hours: M-F 10-7 S-S 11-5 which they feel may be considered too non-mainstream,
September/October 1996
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"Feminist Bookstore News
controversial, or offensive to their other customers. Ever writers and ideas. Ask yourself, what is to be the
notice how they often carry little or no lesbian/gay power of the lesbian/gay pen without a publisher to
fiction? You'll notice that all of the titles promoted in the print the work and a bookstore to distribute it? Who
Barnes & Noble ad in the June LN are gay/lesbian will fight for the future of our culture if not us?
non-fiction. “Why?” you ask? Perhaps the corporate At the risk of sounding self-important, we believe
executives who purchase the books for branches thou- that while it is important to support all lesbian/gay
sands of miles away feel it’s a bit too “controversial” to businesses, it is critical to support lesbian/gay book-
be carrying lesbian/gay fiction or (gasp) lesbian/gay stores. Here's why: books are not just another
erotica in their stores? To sum it up, the chains have no commodity; they are not clothes, drinks, or food —
interest in nurturing works by women’s and lesbian/ they represent the sum of our ideas, our history and
gay authors, no interest in supporting diversity within our future. They represent the sum of who we are,
lesbian /gay literature, no interest at all in the women’s what and where we've been and where we dream of
and lesbian /gay communities beyond our wallets. And someday being. We cannot allow ourselves to be
we can be quite sure that the moment lesbian/gay chic defined by a straight corporate world to supply us
ends and/or the corporate executives decide that their with adequate bars, restaurants, inns, magazines, etc.
“Gay & Lesbian Studies” section is no longer profitable (and of course, we know from painful experience that
enough, that particular book section will vanish quicker we can't, which is why we fave gay bars, gay restau-
than you can say “Where do we go now that the rants, gay inns, gay magazines, etc.), then why in God’s
women’s and lesbian/gay bookstores have closed?” name would we as a community trust them with some-
And they are closing. From the experience of the thing as crucially important as our literature?
last few years, this is what happens. A chain moves And so we repeat, please reconsider your deci-
into an area well established by an independent book- sion to accept advertisements from chain bookstores.
store and actively courts the customer base of the Remember, it isn’t just the existence of women’s and
independent with a combination of methods includ- lesbian/gay bookstores we're talking about (as if that
ing carrying a large specialized book section (for a weren't enough) it’s the future of women’s and
while), heavy discounting (made possible by illegal lesbian /gay literature itself.
publisher discounts to chains), and publisher spon- Your feedback would be appreciated. Thanks,
sored advertising. Once they’ve closed the local Loretta Staub, Owner
independent, the chain, now without the competition, Moira McGee, Manager
typically cuts back the specialized book section (keep- Different Drummer Books
ing only the bestsellers) and the customers now have Simone Wallace, Owner
nowhere else to go but another chain who does the Sisterhood Bookstore
same thing. And it isn’t just access to a wide variety of
women’s and lesbian/gay books that is killed — it’s
the books themselves. Without women’s and lesbian/gay
bookstores to carry the backlist, nonbestseller, new authors,
and “non-mainstream,” or so-called “controversial” titles, Carroll Leslie, of Volumes of Pleasure in Los
the publishers who print those books will either go out of Osos, California, called the ad, “An act of betrayal and
business themselves or cease to print those books. The chain insult.” “Lenin,” her letter continued, “once said ‘the
bookstores will then be deciding what gets printed American businessman is so greedy that he'll sell the
and what doesn't — it’s already happening. Is this the rope to hang himself.’ We had hoped that women
kind of self economic censorship we want to support would not be so shortsighted!...What a lack of con-
in the community? Is this what we support happening sciousness this shows!”
to the future of women’s and lesbian/gay literature?
We must recognize that the chains now pose a serious Tana Meldrum, from Once Upon a Time (OUT) in
threat not just to our bookstores, but to our publishing Bloomington, Illinois suggests that maybe we could go
houses — to the whole ecosystem of lesbian/gay lit- in collectively on an ad that reads: “Been going to stores
erature, the whole arena and future of lesbian/gay See Letters, page 46.
September /October 1996
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 00:48:46 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
