ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,21.2
0-553-37961-5,Into the Forest,Jean Hegland,Dial Press,241.0,1998,,Paperback,"<p>in The Tradition Of Margaret Atwood's <i>the Handmaid's Tale</i> And Doris Lessing's <i>the Golden Notebook</i>, Jean Hegland's Fiction Debut Is A Tale Of Two Young Women Coping In The Aftermath Of The Apocalypse. As Anarchy And Disease Ravage The Country, Eva And Nell, Orphaned Sisters Living In The Remote Redwood Forests Of Northern California, Must Learn To Survive In An Age Of Fear, Superstition, And Hunger, And To Lay The Foundations For The Rebirth Of Civilization.</p><h3>publishers Weekly</h3><p>hegland's Powerfully Imagined First Novel Will Make Readers Thankful For Telephones And Cd Players While It Underscores The Vulnerability Of Lives Dependent On Technology. The Tale Is Set In The Near Future: Electricity Has Failed, Mail Delivery Has Stopped And Looting And Violence Have Destroyed Civil Order. In Northern California, 32 Miles From The Closest Town, Two Orphaned Teenage Sisters Ration A Dwindling Supply Of Tea Bags And Infested Cornmeal. They Remember Their Mother's Warnings About The Nearby Forest, But As The Crisis Deepens, Bears And Wild Pigs Start To Seem Less Dangerous Than Humans. From The First Page, The Sense Of Crisis And The Lucid, Honest Voice Of The 17-year-old Narrator Pull The Reader In, And The Fight For Survival Adds An Urgent Edge To Her Coming-of-age Story. Flashbacks Smartly Create A Portrait Of The Lost Family: An Iconoclastic Father, Artistic Mother And Two Independent Daughters. The Plot Draws Readers Along At The Same Time That The Details And Vivid Writing Encourage Rereading. Eating A Hot Dog Starts With The Pillowy Give Of The Bun, And The Winter Rains Are Great Silver Needles Stitching The Dull Sky To The Sodden Earth. If Sometimes The Lyricism Goes A Little Too Far, This Is Still A Truly Admirable Addition To A Genre Defined By The Very High Standards Of George Orwell's <i>1984<i> And Russell Hoban's <i>ridley Walker</i>. (july)</p>",en,Reprint,"Height: 8.25 Inches, Length: 5.2 Inches, Weight: 0.43 Pounds, Width: 0.55 Inches",17.0,https://images.isbndb.com/covers/96/17/9780553379617.jpg,Success,134.0,21.2
1-57601-036-8,I Shall Wear Purple,,Papier Mache Pr,64.0,1998,,Hardcover,,en,Gift,"Height: 5 Inches, Length: 3.75 Inches, Weight: 0.18077905484 Pounds, Width: 0.75 Inches",6.95,https://images.isbndb.com/covers/03/65/9781576010365.jpg,Success,49.0,21.2
1-57601-036-8,I Shall Wear Purple,,Papier Mache Pr,64.0,1998,,Hardcover,,en,Gift,"Height: 5 Inches, Length: 3.75 Inches, Weight: 0.18077905484 Pounds, Width: 0.75 Inches",6.95,https://images.isbndb.com/covers/03/65/9781576010365.jpg,Success,112.0,21.2
1-56656-265-1,Forced to Grow,"Magona, Sindiwe",Interlink,232.0,1998-11,"Magona, Sindiwe , Biography, Women authors, South African, Women authors, South African--20th century--Biography, Women teachers, Women teachers--South Africa--Biography, Single-parent families, Single-parent families--South Africa, PR9369.3.M335 Z466 1998, PR9369.3.M335 Z466 1997, 823 B",Paperback,Sindiwe Magona.,en,First American Edition,"Height: 7.99 Inches, Length: 5.23 Inches, Weight: 0.62 Pounds, Width: 0.72 Inches",12.43,https://images.isbndb.com/covers/26/52/9781566562652.jpg,Success,120.0,21.2
0-7649-0478-7,Cal 99 Women Who Dare Calendar,Library of Congress,Pomegranate,,1998,,Calendar,,en,,"Height: 12.75 Inches, Length: 13.25 Inches, Weight: 0.65 Pounds, Width: 0.25 Inches",12.95,https://images.isbndb.com/covers/47/83/9780764904783.jpg,Success,66.0,21.2
0-385-49180-8,Crooked Little Heart: A Novel,"Lamott, Anne",Anchor,326.0,1998-05-18,,Paperback,"<p>With the same winning combination of humor and honesty that marked her recent nonfiction bestsellers, Operating Instructions and Bird by Bird, Anne Lamott's new novel gives us an exuberant, richly absorbing portrait of a family for whom the joys and sorrows of everyday life are magnified under the glare of the unexpected.<p>Rosie Ferguson, in the first bloom of young womanhood, is obsessed with tournament tennis. Her mother is a recovering alcoholic still grieving the death of her first husband; her stepfather, a struggling writer, is wrestling with his own demons. And now Rosie finds that her athletic gifts, once a source of triumph and escape, place her in peril, as a shadowy man who stalks her from the bleachers seems to be developing an obsession of his own...</p><h3>Publishers Weekly</h3><p>Before she won deserved acclaim for her two recent nonfiction books, Operating Instructions and Bird by Bird, Lamott wrote Rosie, an enchanting novel whose eponymous protagonist is a nine-year-old girl whose father dies suddenly and whose mother becomes an alcoholic. In revisiting the characters and idyllic Northern California setting of that book, Lamott again demonstrates her irrepressible, edgy humor and a new, deeper understanding of psychological nuance. Rosie Ferguson is now 13 and a rising star in the teenage tennis circuit, playing doubles with her best friend, Simone. Her mother, Elizabeth, who loves Rosie fiercely but who often can't cope, has married writer James. and a warm extended family of friends-Rae and Lank and the elderly Adderlys-cherish Rosie. But wrapped up in their own problems, the adults in her life unwittingly fail Rosie at a critical time in her adolescence. Remote and neurotic Elizabeth, takes to her bed in depression; Jack is absorbed in his new book; Charles Adderly is dying. Skinny, undeveloped Rosie has the familiar self-conscious adolescent insecurities and yearnings to be part of the in-crowd. Her tensions mount when Simone is seduced and becomes pregnant, with Rosie her sole confidante. Suddenly, the only constant person in Rosie's life is Luther, a menacing drifter who follows her from tournament to tournament. Thus, he is the only one who knows Rosie's most dreadful secret: that she has become a compulsive cheater on the tennis court. With a sureness of narrative control and a maturity of vision, Lamott underplays the drama here by maintaining a leisurely pace with numerous scenes of domestic minutiae. But her restraint pays off in credibility: she writes with integrity and tenderness of the failure of parental love to protect children, and of the resilience that helps children step over the threshold to maturity.Simultaneous audio; author tour. (Apr.)</p>",en,Reprint,"Height: 7.93 Inches, Length: 5.16 Inches, Weight: 0.62390820146 Pounds, Width: 0.73 Inches",11.12,https://images.isbndb.com/covers/18/08/9780385491808.jpg,Success,134.0,21.2
0-679-78103-X,Southern Selves: From Mark Twain and Eudora Welty to Maya Angelou and Kaye Gibbons A Collection of Autobiographical Writing,"Watkins, James",Vintage,377.0,1998-07-28,"U.S. Authors - General & Miscellaneous - Literary Biography, U.S. Authors - 20th Century - Literary Biography",Paperback,"<p>&nbsp; The memoirist seek to capture not just a self but an entire world, and in this marvelous anthology thirty-one of the South's finest writers-writers like Kaye Gibbons and Reynolds Price, Eudora Welty and Harry Crews, Richard Wright and Dorothy Allison-make their intensely personal contributions to a vibrant collective picture of southern life.</p><p>In the hands of these superb artists, the South's rich tradition of storytelling is brilliantly revealed. Whether slave or master, intellectual or redneck, each voice in this moving and unforgettable collection is proof that southern literature richly deserves its reputation for irreverent humor, exquisite language, a feeling for place, and an undying, often heartbreaking sense of the past.</p>",en,First Edition,"Height: 0.99606299111 Inches, Length: 7.9921259761 Inches, Weight: 0.0220462262 Pounds, Width: 4.9999999949 Inches",0.0,https://images.isbndb.com/covers/10/35/9780679781035.jpg,Success,142.0,21.2
0-9659873-0-2,Birthing from Within: An Extra-Ordinary Guide to Childbirth Preparation,"England, Pam, Horowitz, Rob",Partera Press,331.0,1998-07-01,,Paperback,"<p><P>Here is a holistic approach to childbirth that examines this profound rite-of-passage not as a medical event but as an act of self-discovery. Exercises and activities such as journal writing, meditation, and painting will help mothers analyze their thoughts and face their fears during pregnancy. For use during birth, the book offers proven techniques for coping with labor pain without drugs, a discussion of the doctor or midwife&#8217;s role, and a look at the father&#8217;s responsibilities. Childbirth education should also include what to expect after the baby is born. Here are baby basics, such as how to bathe a newborn, how to get the little one to sleep, and tips for getting nursing off to a good start. Pregnancy, birth, and postpartum is a process of continuous learning and adjustment; <i>Birthing From Within</i> provides the necessary support and education to make each phase of birthing a rewarding experience.</p> <h3>Library Journal</h3> <p>England, a registered nurse and certified nurse midwife, developed the ""birthing from within"" approach in a series of birthing classes to help mothers reclaim and celebrate the spiritual, emotional, and psychological aspects of birth as a rite of passage. Her book is a collection of methods that have been used for class participants. England is quick to point out that this ""is not a script or a rigid method,"" and she encourages parents and professionals to use those portions that are helpful. There are numerous exercises and activities to help parents, especially mothers, be in contact with their bodies and feelings. The author recommends throughout that the mother and her healthcare professional work together, giving numerous suggestions for making this a successful partnership. England has done a fair amount of research and does include numerous references; at the same time, she makes it a very personal book. It will appeal especially to patrons interested in alternative birthing methods. For large consumer health/patient education collections. [For another title recommending a more spiritual approach to childbirth, see Ronald L. Cole's The Gentle Greeting, LJ 6/1/98.--Ed.]--Mary J. Jarvis, Methodist Hosp. Medical Lib., Lubbock, TX</p>",en,First Edition,"Height: 10 Inches, Length: 7 Inches, Weight: 1.5652820602 Pounds, Width: 0.6 Inches",19.95,https://images.isbndb.com/covers/73/01/9780965987301.jpg,Success,124.0,21.2
0-9660258-8-1,I Was Seven in '75,"Forney, Ellen",Fantagraphics,64.0,2001-08-01,,Paperback,,en,,"Height: 5.5 Inches, Length: 5.5 Inches, Weight: 0.25 Pounds, Width: 0.3 Inches",8.74,https://images.isbndb.com/covers/58/80/9780966025880.jpg,Success,107.0,21.2
