ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-8118-1447-5,Spirits of the Ordinary: A Tale of Casas Grandes,"Alcal, Kathleen",Chronicle Books,204,1/1/1997,"Families--History, Families--Mexican-American Border Region--History--Fiction, Mexican Americans--History, Mexican Americans--Texas--History--Fiction, Mexican American families, Mexican American families--Texas--Fiction, Mexican American families--Fiction, Mexican Americans--Fiction, Domestic fiction, History, Fiction, PS3551.L287 S65 1997, 813/.54",Hardcover,"A Novel Of 1870s Mexico, Featuring A Mixed-faith Family. It Is Headed By Zacarias Carabajal, A Jewish Gold Prospector Who Converts To Catholicism To Marry A Rich Woman, While His Parents Continue Practicing Their Faith In Secret. He Is Accused Of Stirring Indians To Revolt And While The Army Is Hunting For Him, His Wife Has An Affair With An Army Officer. A First Novel. Kathleen Alcalá.",en,Stated First Edition,"Height: 8.3 Inches, Length: 5.8 Inches, Weight: 0.91712300992 Pounds, Width: 1 Inches",22.95,https://images.isbndb.com/covers/44/78/9780811814478.jpg,Success,102,20.1
0-399-14270-3,Freedom's Choice,"McCaffrey, Anne",Putnam,249,6/2/1997,"Space colonies, Space colonies--Fiction, Slave labor, Slave labor--Fiction, PS3563.A255 F73 1997, 813/.54",Hardcover,Anne Mccaffrey. An Ace/putnam Book. Sequel To: Freedom's Landing.,en,First Edition,"Height: 6.4 Inches, Length: 9.26 Inches, Weight: 1.2 Pounds, Width: 1.05 Inches",0,https://images.isbndb.com/covers/27/03/9780399142703.jpg,Success,79,20.1
0-399-14270-3,Freedom's Choice,"McCaffrey, Anne",Putnam,249,6/2/1997,"Space colonies, Space colonies--Fiction, Slave labor, Slave labor--Fiction, PS3563.A255 F73 1997, 813/.54",Hardcover,Anne Mccaffrey. An Ace/putnam Book. Sequel To: Freedom's Landing.,en,First Edition,"Height: 6.4 Inches, Length: 9.26 Inches, Weight: 1.2 Pounds, Width: 1.05 Inches",0,https://images.isbndb.com/covers/27/03/9780399142703.jpg,Success,128,20.1
0-8070-6508-0,Through the Kitchen Window: Women Writers Celebrate Food and Cooking,,Beacon Pr,315,1997,,Hardcover,"With recipes from many, and contributions by Dorothy Allison, Maya Angelou, Letty Cottin Pogrebin, and Marge Piercy, among others, <i>Through the Kitchen Window</i> offers a fresh and delicious look at food and cooking as more than the makings of a meal. For the writers in this provocative collection, food is a cultural declaration, an expression of hidden hungers, a symbol of our intimate connections to one another. Including memories of Latina, Geechee, Chinese, and Indian kitchens, <i>Through the Kitchen Window</i> reveals everything from the painful struggle to overcome an eating disorder to the tantalizing delights of cornbread and barbecue eaten from a lover's hands, and challenges assumptions about women, food, and the true satisfaction of cooking.",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 1 Pounds, Width: 1 Inches",25,https://images.isbndb.com/covers/50/82/9780807065082.jpg,Success,122,20.1
0-9627123-5-3,Albert: Or the Book of Man,"Brass, Perry",Belhue Pr,210,12/31/1994,"Gay & Lesbian Fiction, Social Science Fiction",Paperback,"Albert is the story of two worlds - our own, in the midst of political and cultural turmoil - and Ki, a tiny pristine planet, besieged by tribal war and the threat of overpopulation, where gay men mate for life and possess the Egg of the Eye, a third testicle that allows them to listen to the thoughts of others, to reproduce, and to transcend space and time. Using his Egg, Albert, the endangered son of a Same-Sex male couple from Ki, will be reborn on Earth. The year is 2025, after the fundamentalist White Christian Party has taken over a divided America. Traveling through a nation split among fundamentalist strongholds and gay reserves, Albert will find the Earth mate who will claim his heart - and allow him to return to Ki and reclaim leadership of the planet. Mesmerizing, erotic, and truthful, Albert is the story of two men - and two worlds - finally merging in these amazing chronicles of The Book Of Man. There, as the gay Everyman at the crossroads of life, death, and identity, Albert will tell his own story and define the ultimate tribe from which he comes.",en,Belhue Press 1st ed,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",3,https://images.isbndb.com/covers/23/57/9780962712357.jpg,Success,88,20.1
0-399-14234-7,Stone Angel (Kathleen Mallory Novels),"O'Connell, Carol",Putnam Adult,341,7/14/1997,"Mallory, Kathleen (Fictitious character), Mallory, Kathleen (Fictitious character)--Fiction, Policewomen, Policewomen--New York (State)--New York--Fiction, Cities and towns, Cities and towns--Louisiana--Fiction, Murder, Murder--Louisiana--Fiction, Police--Fiction, Police--New York (State)--New York--Fiction, Policewomen--Fiction, Fiction, PS3565.C497 S76 1997, 813/.54",Hardcover,"When Mallory Was Six, Her Mother Was Stoned To Death By A Mob. A Waif, Mallory Was Adopted By A New York Policeman And Became A Policewoman Herself. Now She Returns To Her Hometown In Louisiana To Find Out What Really Happened. To Her Surprise, She Is Arrested And Lands In Jail. Carol O'connell.",en,First Edition,"Height: 9.32 Inches, Length: 6.2 Inches, Weight: 1.3007273458 Pounds, Width: 1.16 Inches",0,https://images.isbndb.com/covers/23/45/9780399142345.jpg,Success,74,20.1
0-8078-4654-6,Toward an Intellectual History of Women: Essays By Linda K. Kerber (Gender and American Culture),"Kerber, Linda K.",The University of North Carolina Press,352,5/26/1997,"Women, Intellectual Life, Political Activity, History, Feminism",Paperback,"The Essays In This Volume Address The Role Of Women In Early American History And, More Broadly, In Intellectual And Cultural History And Explore The Rhetoric Of Historiography. Prefaced With An Eloquent And Personal Introduction, These Writings Illustrate The Evolution Of A Vital Field Of Inquiry And Trace The Intellectual Development Of One Of Its Leading Scholars. Daughters Of Columbia: Educating Women For The Republic, 1787-1805 (1973) -- The Republican Mother: Women And The Enlightenment -- An American Perspective (1976) -- History Can Do It No Justice: Women And The Reinterpretation Of The American Revolution (1989) -- I Have Don ... Much To Carrey On The Warr: Women And The Shaping Of Republican Ideology After The American Revolution (1990) -- The Republican Ideology Of The Revolutionary Generation (1985) -- Separate Spheres, Female Worlds, Woman's Place: The Rhetoric Of Women's History (1988) -- Can A Woman Be An Individual?: The Discourse Of Self-reliance (1991) -- Why Should Girls Be Learn'd And Wise?: The Unfinished Work Of Alice Mary Baldwin (1993) -- The Paradox Of Women's Citizenship In The Early Republic: The Case Of Martin Vs. Massachusetts, 1805 (1992) -- Women And Men: Boredom, Violence And Political Power (1993). By Linda K. Kerber. Includes Bibliographical References And Index.",en,New edition,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 0.36596735492 Pounds, Width: 0.79 Inches",37.5,https://images.isbndb.com/covers/65/44/9780807846544.jpg,Success,113,20.1
0-8078-4654-6,Toward an Intellectual History of Women: Essays By Linda K. Kerber (Gender and American Culture),"Kerber, Linda K.",The University of North Carolina Press,352,5/26/1997,"Women, Intellectual Life, Political Activity, History, Feminism",Paperback,"The Essays In This Volume Address The Role Of Women In Early American History And, More Broadly, In Intellectual And Cultural History And Explore The Rhetoric Of Historiography. Prefaced With An Eloquent And Personal Introduction, These Writings Illustrate The Evolution Of A Vital Field Of Inquiry And Trace The Intellectual Development Of One Of Its Leading Scholars. Daughters Of Columbia: Educating Women For The Republic, 1787-1805 (1973) -- The Republican Mother: Women And The Enlightenment -- An American Perspective (1976) -- History Can Do It No Justice: Women And The Reinterpretation Of The American Revolution (1989) -- I Have Don ... Much To Carrey On The Warr: Women And The Shaping Of Republican Ideology After The American Revolution (1990) -- The Republican Ideology Of The Revolutionary Generation (1985) -- Separate Spheres, Female Worlds, Woman's Place: The Rhetoric Of Women's History (1988) -- Can A Woman Be An Individual?: The Discourse Of Self-reliance (1991) -- Why Should Girls Be Learn'd And Wise?: The Unfinished Work Of Alice Mary Baldwin (1993) -- The Paradox Of Women's Citizenship In The Early Republic: The Case Of Martin Vs. Massachusetts, 1805 (1992) -- Women And Men: Boredom, Violence And Political Power (1993). By Linda K. Kerber. Includes Bibliographical References And Index.",en,New edition,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 0.36596735492 Pounds, Width: 0.79 Inches",37.5,https://images.isbndb.com/covers/65/44/9780807846544.jpg,Success,121,20.1
0-500-20293-1,"Women, Art, and Society (World of Art)","Chadwick, Whitney",Thames & Hudson,448,1997-02,"Women artists--Biography--History and criticism, Feminism and art, Women in art, Art and society, N8354 .C48 1997",Paperback,"Auth: San Francisco State University, Revised & Updated. Art History And The Woman Artist -- The Middle Ages -- The Renaissance Ideal -- The Other Renaissance -- Domestic Genres And Women Painters In Northern Europe -- Amateurs And Academics: A New Ideology Of Femininity In France And England -- Sex, Class, And Power In Victorian England -- Toward Utopia: Moral Reform And American Art In The Nineteenth Century -- Separate By Unequal: Woman's Sphere And The New Art -- Modernism, Abstraction, And The New Woman, 1910-25 -- Modernist Representation: The Female Body -- Gender, Race, And Modernism After The Second World War -- Feminist Art In North America And Great Britain -- New Directions: A Partial Overview. Whitney Chadwick. Originally Published, 1990. Includes Bibliographical References (p. 423-440) And Index.",en,2nd Rev,"Height: 0 Inches, Length: 0 Inches, Weight: 1.90038469844 Pounds, Width: 0 Inches",16.95,https://images.isbndb.com/covers/29/37/9780500202937.jpg,Success,72,20.1
0-907040-12-8,Milkman's on His Way,"Rees, David",Bookpeople,120,1982,"Homosexuality, Homosexuality--Juvenile fiction, Fiction in English, 1945- - Texts, PR6068.E/, 823/.914",Paperback,David Rees.,en,First Edition,"Height: 8 Inches, Length: 5 Inches, Width: 0.5 Inches",10.95,https://images.isbndb.com/covers/01/25/9780907040125.jpg,Success,88,20.1
