ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
1-57344-054-X,Best Lesbian Erotica 1996,Tristan Taormino,Cleis Pr,200,1996,"Short Story Anthologies, Gay & Lesbian Fiction, Erotica",Paperback,,en,,"Height: 9 Inches, Length: 0.75 Inches, Weight: 0.6 Pounds, Width: 6 Inches",1.99,https://images.isbndb.com/covers/05/47/9781573440547.jpg,Success,82,18.6
0-8078-4561-2,"Women Before the Bar: Gender, Law, and Society in Connecticut, 1639-1789 (Published by the Omohundro Institute of Early American History and Culture and the University of North Carolina Press)","Dayton, Cornelia Hughes",Omohundro Institute and UNC Press,400,12/11/1995,"Women--Legal status, laws, etc--History, Women--Legal status, laws, etc--Connecticut--History, Courts--History, Courts--Connecticut--History, History, KFC3691.W6 D39 1995, 340/.082",Paperback,"<p><i>Women before the Bar</i> is the first study to investigate changing patterns of women's participation in early American courts across a broad range of legal actions—including proceedings related to debt, divorce, illicit sex, rape, and slander. Weaving the stories of individual women together with systematic analysis of gendered litigation patterns, Cornelia Dayton argues that women's relation to the courtroom scene in early New England shifted from one of integration in the mid-seventeenth century to one of marginality by the eve of the Revolution.</p>
<p>Using the court records of New Haven, which originally had the most Puritan-dominated legal regime of all the colonies, Dayton argues that Puritanism's insistence on godly behavior and communal modes of disputing initially created unusual opportunities for women's voices to be heard within the legal system. But women's presence in the courts declined significantly over time as Puritan beliefs lost their status as the organizing principles of society, as legal practice began to adhere more closely to English patriarchal models, as the economy became commercialized, and as middle-class families developed an ethic of privacy. By demonstrating that the early eighteenth century was a crucial locus of change in law, economy, and gender ideology, Dayton's findings argue for a reconceptualization of women's status in colonial New England and for a new periodization of women's history.</p>",en,3rd ed.,"Height: 9.25 Inches, Length: 6.12 inches, Weight: 1.30954583628 pounds, Width: 0.89 inches",21.44,https://images.isbndb.com/covers/56/15/9780807845615.jpg,Success,116,18.6
0-934971-49-8,Into The Forest,"Hegland, Jean",CALYX Books,275,1996-07,"Wilderness survival, Wilderness survival--California, Northern--Fiction, Teenage girls, Teenage girls--California, Northern--Fiction, Sisters, Sisters--California, Northern--Fiction, Wilderness survival--Fiction, Teenage girls--Fiction, Sisters--Fiction, PS3558.E419 I58 1996, 813/.54",Paperback,"Following A Breakdown Of Civilization, Two Teenage Sisters Are Forced To Adapt To A Life Without Running Water, Electricity, Shops Or Police To Protect Them. The Novel Follows Them As They Learn To Live From Nature In A California Forest. A Debut In Fiction. By Jean Hegland.",en,First Edition,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.65 Pounds, Width: 0.5 Inches",13.95,https://images.isbndb.com/covers/14/92/9780934971492.jpg,Success,23,18.6
0-934971-49-8,Into The Forest,"Hegland, Jean",CALYX Books,275,1996-07,"Wilderness survival, Wilderness survival--California, Northern--Fiction, Teenage girls, Teenage girls--California, Northern--Fiction, Sisters, Sisters--California, Northern--Fiction, Wilderness survival--Fiction, Teenage girls--Fiction, Sisters--Fiction, PS3558.E419 I58 1996, 813/.54",Paperback,"Following A Breakdown Of Civilization, Two Teenage Sisters Are Forced To Adapt To A Life Without Running Water, Electricity, Shops Or Police To Protect Them. The Novel Follows Them As They Learn To Live From Nature In A California Forest. A Debut In Fiction. By Jean Hegland.",en,First Edition,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.65 Pounds, Width: 0.5 Inches",13.95,https://images.isbndb.com/covers/14/92/9780934971492.jpg,Success,81,18.6
0-252-02205-X,Same-Sex Dynamics among Nineteenth-Century Americans: A Mormon Example,"Quinn, D. Michael",University of Illinois Press,477,7/1/1996,"Doctrines--HistoryChurch of Jesus Christ of Latter-Day Saints, Homosexuality--Religious aspects--Church of Jesus Christ of Latter-Day Saints--History of doctrines, Homosexuality--Religious aspects--Church of Jesus Christ of Latter-Day Saints--History of doctrines--19th century, Mormons--Sexual behavior, Mormons--United States--Sexual behavior, Mormon gays--History, Mormon gays--United States--History--19th century, Mormon Church--Doctrines--History, Mormon Church--Doctrines--History--19th century, Mormons--Sexual behavior--History, Mormons--Sexual behavior--United States--History--19th century, Homosexuality--history, Religion and Sex--history, BX8643.H65 Q55 1996, 305.9/0664",Hardcover,"What Were Same-sex Relationships Like In America's Heartland During The Nineteenth Century, Far From The Bohemian Enclaves Of New York City And San Francisco? The Extraordinary Answer - That Same-sex Intimacy Was Widely Accepted - Is Found In D. Michael Quinn's Same-sex Dynamics Among Nineteenth-century Americans, Which Traces The Incidence Of And Response To Same-sex Behaviors In The United States To The Midtwentieth Century. It Will Be Must Reading For Anyone Interested In Gay And Lesbian Issues And The Changing Concepts Of Friendship And Sexuality. This Book Will Be Of Special Interest To Historians, Sociologists, Anthropologists, Religious Leaders, Psychiatrists, And Physicians, As Well As To Mormons. A Respected Scholar Of Mormon Social History, Quinn Demonstrates The Extent Of Early America's Acceptance Of Same-sex Intimacy, Charting The Nation's Descent Into Homophobia By Examining Mormonism As A Case Study Of Middle America. Cross-cultural Perspective On Same-sex Dynamics -- The Homosocial -- The Homopastoral And Homotactile -- The Homoemotional And Homoromantic -- The Homomarital, Gender-roles, And Cross-dressing -- Same-sex Couples, Homoenvironmental Subcultures, And The Census -- The Earliest Community Study Of Lesbians And Gay Males In America : Salt Lake City -- The Coming-out Of Three Prominent Mormons In 1919 -- Homoeroticism And Sex Crimes In Early Mormonism And Pioneer Utah -- Utah's Judicial And Medical Responses : The Wilde Case To 1918 -- From Relative Tolerance To Homophobia In Twentieth-century Mormonism. D. Michael Quinn. Includes Bibliographical References And Index.",en,First Edition,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.85 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/20/50/9780252022050.jpg,Success,75,18.6
0-85496-832-6,Money-Go-Rounds: The Importance of ROSCAs for Women (CROSS-CULTURAL PERSPECTIVES ON WOMEN),,Bloomsbury Academic,320,5/1/1995,"Women in finance--Case studies, Women in finance--Developing countries--Case studies, Businesswomen--Case studies, Businesswomen--Developing countries--Case studies, Revolving funds--Case studies, Revolving funds--Developing countries--Case studies, Economic development projects--Case studies, Economic development projects--Developing countries--Case studies, Rotating credit associations, Rotating credit associations--Developing countries--Case studies, Commercial credit, Commercial credit--Developing countries--Case studies, HG2039.D44 M66 1995",Hardcover,"Women Making Money Go Round / Shirley Ardener -- Building New Realities / Sandra Burman And Nozipho Lembete -- The Kiambu Group / Nici Nelson -- A Note On Roscas Among Ethiopian Women In Addis Ababa And Eritrean Women In Oxford / Astier M. Almedom -- Mobilizing Cash For Business / Ellen Bortei-doku And Ernest Aryeetey -- Women's Access To And The Control Of Credit In Cameroon / Margaret Niger-thomas -- Looking At Financial Landscapes / Michael Rowlands -- Women's Differential Use Of Roscas In Indonesia / Otto Hospes -- Economic Kou (roscas) In Japan / Kuniko Miyanaga -- Women's Roscas In Contemporary Indian Society / Raj Mohini Sethi -- Gender Inequality, Roscas And Sectoral Employment Strategies / Linda Mayoux And Shri Anand. Roscas Among South Asians In Oxford / Shaila Srinivasan -- A Note On Roscas Among Northern Somali Women In The United Kingdom / Hazel Summerfield -- Gender Differences In Rosca Participation Within Korean Business Households In Los Angeles / Ivan Light And Zhong Deng -- Gold Coins And Coffee Roscas / Jane Khatib-chahidi -- Women's Use Of Roscas In The Caribbean / Jean Besson. Edited By Shirley Ardener And Sandra Burman. Includes Bibliographical References (p. 285-288)and Index.",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 1.25 Pounds, Width: 1 Inches",114.95,https://images.isbndb.com/covers/83/29/9780854968329.jpg,Success,103,18.6
0-8147-5108-3,"Urban Girls: Resisting Stereotypes, Creating Identities",,NYU Press,410,6/1/1996,"Poor Teenagers, Teenage Girls, Urban Poor, Minority Teenagers",Paperback,"<p><p>Sociologists have tried to analyze adolescents as long as the discipline has existed. However, most studies have focused on suburban youth, ignoring a large segment of the population, the urban adolescent.</p><p><B>Urban Girls</B> tries to reverse this trend. The researchers included in this ambitious project realize there is more to adolescence than the suburban experience. The city has unique effects on the people who live there, and they on it. Drawing on experts from across the country, <B>Urban Girls</B> investigates what it is like to be young in an American city. This book also explores the minority experience in America. It is wonderful to see studies of Black and Latina youth that do not automatically label them as future convicts, drug dealers, or with other negative stereotypes.<BR>--<I>The American Reporter</I> <p>Traditional psychology textbooks have ignored the normative development of urban girls and the unique situations they face on a daily basis. Lumped together with their suburban, mostly white and middle class counterparts, their voices are frequently subsumed within the larger study of adolescent development. <B>Urban Girls</B> is the first book to directly focus on the development of urban poor and working class adolescent girls.</p><p>Including both quantitative and qualitative essays, and including contributions from psychologists, sociologists, and public health scholars, this volume explores the lives of a diverse group of girls from varying ethnic and class backgrounds. Topics covered include the identity development of Caribbean-American girls, the role of truth telling in the psychological development of African-American girls, relationships betweenmothers and daughters of different races and ethnicities, friendships, sexuality, health risks, career development, and other subjects of importance to human development. Filling a gap in the literature of human development, <B>Urban Girls</B> is sure to be of use to psychologists, sociologists, and social workers.<p><br></p> <h3>Booknews</h3> <p>Contributors present a portrait of low-income, urban American adolescent girls based on fact rather than stereotype, aiming to fill the gap in research about adolescent girls. They explore girls' attitudes and alternatives in areas such as identity, family and peer relationships, sexuality, health, and career development, often allowing the girls to speak for themselves. For undergraduate and graduate students in psychology, sociology, economics, and women's studies, as well as policymakers. Annotation c. Book News, Inc., Portland, OR (booknews.com)</p>",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 1.84967837818 Pounds, Width: 0.89 Inches",35,https://images.isbndb.com/covers/10/84/9780814751084.jpg,Success,109,18.6
0-8165-1630-8,Earthquake Weather: Poems (Volume 33) (Sun Tracks),"Gould, Janice",University of Arizona Press,87,4/1/1996,,Paperback,"<p>It’s unmistakable, that strangely calm air and sky that signals big change ahead: earthquake weather. These are familiar signs to Janice Gould, a poet, a lesbian, and a mixed-blood California Indian of Koyangk’auwi Maidu descent. Her sense of isolation is intense, her search for identity is relentless, and her words can take one’s breath away. Sometimes accepting, sometimes full of anger, Gould’s work is rare, filtered through the feelings, thoughts, and experiences of a lesbian of Indian heritage. Over and over again, she speaks as an outsider looking in at the lives of others--through a doorway, out of a car window, or from the shambles of a broken relationship. Showing a steady courage in the midst of this alienation, her words are also stark testimony to the struggle of an individual caught in social and emotional contexts defined by others. In <i>Earthquake Weather,</i> as in an evolving friendship, Gould opens herself to the reader in stages. ""I did not know how lonely I was / till we began to talk,"" she writes in an opening section, setting the introspective tone of what’s to come. She begins with a focus on those universal truths that both bind us and isolate us from each other: the pain of loss, the finality of death, our longing to see beneath the surface of things. Next, the poet turns to her growing-up years during the Vietnam War and the civil rights movement. She describes a family in turmoil and an Indian heritage that, oddly, was one of the factors that made her feel most disconnected from other people. And she writes poignantly about her increasing alienation from prescribed sexual roles. ""What’s wrong with me? / Where do I belong? Why / am I here? Why can’t I / hold on?"" Finally, as in a trusting friendship, Gould offers the reader vivid word portraits of relationships in her life--women she has loved and who have loved her. Erotic and deeply personal, these poems serve as both a reconciliation and affirmation of her individuality. ""Yet would you deny / that between women desire exists / that in our friendship a delicate / and erotic strand of fire unites us?"" The poems in this book, says critic Toby Langen, are most powerful for their ""courageous drawing on experience and feelings."" They will speak to many general readers as well as anyone interested in questions of gender and identity, including students of literature, lesbian/women’s studies, social/cultural studies, or American Indian studies.</p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.31526103466 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/63/08/9780816516308.jpg,Success,113,18.6
0-8298-1071-4,"The Grace of Coming Home: Spirituality, Sexuality, and the Struggle for Justice","Morrison, Melanie",Pilgrim Pr,166,1995,,Paperback,"In a time of rancorous debate over gender and the boundaries of religious community, certain voices speak plainly and prophetically about the necessary relationship among human foibles, grace, and resurrection. Celebrating her lesbian and Christian identities, Melanie Morrison calls on the church - and all people of goodwill - to welcome those wounded by alienation, shame, homophobia, disempowering images of humanity, and fear-based images of God.",en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/07/14/9780829810714.jpg,Success,72,18.6
0-8047-2615-9,Outing Goethe & His Age,,Stanford University Press,314,7/1/1996,"Gay & Lesbian Literary Studies, 18th-19th Century German Literature - Literary Criticism",Paperback,"<p>When Goethe christened the 1700's the Century of Winckelmann and Kant dubbed it the Century of Frederick the Great, they invoked two notorious figures in gay history. This collection of twelve essays reclaims the Age of Goethe-To call upon a literary designation of roughly the same period - as a time when same-sex erotic attraction suffused artistic production from Winckelmann's art treatises and Goethe's plays to Friedrich Schlegel's self-reflexive novel Lucinde and Kleist's letters.</p><p>This volume employs historical, biographical, and textual evidence to paint a cohesive picture of the incontrovertibly sexual nature of male-male and female-female relationships in late-eighteenth- and early-nineteenth-century Germany. The literature of this era bequeathed to us the cultural inventions of Romantic love, classical femininity, the marriage partnership, and the aesthetics of beauty - all, as this volume demonstrates, via and despite the ever-resurgent erotic desire for one's own sex. In the process, it offers radically new readings of canonical authors - including Wieland, Lenz, Goethe, Friedrich Schlegel, and Kleist - in light of the eroticized same-sex relations in their works.</p>",en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.80909650154 Pounds, Width: 0.79 Inches",7.12,https://images.isbndb.com/covers/61/53/9780804726153.jpg,Success,74,18.6
