ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-415-91457-4,Are Girls Necessary?: Lesbian Writing and Modern Histories,"Abraham, Julie",Routledge,272,12/20/1995,"English Fiction & Prose Literature - General & Miscellaneous - Literary Criticism, Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Women Authors - American  - Literary Cr",Paperback,"This analysis of twentieth-century lesbian writing offers new readings of pulp novelists alongside high modernists-authors as various as Gertrude Stein, Willa Cather, Mary Renault, and Virginia Woolf-to examine how these writers created new lesbian narratives.",en,1,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.00089866948 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/45/74/9780415914574.jpg,Success,96,18.4
0-88984-165-9,The Little Flowers of Madame de Montespan,"Urquhart, Jane",Porcupine's Quill,80,8/30/1995,"Montespan , 1641-1707, Louis , 1638-1715, Court and courtiers, PR9199.3.U7 L5 1995, 811/.54",Paperback,Jane Urquhart.,en,Revised,"Height: 8.75 Inches, Length: 5.56 Inches, Weight: 0.3527396192 Pounds, Width: 0.31 Inches",12.95,https://images.isbndb.com/covers/16/59/9780889841659.jpg,Success,98,18.4
0-06-019506-1,"Men Are from Mars, Women Are from Venus: An Interactive Workshop on Cd-Rom/Book and Cd-Rom for Macintosh","Gray, John","HarperCollins Interactive,c199",,1995,,Paperback,,en,First Edition,"Height: 10 Inches, Length: 8.25 Inches, Weight: 0.65 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/50/69/9780060195069.jpg,Success,61,18.4
0-06-100905-9,"One for the Money (Stephanie Plum, No. 1) (Stephanie Plum Novels)","Evanovich, Janet",Harpercollins,304,1993,,Paperback,,en,,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 1.38 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/90/51/9780061009051.jpg,Success,61,18.4
0-7206-0944-5,Prisoner of Dunes,Isabelle Eberhardt,Peter Owen Ltd,128,10/24/1995,Description And Travel,Paperback,"<p>hitherto Unpublished In English, This Book Describes Eberhardt's Wanderings From Marseilles To Tunis And Algeria From 1899 To 1904. She Spent Much Of Her Short Life In North Africa, Where She Was Converted To Islam And Learned To Speak Fluent Arabic. Her Eccentric Behavior Shocked The French Colonials. She Smoked Kif, Wore Men's Clothing, Drank Alcohol, And Was Promiscuous With Men. She Died In A Flash-flood At The Age Of Twenty-seven.</p> <h3>publishers Weekly</h3> <p>the Swiss-born Eberhardt (1877-1904) Did Not Relish Living Like Other European Women Of Her Time, Preferring To Ride With And Write About Nomadic Desert Tribes In North Africa. She Dressed Like An Arab Man, Spoke Arabic Fluently, Practiced Islam And Had Numerous Lovers, Including Slimne Ehnni, The Algerian Soldier She Later Wed. She Died Young, Just 27, In A Flash Flood. As In In The Shadow Of Islam, Prisoner Of Dunes Offers More Desert Escapades, As Well As Brief Stories Of Tribespeople. Eberhardt Sheds Light On The Ways Of Her Usually Flexible Arab Hosts And Generally Refrains From Criticizing Them-there's Little Here About One Disapproving Algerian National Who Stabbed Her In 1901. From The Narrative Introduction Through The Cinematic Scenes Of Desert Tribes, Eberhardt Proves Herself A Masterfully Evocative Writer. In Her Meditation On Exile And Wandering, She Clearly Evokes Both Her Own Moods And The Mood Of The Region With Poetic Precision-``here, In This Lost, Mislaid Place, Both Grandiose And Simple, The Noises Of Our Tenacious, Useless Struggles Come To Die In The Great, Immutable Silence.'' (oct.)</p>",en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.45 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/94/48/9780720609448.jpg,Success,75,18.4
0-684-80414-X,AVAILABLE LIGHT,"Currie, Ellen",Scribner Paper Fiction,304,12/12/1995,"Fiction, Romance",Paperback,,en,,"Height: 8 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/41/49/9780684804149.jpg,Success,97,18.4
0-86571-314-6,Transforming Abuse: Nonviolent Resistance and Recovery,"Schmidt, K. Louise",New Society Publishers,192,1995,,Paperback,,en,,"Height: 9.25 Inches, Length: 6 Inches, Weight: 0.59965735264 Pounds, Width: 0.5 Inches",14.95,https://images.isbndb.com/covers/31/47/9780865713147.jpg,Success,73,18.4
0-415-91290-3,"White Lies: Race, Class, Gender and Sexuality in White Supremacist Discourse","Daniels, Jessie",Routledge,171,12/27/1997,"White Supremacy Movements, Discourse Analysis, Social Aspects, Race Relations, Social Conditions",Paperback,"<p>White supremacist groups have traditionally been viewed as ""fringe"" groups to be ignored, dismissed, or at most, observed warily. <b></b><b><i>White Lies</i></b> investigates the white supremacist imagination, and argues instead that the ideology of these groups is much closer to core American values than most of us would like to believe. <p>The book explores white supremacist ideology through an analysis of over 300 publications from a variety of white supremacist organizations. It examines the discourse of these publications and the ways in which ""whites,"" ""blacks,"" and ""Jews"" are constructed within that discourse. Also interwoven in racist ideology are constructions of gender and sexuality--what it means to be a ""white man"" versus what it means to be a ""white woman."" Daniels finds that the themes discovered here resonate far beyond extremist organizations, and fundamentally, the ideology they espouse has much in common with discourse produced by our mainstream elected officials, our academic intellectuals, and Madison Avenue. <p>A compelling and controversial study, White Lies gets to the heart of what it means to legitimate and sustain privileges of race, class, gender, and sexuality.</p>",en,1st Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.771617917 Pounds, Width: 0.43 Inches",41.27,https://images.isbndb.com/covers/29/07/9780415912907.jpg,Success,96,18.4
0-8048-3045-2,Woman Heal Thyself,"Blum, Jeanne Elizabeth",Tuttle Publishing,328,6/15/1995,,Hardcover,,en,First Edition,"Height: 9.25 Inches, Length: 6 Inches, Weight: 1.35 Pounds, Width: 1.25 Inches",24.95,https://images.isbndb.com/covers/04/54/9780804830454.jpg,Success,80,18.4
1-886172-19-6,Teaching My Daughter to Mulch: Gardening Meditations,"Schaper, Donna",Ash Grove Pr,98,1995,"Gardening, Spiritual life, SB455 .S326 1995",Paperback,Donna Schaper. Excerpted From The Book Stripping Down: The Art Of Spiritual Restoration By Donna Schaper. Copyright 1991--t.p. Verso. Includes Bibliographical References (p. 97-98),en,,"Height: 8.25 Inches, Length: 5.5 Inches, Width: 0.25 Inches",0,https://images.isbndb.com/covers/21/97/9781886172197.jpg,Success,85,18.4
