PageNumber,Text,ISBNs
1,". Feminist
کا ر جال اوا با-ن لو سه Bookstore
3
- News Eli:
ات ا ن کل ا و ET
NEw WoRos
; Celebrates
O o E س
O Me e O olam 12 Nunber
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"argues that women pursue
9Us
$10.95 U.S.
0-88961-131-9 $10.95 U.S.
y Women,” the
suppor and women atd Peace |
Edited by Janice William-
son and Deborah Gorham
women’s shelter.
0-88961-1335 s 0.88961- 130-0 $12.95 U.S.
0-88961-132-7 S1295 US.
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-88961-131-9', '0-88961-132-7']"
3,"FBN CONTENTS
Editor & Publisher
Carol Seajay
DEPARTMENTS
Columnists
Art Books Tee Corinne Advertising:Index . =... ...... 91
Canadian Content Donna Murray Announcements ..... S aR 26
Children’s Books KT Horning BackloPress ............... 40
Gay Men’s Literature Jane Troxell BESISSllƏrs a. e a ee 23
International Books Joni Seager Canadian Content... .... su 21
Mainstream Publishers Sandi Torkildson CLlasseifiHed eAdns.... ... .... ...3... 92
Mainstream Publishers Anita McClellan
Mysteries Mary Lowry
Poetry Betsy Nuse Out-of-Print Books Wanted/Offered .... 29
S Uc nie ivn ec re s i tF yic t Pio rn e s s. e s S u Ks ran isn a H oS ot vu er rgis Subscription Information.. . ...... 19
Young Adult Books Christine Jenkins They Went That-A-Way .......... 27
Writing: Wanted: 2... SASA s. 31
Proofreading
Pat Kelso
Advertising ARTICLES
Brenda Cummings
News/Short Stories
Feminist Bookstore News
456 14th Street Suite 6 New Words Celebrates 15th Birthday ....9
PO Box 882554 West & Wilde Distributes British Books .. 13
San Francisco CA 94188 Lambda Literary Awards Finalists. .... 17
415-626-1556 Find That BOOk. . =. e s 15
FEMINIST BOOKSTORE NEWS is the communications
v re eh aci hcl ee s f 3o 5r 0 t fh ee m ii nn if so t r m ana dl n fe et mw io nr isk t - io nf c l if ne em d i n bi ost o k sb to oo rk es st o ir ne s . t hF eBN THE BOOKS
U Eu.S r. o pa en , d A C ua sn trad ala i a ,a s N w ewel l Z ea as l a nfe dm , in Inis dt i a b ao no dk s e Jll ae pr as n . in L i bE rn ag rl ia -nd, AM BOOkS =... 37
ans, women’s studies teachers, book reviewers, publishers
asunbds c freibmeirnsi.st bibliophiles comprise the remainder of the Our Own Presses . . ...... 53
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is pub- Jhe Small Presses . ....... 61
ali ns dh e d N o b vi e- mm bo en rt h bly y i Fn E M J Ia Nn Iu Sa Tr y B, O OM Kar Sc Th O, R EM a Ny E, W J Su ly at, 4S 5e 6ptember, Gay Men's Literature... ......... 49
t aa1 nhr4 t det i h c l t le eeS s tn,t tr he rne se t w o f asS u tii t ht e te em e6 ms , o a n eS n sa td pn h aF pn sr irn ba eon ic lu ec in tdis yc ic ne o m g, fe C p n uA t ts b l i9 s c4 h a a1 to u0 iu o t3 l hn. d o. L b sSe .e it g t ne rr ees dc, e i av re td icles In M Pter Yn Oat Sion Gİa Ol: 8 IW So Ym .e .n .: . ei2. .v ew 4u . 4 533 3
t e r e h r o n o h e r
Application to mail at Second-Class Postage Rates is pend-
i cn hg a a nt g S ean s F tra on c is Fco E, M C IA N. IP SO TST M BAS OT OER K: SS Ten Od R ad Ed r e Nss EWS, PO Box Publishers ROW... 0... f... .. 81
882554, San Francisco, CA 94188-2554. Science Fiction... ........ =... 41
S fU orB S C CR anIP adT iI aO nN S p: o s$ t5 a0 g/ ey , r / an6 d i s $s 1u 3e /s, r $ f9 o5 r/ 2 o vy ee ra sr es a. s P pl ou ss t a g$6 e/ .yr University Presses.. . >.: 71
Volume 12 Number 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"The Feminist Bookstore News
THE ADVENTURE CONTINUES, IN...
Coes To The ABA
and we've got the
FREE FREIGHT COUPON
to prove it.
Come see us at booths
5007 & 5009
at the ABA in Washington,
D.C. to receive your cou-
pon, or request one when
you call or write the order
department.
Coupon is good for free
freight up to $25 on any @ Womeris SiudeS
one shipment of your & History
choice. For further details,
@& Health
see coupon. @ SpritualiYy
@ Sodal Chande
TSH.
B=OO-KP E OePLE
Our New Toll Free Ordering &
Customer Service Phone Number: 2929 Fifth Street
(800) 999-4650 Berkeley, CA 94710
(415) 549-3030
May/June 1989 2
Volume 12 Number 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"The Feminist Bookstore News
Aquarius Books Inklings
116 N. Grant St. 1846 Richmond
Bloomington, IN 47401 Houston, TX 77098
Dear FBN Folk, Dear FBN,
Once again I want to applaud you on your work. Of course we will renew our sub. I'll bet you have
The Recovery issue is excellent. I was particularly the best renewal rate in the industry!
interested in the survivors’ fiction section and at your Barbara Grier, our designated cheerleader, says I
suggestion I will be adding this section to the store and should tell you how well we're doing — she’s tickled
to our catalogue. about it. Being new, I don't know if we're doing well or
My experience of working with survivors in not. We want to sell $120,000 worth in 1989, and our
choosing a book has shown over and over that the use first 3 1/2 months we’re doing about 70% of that rate,
of fiction is the gentlest and easiest way to assimilate but we're increasing each month. I think we can do it.
the information. Patricia Murphy’s Searching for Thanks again for your truly indispensable publi-
Spring (Naiad Press) is the best I have found. cation. I recently found myself in the position of
I have also discovered that Something Happened to giving advice to a prospective feminist bookseller, and
Me by Phyllis Sweet (Mother Courage Press), though I passed àlong the single best piece of advice I was
non-fiction and written for children is the best recom- given: “Get 1 or 2 years worth of back issues of FBN
mendation for the incest survivor in the early stages and read them cover to cover.”
of discovery and recovery, as there is often a severe I'll be looking forward to meeting you and the
reading dysfunction. rest of the crew at ABA.
Two fine books for both survivors of sexual and Pokey Anderson
physical violence are Dragonchild by Leah Pesa Kush-
ner (Kili Productions/Inland) and Trash by Dorothy
Allison (Firebrand). Dragonchild is autobiographical,
written in prose and poetry form. These books should Sisterworks
14 Fawn Dr.
Center/Shelter library — for staff and residents and Scotia, NY 12302
therapists.
Once again, thank you for all the wonderful in- Dear FBN,
formation. I would like to hear from other booksellers I thought I would take this time to let you know
about their experiences in this field and any special what is happening at Sisterworks.
books for them. We are pleased to announce the Grand Opening
Sincerely, of our Books and Gifts Shoppe, April 8, 1989, in the
Nicki Nicklas New Women’s Building at 79 Central Avenue in
Manager Albany, New York. We are going to continue our mail-
Volume 12 Number 1 May/June 1989
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"The Feminist Bookstore News
order business and hope to have a new catalog ready Y.O.U.R. (Your Opportunity for Unequaled Reading)
shortly after the opening. Feminist Book Club. Although lesbian and children’s
Although I suffered a debilitating illness last year, books sell well in our store, many women’s studies
and we were unable to get a new full line catalog out, titles sell at 30-70 copies per order to institutions.
we did make a small (very) profit last year, according We look forward to seeing you all at the ABA.
to our accountant. As a result of the illness, we were Vivian Scheinmann & Pam Sheldrick
unable to attend the conference in Canada. Thanks to
FBN, I feel like we were almost as good as being there. lP isl te !ase see page 23 for Pandora Book Peddlers’ bestsellers
I am now completely.healed, and look forward to
making a difference for the women in our area, and
hope that you will update your records with this new
and exciting information.
Thank you for being there and for doing the work
t th o a t c o ny so iu d e rd o s us co h w ae l l f. i nW ane c i aw l o u rl id sk n ie fv e r it h wav ere e nb 'te e n f o rab l te he 3O 8n l Myw ouo nm te n P l eP ar se as ns t
work that you so diligently provide us with. London, WC1X 0AP
Blessings, England
Marti & Barbara
Dear FBN,
ARI Here is some information about our new lesbian
feminist fiction anthology: The Pied Piper, named after
Kym Martindale’s story about a lesbian Pied Piper.
Pandora Book Peddlers It's ironic that the American lesbian and feminist
68 W. Palisade Ave. presses rejected For Lesbians Only because it’s selling
Englewood, NJ 07631 really well for us, particularly in the States. We sold
1,500 in the first two months and both American dis-
Dear FBN, tributors have re-ordered — Inland has reordered
What would we ever do without FBN which gets twice. Then we hit what must be the lesbian publish-
better and better! er’s worst nightmare: just as For Lesbians Only was
We want to take this opportunity to thank all you selling like hot cakes we heard that our latest shipment
wonderful feminist/lesbian, alternative and univer- had been impounded in New York. Many long dis-
sity presses for your patience in waiting for payment tance phone calls with various managing directors
on overdue invoices. revealed that the impounding was not due to the
Pandora Book Peddlers has had an incredible book's title (we were pretty certain no one in the
growth in the last two years which has meant continu- shipping offices had read the contents) but the inno-
ing cash flow problems which have now started to cent victim of a quarrel between the shippers and their
ease. agents over payment and overcharges. I'm happy to
Our bookmarks say ”...we’re feminist book say the books have now safely reached their destina-
country,” but we should probably change it to “we're tion and we are breathing freely again.
women’s studies book country,” because that’s where Best wishes,
our growth has been, especially among members of Anna Livia
May/June 1989 Volume 12 Number 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"The Feminist Bookstore News
° The first UK publication of lesbian Z eLeBrAtES
erotica
Lesbian erotic SHEBA'S 9TH BIRTHDAY
SERIOUS
stories
pleasure
and poetry.
Edited by THE SHEBA COLLECTIVE
Publication date: May 19th 1989 eThe 2ND EDITION of A WATER'S EDGE
ISBN: 0907179428
& other stories - by MOY McCRORY.
Price: £5.95 Back by popular demand this brilliant first
collection of stories from the author of
Bleeding Sinners.
Publication date: April 1989
ISBN: 0907179 29 0
Price: £4.95
Bookstore Terms: books at 50% discount with 70 minimum order. Would
you believe only 4 bookstores took us up on that offer?
Calyx and Alyson Respond We sent the mailing to over 400 stores. We pointed out
Calyx in the mailing that this would be the last time we could
PO Box B make such a “special offer” since we've signed with
Corvallis OR 97339 an exclusive distributor, Talman Inc., starting in June,
April 9, 1989 1989.
I understand the dilemmas of Feminist Book-
Dear Joan and FBN, stores — that’s why we are patient with Feminist
Since your letter in the March/April 1989 FBN accounts that go over our 45 day schedule. We under-
mentions Calyx Books as one of the Feminist Presses stand the problems, we have similar problems.
selling books to Naiad on a “special deal”, I feel I We sold one title to Naiad at the distributor rate
should respond for Calyx Books. — a lesbian title, The Riverhouse Stories, that deserved
During ABA last year we offered a 50% discount more promotion through Naiad’s mailing list. — Pro-
to all bookstores and we didn't make stores order 50 motion we couldn't do since we're strapped for funds
or more books for that discount, only 10 books. We and no longer have enough staff to do marketing and
have offered this special discount at ABA for 3 years. promo on individual titles. Naiad ordered the book in
Twice a year for the past 3 years (since we began lots of 52 or more, and paid in 30 days. That is better
publishing books in 1986) we have also done special than our 10 other distributors who pay 90 days from
promos to all bookstores on our list in direct mailing point of sale and faster than the majority of our book-
promos. These promos included 50% discounts and store accounts that average 60 days and longer.
even free freight a few times. Calyx has always been generous and supportive
Last Fall we did a special Xmas promo of all our to Feminist Bookstores and we appreciate your sup-
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['']
8,"The Feminist Bookstore News
port as wel]. But I don't understand why so few of the
Feminist stores ever have taken advantage of our
An Intervibrational Perspective special offers (except during ABA). I am particularly
on Woman’s Spiritual Journey confused by Joan’s letter since it implies that we don’t
by offer special discounts to bookstores when in fact we
Ellen Chambers with do, and often.
Grace Walking Stick and The letter also seems to imply an adversarial re-
Seven Other Women in Spirit lationship between Feminist Publishers and Feminist
An exceptional work in which nine women Bookstores. Why did our selling to Naiad cause this?
of different vibrations come together to tell How come no one ever complains when we have to
their stories and philosophies of successful sell to other trade distributors (who don't necessarily
spiritual travel. These women dare to speak reach feminist or lesbian audiences well) who take
what has not been spoken. They take strong higher discounts or demand return credits on de-
ap pno edsi t t ui ao c an t tis o e n sa , g a mhin os l adt l i e na gc c i e ntp ht tae etd r m es sp u ti cr shi t u o aa fl t t ih t t o h u p eg e rh -t expense of ost fr o sy he id p m t ei ntl te s o nan d a w tih tlo e t ta ok e b eu gp in t o t o 9 p am yo ? n t Dh os wf er o m no t p o hin avt e
women’s growth. This book is for the woman the right to make distributor type agreements with
who truly wants to grow and change, and feminists who act as distributors and who pay us
who knows she deserves the entire universe! quficklero, wallow in gp usr too gbet l ae lmittle s ah?ea d on: our cash-
Wild Violet Publishing,
P.O. Box 1311, Hamilton, MT 59840 e (406) 363-2696. How about Feminist publishers demanding that
Paperback, $12.95 plus $1.00 postage. Feminist bookstores only order through the Feminist
publishers? How would the bookstores feel about
that? I know bookstores right here in our home turf
who instead of ordering from us and getting a better
discount (and we could actually make a little money
off the sales) still order from a distributor 800 miles
New Victoria Publishers brings you short fiction
by Patricia Roth Schwartz ISBN 0-934678-19-7 $8.95 away because it’s more convenient. Isn't that the book-
store's prerogative? Do I have a right to tell them they
don’t have a right to run a bookstore that way because
it hurts us? Don’t publishers have a right to work out
distribution agreements that help the sales of our
titles? And help us survive?
I'm late writing our response because I just heard
about this discussion. Our cash-flow problem is so bad
In these stories Patricia Roth Schwartz writes humor- this year we couldn't afford to renew FBN and our sub
ously as well as poignantly about our lives as women lapsed. Luckily Carol sent me a copy of the
and as lesbians—from the story of Sheila who discov- March/April FBN after I spoke to her.
ers her need to separațe from her lover, to Jesse who We're very sorry we won't be able to give book-
imagines an invisible shield protecting her from being stores special offers anymore. We're also sorry that
hurt yet again. Rubyfruit Books has never taken advantage of any of
our “special offers” while we still had them. The stress
“Pat Schwartz’ characters are just like ourselves: spirited, of publishing titles that sell as well as our first five
sensúal, funny, aching with the difficulty of being human in have, when we're undercapitalized and understaffed,
an unjust world. Enjoy this book. It’s better than therapy.” is forcing us to choose handing the distribution and
—Jacqueline Lapidus, author of Starting shipping of our book titles to an exclusive distributor
Over and Ultimate Conspiracy so we can get our act together. We can now concentrate
on what we do well — publishing fine books by
May/June 1989 Volume 12 Number 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['0-934678-19-7']
9,"The Feminist Bookstore News
women. Our 225 bookstore accounts will no longer are “special deals being made with the chain stores
take up so much of our time. that we don’t hear about?” No. Not in our case.
Rest assured the pressures of our feminist pub- Not only do we not give special terms to the
lishing endeavor have now released us from the possi- chains, we have lost substantial orders from both Wal-
bilities of making any “special deals.” After June all den and B. Dalton because we refused to offer a quan-
booksellers will be able to order our titles from Book- tity discount on shipments that were to be split
people, Inland, or Talman Co. at their discount rates between multiple addresses. Legally, we could have
which will, unfortunately, be lower than the discounts allowed such discounts by offering them to everyone
we used to offer. — knowing full well that in reality, only the chains
We at Calyx look forward to concentrating on could make use of them. But we want to support
producing more important anthologies and books by independent bookstores, so we didn’t. We have also
women — to figuring out how to keep reprinting our repeatedly refused to sign the standard agreement
best-selling titles (The Forbidden Stitch, Women and sent by one chain to vendors, since it contains some
Aging, and The Riverhouse Stories) — and to getting slight differences from our standard terms.
our cash-flow in hand and our deficit paid off. In addition, we've encouraged readers to support
In Sisterhood, their local independent bookseller, and explained
Margarita Donnelly why it’s important not to allow the industry to become
Managing Editor dominated by the chains. Many people never thought
about the difference between a chain and an inde-
P.S. We'll be at ABA in the Gay & Lesbian Section pendent bookstore before. Some didn’t even know
5B 0o %ot h o n # 6 41 02 7 o r t a mki on rg e o (mrd ie xr es d ) o n ti t lT ea sl .man’s special offer — that their_local B. Dalton was part of a chain. I hope
we've done something to educate them.
LIA In short, we've tried hard to support independent
bookselling, and have never given special terms to the
chgainsr. Too inssinsualte y oth erw isue, wnithofut aanyi rbasi.s, is
Alyson Publications
40 Plympton Street
Boston, MA 02118 DISCOUNTS
Dear FBN,
letter I s hju es t s er ne tc e i tv oe d F Bf Nr o m tw oJ o wan e e kD se n am goa ,n aa n d c o Ip 'dy lo ikf e a to b ite . m Bu oT tr h e i bs o, p oo ko p sb u ev l lai lro eru ss i l fy a, r I e i s j u e s nt t th i e ts lt eah dyo e t td o t o o kp u ni tc o, w o f a n h d t oh w eI 'd as t pp o r t lo eli ab g sa h tb tl y on
r s p sp ie e os e a np c r io a n ol i nd f . d i etsS thci hn eo i uc c e n s s a ,t mss h I e 'me t o i s s u s sc u ug h e rg a eie n s a st s n,s o h It e oh r nha t e o l p e ew t w t e oet urh l.m dis Wa y cr i o te nhpb sl e iy da elg l rci v a n ti in h t g ea fp d a- ii rsc u ts o- o rn iee s p o u W fb el ci s u h d soe tr o mg h i eva res s . da Lr if ir bfiv re ae r rd e in e t sa t d g ic ese tcr o t u na n oin t s d d iste coc o is udi no i tn f fs . e —re n at n d c a Itego-
l wet e a g e ts u g tog e s rt ei so pn o n l dik .e that linger for two months before b ah oo op hke igs e ht l elh e ra r t s d ie t sn h cc oao utu n r tsa o ,g l ie fcs i o t r s o tm sh ee le fi r -o e f vb iu dt s eh i nne tem s s r. e t ao D s oi s nb t su r .y i b Au f t nr o do r m s c og ml eo t -cal
panies selling books exclusively by mail get a higher
SELLING TO THE CHAINS discount because they’re a different category of cus-
First, the question of discounts. Joan asks if there tomer, engaged in a different type of business, and
May/June 1989
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"The Feminist Bookstore News
according to every source I've seen, selling books by count schedule to make their case-lot discounts avail-
mail involves higher expenses than does retail selling. able to all retail outlets. However, in reading Calyx’s
Anyone who claims this is illegal has not read the and Alyson’s responses, they feel justified in offering
law. Is it ethical? That obviously depends who you special deals such as the one to Naiad.
ask. But many of the people who benefit most from Calyx views Naiad as a distributor though Naiad
our books simply don’t live near a bookstore that resold the titles at retail to individuals, not at
carries them. Is it ethical to say they shouldn't be able Wholesale to bookstores. Alyson believes that compa-
to get these books? Wel], they won't— unless we make nies selling books exclusively by mail have higher
it feasible for them to be supplied by mail. expenses than retail stores. I’m not sure that’s still true
what with the escalating rent bookstores are facing.
SOME POSITIVE STEPS Aside from that, Naiad is not an exclusive mail order
This doesn't mean I'm not sympathetic to the business. They are the largest lesbian publisher-
pressures that bookstores face. I am. And I'm im- hardly a typical mail order firm.
pressed by people like Joan who have started much- So, we now have explanations as to why some
needed stores in a wide range of locales. We're publishers gave such a good deal to Naiad. I still don’t
working to use our limited resources as efficiently as agree with their reasons but I appreciate Alyson and
possible to increase sales and make life easier for Calyx for being so candid about this and other busi-
booksellers. Discounts aren't the only measure of that. ness practices. I think Alyson’s new returns policy is a
Since 1986, we've tripled the amount we spend on needed step toward helping the bookstores. I also
promotion of sales through bookstores. It shows. Over thank Banned Books for being responsive to our con-
half the titles we published last year appeared on the cerns and publishing a new discount schedule.
Lambda Rising Book Report best-seller list. It’s better for Where does this leave the independent book-
everyone to have significantly increased turnover store? In the same position of seeing publishers offer-
rather than the one- or two-point higher discount that ain ng o t hu es r . one set of terms and other retail-selling outlets
we could have offered instead of doing this increased
promotion. The publishers may be beginning to hear us but
We've also recently revised our returns policy to they still don’t understand the problems facing book-
bth ooe k sb ,e n ee vf ei nt o sef v eb ro eo lyk s e dll ae mrs a. g eW d e o nn eo sw , fa oc rc e p ft u l ld a cm rea dg ie td . Sms hto a enr e ’s is n tat ero rtd via c iy ele w. e iI dn s 1u t 4g h g e be s oMt o ka yt sh e le liy es rs u sr e e w a od hf o L A o hr m ar dea ri n i sce ta an bZ l i em B om so tk oe sr re- el sler.
And if computerization goes smoothly, in another
year we'll be able to credit returns at average earned t7 h et io r 1 st0 o ry ee s.a r s T h o el d m. oT se tn c oo mf m th one b ro eo ask os nel l e wr as s s to hld e o lor w closed
discount, rather than requiring invoice information.
Sincerely, profit margin. How many more stores will close before
Sasha Alyson all publishers, large, small, alternative or mainstream,
realize they must help the stores? Or do they only
want a world of chainstores and mail order custom-
Joan Denman Replies ers?
It’s sad that it has taken three letters/articles in Sincerely,
FBN and mailing copies of my letter to the publishers Joan Denman
involved before anyone responded. Four publishers Rubyfruit Books
still have not replied. Yet I do want to thank Alyson, 666-4 Tennessee St.
Calyx and Banned Books (who phoned me) for taking Tallahassee, FL 32304 O
the time to comment. We don’t have to totally agree
but discussion of these issues is important.
My main concern has been that all publishers
make available the same terms and discounts to every-
one. Banned has done just that: rewritten their dis-
May/June 1989 Volume 12 Number 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:42:04 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
