ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-15-201346-6,The Amazon Papers,"Keller, Beverly",Clarion Books,160,10/25/1996,"Teen Fiction - Adventure & Survival, Teen Fiction - Girls & Young Women, Fiction - General & Miscellaneous",Paperback,"Almost sixteen, Iris is five-feet-ten, a straight-A student, and a hotshot athlete who has never broken curfew. So when her mother goes on vacation, how does responsible Iris end up with the car trashed, a disabled hearse in the garage, and a couple of hunky motorcycle guys named Byron and Foster waiting for her phone call? A strong, engaging protagonist propels this fast-moving novel seasoned with laugh-out-loud one-liners. Full of situations that border on slapstick and peopled by a host of weird characters, the story is a delight because Iris is a delight-funny, ambitious, bright, and tempted to just wrong enough.-Booklist 4-3/16 X 6-7/8.                        <p>Fifteen-year-old Iris gets into hilarious trouble when her mother goes on vacation and leaves her alone.</p>",en,First Edition,"Height: 7 Inches, Length: 4.37 Inches, Weight: 0.24912235606 Pounds, Width: 0.34 Inches",4.22,https://images.isbndb.com/covers/34/62/9780152013462.jpg,Success,50,19.5
0-553-10303-2,Just an Ordinary Day,"Jackson, Shirley",Bantam,388,12/1/1996,,Hardcover,,en,,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.4991433816 Pounds, Width: 1.5 Inches",23.95,https://images.isbndb.com/covers/30/38/9780553103038.jpg,Success,60,19.5
0-8223-1816-4,"Man-Made Medicine: Women’s Health, Public Policy, and Reform",,Duke University Press Books,304,9/27/1996,,Paperback,,en,1,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.3007273458 Pounds, Width: 0.75 Inches",27.95,https://images.isbndb.com/covers/81/63/9780822318163.jpg,Success,90,19.5
1-57344-014-0,Dark Angels: Lesbian Vampire Stories,"Keesey, Pam",Cleis Press,145,9/13/1995,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.4850169764 Pounds, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/01/41/9781573440141.jpg,Success,60,19.5
1-55013-740-9,NO FAT CHICKS How Women are Brainwashed to Hate Their Bodies and Spend Their Money,TERRY POULTON,KEY PORTER,256,1996,,Paperback,Terry Poulton. Includes Bibliographical References (pages 250-251) And Index.,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.8 Pounds, Width: 0.88 Inches",0,https://images.isbndb.com/covers/74/08/9781550137408.jpg,Success,84,19.5
0-385-47599-3,The Hand I Fan With,"Ansa, Tina Mcelroy",Doubleday,462,9/1/1996,"Mulberry (Ga. : Imaginary place), Mulberry (Ga. : Imaginary place)--Fiction, Middle-aged women, Middle-aged women--Fiction, African Americans, African Americans--Fiction, Romance fiction, PS3551.N64 H36 1996, 813/.54",Hardcover,"All Her Life, Lena Mcpherson, 45, Has Been Using Her Supernatural Powers To Help People In Mulberry, Georgia, Yet Never Has She Been Able To Use Them For Herself, Say To Find Love. One Day That Changes When A Man Who Is Visible Only To Her Enters Her Life. But A Spirit's Love Is Impermanent, One Of The Disadvantages Of Falling In Love With A Ghost. By Tina Mcelroy Ansa.",en,First Edition,"Height: 10 Inches, Length: 6.5 Inches, Weight: 1.75 Pounds, Width: 1.75 Inches",23.95,https://images.isbndb.com/covers/59/90/9780385475990.jpg,Success,96,19.5
0-931432-54-5,Male and Female Within (Meditations With Shakti Gawain/Audio Cassette),"Gawain, Shakti",New World Library,,1989,,Audio Cassette,,en,,"Height: 7.25 Inches, Length: 4.75 Inches, Width: 1 Inches",10.95,https://images.isbndb.com/covers/25/45/9780931432545.jpg,Success,53,19.5
0-312-86209-1,Preternatural,"Bonanno, Margaret Wander",Tor Books,352,1996,,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 1.15 Pounds, Width: 1.25 Inches",23.95,https://images.isbndb.com/covers/20/91/9780312862091.jpg,Success,69,19.5
0-449-14988-9,Murder Lover,"Rawlings, Ellen",Fawcett,246,11/27/1996,,Paperback,,en,First Edition,"Height: 7.25 Inches, Length: 4.25 Inches, Weight: 0.25 Pounds, Width: 0.75 Inches",5.99,https://images.isbndb.com/covers/98/81/9780449149881.jpg,Success,75,19.5
0-7190-4475-8,The Gendered Object,,Manchester University Press,272,9/15/1996,"Sex role, Sexism, Femininity, Masculinity, Attribution (Social psychology), Clothing and dress--Psychological aspects, Toys--Psychological aspects, Sex differences, BF692.2 G466 1996, BF692.2 .G466 1996, 305.3",Paperback,What does Strawberry Shortcake tell us about the female body? Is a neck tie anti-establishment? An entertaining study of the design of everyday objects and their gendered allegiance.<br>,en,1,"Height: 9.75 Inches, Length: 7 Inches, Weight: 1.35 Pounds, Width: 0.75 Inches",22.95,https://images.isbndb.com/covers/47/55/9780719044755.jpg,Success,49,19.5
