ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,16.4
0-87816-200-3,A Century of Women Cartoonists,"Robbins, Trina",Kitchen Sink Pr,180.0,1993-06-01,,Paperback,"This Books Is About Cartoonists, And Only Cartoonists. Women Writers Are Only Mentioned When They've Worked With A Woman Cartoonist. Also, This Book Is A History Of Women Cartoonists. The Queens Of Cute -- The Pursuit Of Flappiness -- Depression Babies And Babes -- Blond Bombers And Girl Commandos -- Tradition -- Chicks -- Women, Womyn, Wimmin. By Trina Robbins.",en,,"Height: 10.75 Inches, Length: 8.5 Inches, Weight: 1.5 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/20/00/9780878162000.jpg,Success,80.0,16.4
0-87816-200-3,A Century of Women Cartoonists,"Robbins, Trina",Kitchen Sink Pr,180.0,1993-06-01,,Paperback,"This Books Is About Cartoonists, And Only Cartoonists. Women Writers Are Only Mentioned When They've Worked With A Woman Cartoonist. Also, This Book Is A History Of Women Cartoonists. The Queens Of Cute -- The Pursuit Of Flappiness -- Depression Babies And Babes -- Blond Bombers And Girl Commandos -- Tradition -- Chicks -- Women, Womyn, Wimmin. By Trina Robbins.",en,,"Height: 10.75 Inches, Length: 8.5 Inches, Weight: 1.5 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/20/00/9780878162000.jpg,Success,82.0,16.4
1-895640-04-0,Fragments Recalled at Eighty: The Art Memoirs of Ellen H. Johnson,Ellen H. Johnson,Gallerie Pubns,159.0,1993-01-01,"Johnson, Ellen H, Art historians, Art historians--United States--Biography, Art, American, Art, American--20th century, N7483.J64 A3 1993, 709/.2",Paperback,Edited With An Introduction By Athena Tacha. Includes Bibliographical References.,en,,Weight: 0.7 Pounds,12.95,https://images.isbndb.com/covers/00/45/9781895640045.jpg,Success,81.0,16.4
1-55553-172-5,Efronia: An Armenian Love Story (Women's Life Writings from Around the World),"Katchadourian, Stina",Northeastern,160.0,1993,"Katchadourian, Efronia , 1894-1986, Women--Biography, Women--Armenia--Biography, Armenian massacres, 1915-1923, CT1919.A758 K384 1993, 956.6/202/092 B",Hardcover,"When Eighty-two-year-old Efronia Katchadourian Fled Civil War In Lebanon For The United States In 1976 She Brought Little Except Pistachio Nuts, Dried Figs, Dates, And The Searing Memory Of Her Secret, Lost Love. Efronia Was Born In 1894 To A Christian Armenian Family Living In The Ottoman Empire. Though Her Father Was Brutally Murdered When She Was An Infant, His Death Was Only A Foreshadowing Of The Greater Tragedies That Would Befall The Armenian Community And Dramatically Alter The Young Girl's Life. Efronia Grew Into A Beautiful Young Woman And Was Pursued By Many Elegible Suitors. Despite Her Desires For Stability And Freedom From Her Irresponsible Brother, She Spurned Them All. But Ramzi Was Different; She Fell In Love With Him When They First Met. However, Their Passionate Feelings For Each Other Could Not Surmount The Cultural, Political, And Religious Obstacles To Their Marriage, For He Was A Persian Moslem, She An Armenian Christian. Even If There Was Some Hope That Her Family Would Eventually Consent To The Union, That Hope Was Destroyed After The Eruption Of World War I And The Massacre And Deportation Of Armenians Living Within The Ottoman Empire. For Half A Century, Efronia Told No One Of Her Secret Love For Ramzi. Only When She Was In Her Late Eighties, Living In Northern California With Her Son And His Wife, Did She Write Her Memoirs, Finally Revealing The One Love Of Her Youth, Which Never Diminished Throughout Her Lifetime. After His Mother's Death, Herant Katchadourian Translated Her Tragic Account, Discovering Much That Was New Even To Him. Stina Katchadourian Has Woven Into The Work Her Memories Of Her Mother-in-law And Provided The Historical Backdrop That Is Frighteningly Familiar In This Age Of Final Solutions And Ethnic Cleansing. The Result Is An Unforgettably Poignant And Moving Narrative. Told With Great Warmth, This Gripping Account Of A Strong And Spirited Woman Evokes A Place And Time That, Though Destroyed Forever, Will Never Be Forgotten By Armenians In Exile Throughout The World. Stina Katchadourian. Based On An Unpublished Memoir By Efronia Katchadourian Translated By Herant Katchadourian. Includes Bibliographical References (p. 219-221).",en,,"Height: 9.25 Inches, Length: 5.75 Inches, Weight: 1.05 Pounds, Width: 1 Inches",1.99,https://images.isbndb.com/covers/17/20/9781555531720.jpg,Success,55.0,16.4
1-895349-01-X,Snakes and Ladders,"Ann, Kathryn",Impertinent Pr,,1994,,Paperback,,en,,"Height: 8.75 Inches, Length: 5.75 Inches, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/90/16/9781895349016.jpg,Success,101.0,16.4
0-8077-6217-7,,,,,,,,,,,,,,Error,61.0,16.4
1-55934-090-8,Sex & Gender: An Introduction,"Lips, Hilary M.",Mayfield Pub Co,482.0,1993,,Paperback,,en,2nd,"Height: 9.25 Inches, Length: 1 Inches, Width: 7.5 Inches",52.2,https://images.isbndb.com/covers/09/08/9781559340908.jpg,Success,54.0,16.4
0-943739-16-0,"Chicano Art: Resistance and Affirmation, 1965-1985",,Univ of Arizona Pr,373.0,1991,"Mexican American art, Mexican American art--Exhibitions, Politics in art, Politics in art--Exhibitions, Mexican Americans--Civil rights, N6538.M4 C45 1991, 704/.0368/7207307479494",Hardcover,"Salvador Roberto Torres -- Emanuel Martinez -- Rupert García -- Alfredo Arreguin -- Yreina D. Cerv́antez -- Amando M. Pen̂a Jr. -- Daniel Galvez Leo Limón -- José Montoya -- Jesse Trevin̂o -- Wayne Alaniz Healy -- Zarco Guerrero -- Emanuel Martinez -- Mike Maestas -- Al Sanchez -- Fred Sanchez -- Judith F. Baca -- Asco -- The Royal Chicano Air Force -- Los Four -- Mel Casas -- Edvardo Carillo -- Daniel Desiga -- Cecilia Concepción Alvarez -- Ruben Trejo -- Carmen Lomas Garza. Delilah Montoya -- Louis Carlos Bernal -- Santa Barraza -- Liz Lerma Bowerman -- Larry Yán̄ez -- Maria Luisa Delgado-partin -- Amalia Mesa-bains -- Yolanda M. Lopez -- Celia Rodnguez -- Juana Alicia -- Isabel Castro -- Celia Mun̂oz -- Barbara Carrasco -- Ester Hernandez -- Gilbert Mago Lujań -- Gronk -- Carlos Almaraz -- Frank Romero -- Ceśar A. Martinez -- John Valadez -- Patssi Valdez -- Antonio Bernal -- Elizabeth Sisco -- Carlos Cortez Koyokuikatl. Andrew Zermen̂o -- Leo Tanguma -- Carolina Flores -- Anita Rodriguez -- Ignacio Gomez -- Juan Fuentes -- David Alfaro Siqueros -- Xavier Viramontes -- Malaquias Montoya -- Felipe Ehremberg -- Harry Gamboa Jr. -- Dinae Gamboa -- Willie Herroń -- Humberto Sandoval -- Patricia Rodriguez -- M.t. Bryan -- Jose Sina Qvezada -- East Los Angeles Streetscrapers -- Luis Jimenez -- Guillermo Goḿez-pen̂a -- Robert C. Buitrón -- Ricardo Favela -- Larry Burrows -- Ernesto Martinez -- José Gamatiel González. Amando M. Pen̂a Jr. -- Joe Bastida Rodriguez -- Marcos Raya -- Linda Ducero -- Pedro A. Rodriguez -- Adam Avila -- Ricardo Valverde -- Rene Yan̂ez -- José Galvez -- Charles Chaz Bojórquez -- Rodolfo B. Ornelas -- Antonio Perez -- Miguel A. Gandert -- Mario Castillo -- Juan Silvero Gronzalez -- Esteban Villa -- Raymond Patlán -- Emilio Aguayo -- Guillermo Aranda -- Ernesto Palomino -- Lee Orona -- Spain Rodriquez -- Jesús Chuy Campusano -- Ruben Guzman -- Manuel Unzueta -- Gilberto Gozman -- Geronimo Gardun̂o -- Samuel Leyba -- Leo Tanguma -- Charles Cat Felix -- David Torrez -- Joe Ramos -- Mel Casas -- Kathy Vargas -- Santos Martinez -- Teddy Sandoval -- Luis Le Roy -- Carlos Santistevan. David Diaz Guerrero -- Liz Lerma Bowerman -- Carlos Fresquez -- Alex Galindo -- Rudy Fernandez -- Linda Vallejo -- Gaspar Enriquez -- Peter Rodriguez -- David Avalos. Edited By Richard Griswold Del Castillo, Teresa Mckenna, Yvonne Yarbro-bejarano. Published In Conjunction With The Exhibition Organized By The Ucla Wight Art Gallery And The Cara National Advisory Committee And Held At The Wight Art Gallery, Univ. Of Calif., Los Angeles(u.c.l.a.), Jan. 26-mar. 18, 1991 And At 9 Other Locations In The U.s. Through Aug. 1, 1993. Includes Bibliographical References (p. 367-369).",en,First Edition,"Height: 12.75 Inches, Length: 9.5 Inches, Weight: 4.65 Pounds, Width: 1.25 Inches",59.95,https://images.isbndb.com/covers/91/68/9780943739168.jpg,Success,82.0,16.4
0-525-93708-0,In the Company of My Sisters: Black Women and Self-Esteem,"Boyd, Julia A.",Dutton,147.0,1993-11-01,"African American women--Life skills guides, African American women--Psychology, E185.86 .B648 1993, 305.48/896073",Hardcover,"Drawing On Her Work As A Therapist And Educator, As Well As The Lives Of Her Sisters, The Author Explores The Familial, Personal, And Social Struggles Faced By Black Women, And Offers Ideas For Finding Strength And Self-esteem. Pt. 1. Is This A Black Thing? 1. What Is Self-esteem? 2. Something's Got A Hold On Me. 3. What Makes Self-esteem Different For Us? -- Pt. 2. Hometraining. 4. Before Our Time. 5. Family Legacies. 6. Starting From Scratch. 7. What Madness Brought Me Here? 8. The Misinformation Of Education. 9. Taking The Time To Say Good-bye -- Pt. 3. Lord, Hold My Hand While I Run This Race. 10. Ain't Nobody Like My Baby. 11. Women As Friends. 12. Mad Love Affair. 13. Sexual Heal'n. 14. Body Taik. 15. Show Me The Way -- Pt. 4. Public Lies And Private Truths. 16. Got A Job To Do. 17. Up Close And Personal. 18. Feel'n The Feel'n -- Pt. 5. In The Company Of My Sisters. 19. Sisters With A New Attitude. 20. Mov'n On. Julia A. Boyd. Includes Bibliographical References (p. [148]).",en,1,"Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.55 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/70/81/9780525937081.jpg,Success,4.0,16.4
