PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 07-01-1995
Contributed by: Carol Seajay; Dik Cool; Amy E. Bartell; Florence Howe; Susan Cozzi; Louise
Fleming; Dick Mcleester; Laurie Fuchs; Dianna Leach; Ruth Gottstein; Lisa Frank; Joan
Drury; Nancy K. Bereano; Joani Blank; Leigh Davidson; Charlotte Gutierrez; Asha
Mehrling; Carlos Suarenz; Jim Marks; Kanani Kauka; Mary Ellen Kavanaugh; Mary Gaul;
Nancy VanArsdall; Audrey J. May; Beth Morgan; Kate Huard; Dorothy Holland; Roz
Warren; Tee A. Corinne; Nan Cinnater; Alexandra Wilson
Stable URL: https://www.jstor.org/stable/community.28036368
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Feminist
Bookstore
News Iivi:
©1980- TONLVeS1e2—
July/August 1995 Volume 18 Number 2
Femina Seriaj am F327%
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
O0 000
The exciting story this issue has been the un- the booth), our order file (which had notes but, hope-
folding tale of the first amendment abuses and the fully, no orders in it), and a tape recorder. If other
arrest of three demonstrators at this year’s ABA con- exhibitors or news media had similar experiences,
vention during the “No Newts” demonstration. we'd like to hear about it. We'll continue to follow the
Everytime we thought we had a handle on the story, arrests and harassment stories from ABA. Please call
more information would arrive from another direc- us if you have any further information.
tion. Charges against one of the arrestees (sales rep
Sue Ostfield) have been dropped. The other two go to FBN’s new e-mail address is Seajay@dnai.com.
trial on July 26. The story starts on page 21 in our (or Seajay@hopf.dnai.com).
report on the ABA convention. The more detailed Beth asks me to remind you that we're always
story about the arrests and the First Amendment looking for booksellers to “adopt” various main-
abuses starts on page 27. The problems and challenges stream publishers and write announcements for their
are many and Varied. forthcoming books. If you're interested, give Beth a call.
That such flagrant First Amendment abuses Yours in spreading the words,
occurred at ABA is both outrageous and embarrass-
ing. That one arrest (for passing out leaflets) occurred
even as ABA officials were insisting on Newt
Gingrich’s “right to speak” raises serious questions FBN
about whose First Amendment rights are valued át
A AB BA A. rT eh ga ist t e e rq eu da l l ay r r ea sb ts eu er sd w c eh ra er g le es f t a g ta oi n s st t a nt dh e w n ho iln e- ABA Deadlines
worked to have charges against the ABA exhibitor
dropped underscores that question. If ABA partici-
pants can be arrested at McCormick Place, and taken
to jail, will any of us be free to even attempt to voice Fall Announcements
our opinions at future conventions in Chicago or at
any ABA conventions anywhere? August 4
If private security guards and the Chicaco police
par ue b l it sh hi es r s e a eg ne gr a gt eo d a ir nr e s st u c han d “ r ah da ir ca as l s a nbo do k ds ae nll ge er rs o ua sn ”d November Issue
activities as holding up placards and passing out leaf-
lets, one has to be very worried about next year’s September 22
Democratic National Convention in Chicago.
Another convention note: FBN’s booth was “bro- International Voices (Jan.)
ken into” Monday night after the convention ended. November 20
Several things were taken, including tapes of various
workshops and meetings (but blank tapes were left in
Volume 18 Number 2 July/August 1995
S10-7S5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
Introducing Fall Titles
Making Ourselves at Home: = Milkweed
Artists and Writers o Women B uSi l d: e r*s R&e g Dioensiagl n eArust hNor Tour
Judith Pierce Rosenberg Janice Goldfrank + National Ads & Publicity
Ursula Le Guin, Rita Dove, Dorothy Allison, Faith Incredible true accounts of women who mustered 308 pages, 6 x 9,
Ringgold, Linda Vallejo, and twenty other remark- the courage and resources to do what few men and P e
able artists and writers illuminate how their chal- eyen fewer women ever do: design and build their
lenging and renewing experiences as mothers have own homes. From architects to novices, experi-
shaped their creative work. “I look forward to rec- ences range from building log cabins to adobes to
ommending this to my friends who, like so many highrises. Oversized and loaded with photos, this
women, need this book.” —Janet Sternburg, is a unique book about women’s home building.
author ° 10,000 First Printing • National Workshop Tour
° 11,500 First Printing * $13,000 Marketing Budget o Direct Mail to Consumers * In-Store Support Materials
° 10-City Author Tour * National Ads & Publicity ° National Ads & Publicity
288 pages, 7 x 9.25, 5-color cover, acid-free paper 250 pages, 8.5 x 11, 5-color cover, acid-free paper
ISBN 0-918949-53-X, paper, $14.00 ISBN 0-918949-26-2, paper, $20.00
ISBN 0-918949-54-8, cloth, $25.00 Pub. date: October 1995
Pub. date: September 1995
Legacy: Gifts from a Grandmother, Elizabeth A. Mikesell, Quotes for daily living by “Grandma.” Compact for easy
cash register selling. 80 pages, 6 x 4.5, 5-color cover, ISBN 0-918949-68-8, paper, $6.00. Pub. date: August 1995 Mai 10USC
In the Garden of Our Own Making, Barbara Sperber, Focusing on adoption, this poetry gift book is for adult chil- Sherry Roberts |
dren and their parents. 116 pages, 6 x 9, 5-color cover, ISBN 0-918949-69-6, paper, $9.00. Pub. date: October 1995 s Nali ds
Co-op Advertising e ® DISTRIBUTED BY INBOOK.
Available M Also available through Baker & Taylor,
1-800-927-5913 No Bookpeople, Ingram Book Company, and
Pacific Pipeline. 5G02
July/August 1995 2 Volume 18 Number 2
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-918949-53-X', '0-918949-26-2', '0-918949-54-8', '0-918949-68-8', '0-918949-69-6']"
6,"Feminist Bookstore News
Editor & Publisher PEESI
Carol Seajay
Assistant Editor ARTICLES :
Beth Morgan ABA Convention Repot. ............ 21
Advertising They Arrest Sales Reps, Dont They? ... 27
Jenn Tust and Kathryn Werhane NFBW Success Si0oriesS: =. a 35
Columnists TCB: Chasing Co-Op Dollars Part2 ....... 45
Art Books Tee Corinne BOOKSIOre NEWS . . u 41
Canadian Books Alexandra Wilson LORSIS: ae aiee t 5
Gay Men's Literature Richard Labonte News/Shørt:Siories; sas soii iess s detu 11
Humor s Roz Warren John Miller Update • The Lammies: Winners, Fantasies & A Few
Mainstream Publishers Sandi Torkildson Facts • Before Columbus Foundation’s American Book Awards •
Mysteries Nan Cinnater Just in Time for Beijing: China for Women News from Astarte
Science Fiction Susanna Sturgis Shell Press
University Presses Mev Miller
Proofreading DE PARTMENTS
Elaine Blake, Pat Kelso, Carole London Ad Index==. se a. 88
and Jenn Tust Announcements ...... (will return next issue)
Cover Art Back to Press & Other Good News ....... 51
T.O. Sylvester (Dyke Strippers/Cleis Press) | Classified Ads... 87
a ipti rmation:= S wa A A
Feminist Bookstore News Subscripliefiinformatie S9
2 35P8 O M ar kBet o Sxtr ee t 8 T8he2y 5 W5e4nt ThTatH-A-VWaIy R2E E e S Ne 4 7 17
San Francisco CA 94188 Writing Wanted. . . e a R 49
415-626-1556 FAX: 415-626-8970
Printed in USA THE BOOKS
FEMINIST BOOKSTORE NEWS is the communications Art BOOkS =.. a ale n a atita k 55
vehicle for the informal network of feminist bookstores. :
FsBtoNr essac h iens 5t0h0 e f eUm.iSn.i s ta nandd Cfeamnaindiast i naesn wpoeolll Caasn a dfiaenm Binooiskts =b. o 0o k 0-0 A g a : A N: Y S: SELU 60
sellers in England, Europe, Australia, New Zealand, Gay Men’s Lit. =.. 9. (will return next issue)
tIenadchiae,r s ,J bapooakn r aenvidew eKrse,n ypua.b l iLshiebrrsa rainadn s f, e mwinoimste nb’isb l ios-t u UdMieOs 0H A 5 2a.
philes comprise the remainder of the subscribers. : Müúltimedia . © v. pV N A M E 53
Letters, articles, news items and announcements should :
be received the tenth of the month preceding publication. Mysteries ns U A a 57
Saiugnlhedo rarst i cNless a ntd ileatataer s W arUe t hOe W reNsp o nFsiIbBilSitSy0 8of 3th..e iO u rs O aw n r P r eastseis 61
pFuEbMlIisNhIeSdT bBiO-mOKoSnTthOlRyE inN E WJaSn u (aIrSySN, : M 0a7r4c1h-,6 5 M55a)y ,i s J Puülyb,l is ih e irnst iR oi w is.. 2 A0. n 75
September, and Novemberby FEMINIST BOOKSTORE ScienceFiction. =... (will return next issue)
NSEeWcoS n atd -2C35l8a s Ms ar kPeot s Stta.,g eSa n p Fariadnc i scaot, CSAa n94 1 1F4.r aTnhec iSsmcaoll, P rCesAse.s . := =s., i, 65
PINOSITSMT A SBTOERO: K PSlTeaOseR Ese n Nd E aWddSre, ss P cOh a nBgoesx t o8 8 F2E5M5-4 , U nSiavner s iFtyr a nPr-e s s`e s .; ..y.. (wwill return next issue)
cisco, CA 94188-2554. Womens:MUSÍC. 1: ss. (will return next issue)
Volume 18 Number 2 3 July/August 1995
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"READING FOR EVERY WOMAN
ALYSON
THE FEMME MYSTIQUE
Lesléa Newman, editor
A fascinating and insightful look at the world of femme identity within
the lesbian community, written by femmes, former femmes, femme
wanna-bes, femme admirers, and, of course, femmes fatales. Through
poetry, essays, short fiction, and photography, The Femme Mystique ex-
plores what it means to be a femme and a lesbian in a society that often
trivializes the feminine.
319 pages • $11.95, trade paper • ISBN 1-55583-255-5
THE HADRA
Diana Rivers
This third book in Diana Rivers’s critically acclaimed series chronicles
the further adventures of the fiercely proud tribe of women, the Khal
Hadera Lossien. Engrossing, sensual, and rich with detail, Rivers’s story-
telling leaves us truly believing in this fantasy tribe of lesbian warriors.
317 pages ° $9.95, trade paper • ISBN 1-55583-319-5
AMNESTY
Louise A. Blum
Maura Jaeger has hidden herself in the hills of rural Pennsylvania,
teaching English at a small state college and rigorously avoiding all rela-
tionships. When her father dies, she must return to the small town
where she grew up, confronting ghosts at every turn. Forced to re-exam-
ine the childhood that she has fought so hard to forget, Maura must
grant herself her own amnesty, and begin to live her life on her own terms.
206 pages • $19.95, cloth • ISBN 1-55583-276-8
Order from Consortium Book Sales & Distribution, Inc., 1045 West-
gate Drive, Suite 90, St. Paul, MN 55114; 800-283-3572. Selected
ALYSON PUBLICATIONS - 40 Plympton Street ° Boston, MA 02118
4 Volume 18 Number 2
July/August 1995
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['1-55583-255-5', '1-55583-319-5', '1-55583-276-8']"
8,"Feminist Bookstore News
Syracuse Cultural Workers they could not hand out a leaflet (ABA does have an
PO Box 6367 affiliate project called the American Booksellers Foun-
Syracuse NY 13217 dation for Free Expression, doesn’t it?!). One was “de-
tained” and told she would have her badge taken
Bernie Rath & Board of Directors away if she continued to leaflet. Others inside the
American Booksellers Association lunchroom were dragged out while several people
828 South Broadway outside the room were arrested on absurd charges
Tarrytown NY 10591 such as assaulting a police officer.
We strongly request ABA do everything in its
Dear ABA Board of Directors, power to see that all charges are dropped against al!
We are appalled and angered at your decision to people who were exercising their first amendment
invite rightwinger and censorship advocate Newt rights. We also expect that you will notify all exhibi-
Gingrich to speak at the 1995 ABA convention. As tors and ABA members regarding the resolution of
Speaker of the House, he has more than adequate these arrests.
media attention devoted to his pro-rich stances.
The United States does indeed have huge, huge J
problems to deal with, problems that are already erod-
ing the quality of life and justice in this nation. Mr.
Gingrich’s solutions, however, will only exacerbate All of this is an embarrassment to the ABA, to the
these problems while aiding those who need it the exhibitors and to the world of book publishing. At the
least — the wealthy and powerful. least, an apology is in order. A quote from Dante is
The vast majority of booksellers and exhibitors expecially relevant in regard to your actions.
do not support Gingrich’s positions as evidenced by The hottest places in hell are reserved for those who, in
the fact that you found it necessary to bypass the very times of great moral crisis, maintain their neutrality.
process your organization has established to select Sincerely,
speakers. We are outraged that you chose to ignore Dik Cool & Amy E. Bartell,
your selection committee’s decision and we congratu- for the Independent Political Publishers
late those Chicago area booksellers who resigned
rather than be a party to your choice. Additional signers:
Your approach to this whole thing reminds us of Calyx
a values-poor advertising company that comes up Rising Tide
with an incredibly racist, sexist, homophobic cam- Second Story Feminist Press
paign and, if it sells the product, calls it a big success. Florence Howe, Publisher; Susan Cozzi, Dir:
When the inevitable protests ensued, your re- Feminist Press of CUNY
sponse was repressive and outrageously inappropri- Louise Fleming, Gynergy Books
ate. And please don’t blame it on GES — it is still your Kitchen Table/ Women of Color Press
convention, isn’t it? Two of our members were told Dick Mcleester, VisionWorks
July/August 1995
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
Iele Aele
Laurie Fuchs, Ladyslipper, Inc.
Dianna Leach, Paradigm Publishing
Ruth Gottstein, Volcano Press
Lisa Frank, Cleis Press
Joan Drury, Spinsters, INK
Kelsey St. Press
Nancy K. Bereano, Firebrand Books
Joani Blank, Publisher; Leigh Davidson, Managing
Editor; Charlotte Gutierrez, Promotions:
Down There Press
Asha Mehrling, Carlos Suarenz: South End Press
Lambda Book Report
1625 Connecticut Avenue NW
Washington DC 20009
Dear FBN,
Now that the Lambda Literary Awards are over,
I wanted to write thanking you for your thoughtful
Lammy piece in the May/June FBN. The item raises a
number of points that I'd like to try to address.
We've tried to make the process of administering
the awards as “neutral” as possible — not slanted
toward any particular author or point of view about
gay and lesbian life, nor toward any particular seg-
ment of the lesbian and gay publishing industry. As
we look over the books nominated by Lambda Book
Report readers and others, at the list of books chosen
LADY BORION by the finalist committee, and the winners chosen by
the panels of judges, we are, like you, interested in
FOREWORD BY GRACE PALEY what the results tell us about trends and develop-
ments in the field.
Certainly, the FBN article highlights one such
“Humane, angry, loving, smart, relentless, trend, the increased participation by corporate presses
sweet, brave, caring...” in publishing gay and lesbian books. FBN wonders if
° Tim O’Brien, author of In the Lake of the Woods there is an inherent bias toward these corporate
presses in selecting Lammy finalists. Looking over the
“Vivid and eloquent... Rare for its honest, people who served on this year’s finalists committee,
it seems highly unlikely that there was a personal bias
straightforward look at the ordinary people toward mainstream presses among the committee
we fought and their accomplishments members. If corporate presses have any advantage,
and sufferings.” we think it lies not in the process, but much deeper, in
Photo: courtesy of Lady Borton ° Kirkus Reviews the economic conditions of publishing, in which
presses with more money and distributional clout are
IN BOOKSTORES NOW FROM VIKING ` able to outbid feminist presses for talented, experi-
enced and well-known writers.
July/August 1995 Volume 18 Number 2
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"Feminist Books to—re NFewsť—
While we have little control over publishing does represent a considered and representative judg-
trends, we do set the ground rules for the Lambda ment, and is, in our opinion, better than trying to
Literary Award process. The guideline we have tried second-guess the process.
ct oo n tf eo nll to ; w a s in F B d Ne t e nr om tein s,i n “g t h n eo m auin thee os r i ds o eg sa ny ’t a nn ed e d l e s tb o ia bn e r
gay or lesbian for a book to be nominated.” In practice,
it has not always been easy to determine whether a
given book in fact meets this guideline. Two years ago, We were particularly interested in the com-
there was a firestorm of criticism when Dorothy ments about “co-genderizing” the Lambda Literary
Allison's Bastard Out of Carolina was not nominated Awards categories. Over the past two years, we
for a LLA Lesbian Fiction Award. It didn’t seem to have increased the number of categories that in-
draw much ¢riticism, but last year’s Lesbian Fiction clude both men and women, so that currently eight
Award winner, Jeanetter Winterson’s Written on the of the eighteen awards are open to gay men and
Body, deliberately obscured the sex of the narrator; it lesbians. The motives behind this were partly prac-
might be described as “meta-lesbian” fiction in that tical — such as avoiding a proliferation of awards
this deliberate ambiguity forces the reader to con- — and partly, we felt, a reflection of what was
front questions about gender and sexual identity, to actually happening in the literary marketplace. Two
ask, what difference does it make if the narrator is years ago, we were encouraged in moving in this
a woman? a man? Finally, this year’s Lesbian Fic- direction after reviewing the results of voting on the
tion winner again raises questions of content. existing co-gender categories, and seeing that it ap-
peared that judges really were voting on the basis
whether this book, which tells of gay men with of literary merit — that is, men had no hesitation
AIDS and their relationship with their woman car- about voting for books written by women, and vice
egiver, has any “lesbian content” while author Re- versa. The one change that we did make in this area
becca Brown, in her moving acceptance speech, was to expand the number of judges in each co-gen-
made it clear that she sees the dynamic of the book der category from five to six, and make sure there
in the relationship between a lesbian woman and was gender parity in the panels.
the gay men she cares for. Does putting books in co-gender categories create
a bias toward books with contributions by both men
IL and women? This is a provocative question, and one
that we'll run by the judges in our Lammy follow-up
mailing. The results of this year’s awards are mixed,
In cases such as these last two, we have made it a but they are not inconsistent with the view that there
policy to defer to the judgment of the finalists commit- isn't a bias. The Fiction Anthology winner was Chloe
tee and the LLA judges. Finalists committee members Plus Olivia, an all lesbian collection edited by Lillian
have on more than one occasion commented on the Faderman, not the co-gender High Risk 2, edited by
fitness of particular books to be nominated, while Amy Scholder and Ira Silverberg nor Lavender
judges can, and do, use the lack of gay and/or lesbian Mansions, edited by Irene Zahava. In Science Fiction,
content as a criterion for selecting LLA winners. While all the books nominated were written by women,
the resulting selection can’t be called a consensus, it although the lesbian content varied from book to
July/August 1995
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:29:30 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
