PageNumber,Text,ISBNs
1,"Feminist
Bookstore
News Blv
FEMINA SRI F32479
February 1988 Volume 10 Nuber 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"BUILDING
WOMEN’S STUDIES
COLLECTIONS |
: A RESOURCE GUIDE
n Esd by doan Ae | :
In Cooperation with the Women’s
Studies Section, Association of
_ College and Research Libraries,
American Library Association
nonprint sources, electronic databases, bookdealers and distributors, and service
subject.
NINASTMITEU T=I O mN _T I T> L —E _
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"The Feminist Bookstore News
NOTES FROM
THE
oOOo000 O00000
It's the spring planning season already. Meanwhile, plans for the Third Internation-
Time to read the spring catalogs (and read cata- al Feminist Bookfair in Montreal are moving
logs and read catalogs), write orders and make right along. The dates are June 14 to June 19.
t Fr ea mv ie nl i sp tl a n Bs o o kf fo ar i r A iB nA M an ond t rt eh ale -T -h i nrd ot I n tot e r mna et ni to in oa nl wIf r y itou e h ta ov e n t't h er ec e Biv oe od k y o Fu ar i rin f ao trm a 4t 0io 6n 0 ,p a c bk oet u, l. St.
budgeting for the travel, scheduling to cover Laurent, bureau 204, Montreal Quebec H2W 1Y9.
t th axe e ss .tore while you're gone and -- oh yes -- do P aa gt oty sC aa ylla ih na gn f tr hom at C tra hzy e L Cad ai nes a d c ia all ned Pa o m sto m Oen ft fice was
returning mail addressed to the Book Fair that
There are tentative plans afoot for another didn't include the suite (bureau) number. Sorry
Feminist Booksellers Day the Friday before ABA. we didn't have it in time for the last issue.
The day-long meeting last year was very exciting
and very high energy. Thirty-some women attended FBN Columnists: Betsy Nuse has offered to
(???) and the plan is to do it again this year.
If you're interested in helping to organize it
this year (and/or if you know of a good place to
meet in the Anaheim/Disneyland area) please call
FBN at 415-626-1556. There have also been re-
quests to include a meeting with the feminisť
publishers sometime during the day, as well as
to discuss bookstore issues. Suggested topics
include bookstore promotion and expanding audi- Deadline
ences, a workshop on in-store publications
(calendars, catalogs, and new book lists), fi-
nancial planning for the long-haul and for long-
term bookstore workers, financing for expansion,
staff benefits, and a brief computer users
group. What we actually do will be up to the Next Issue:
women who plan to attend, so please send in your
suggestions as soon as possible so we can get it
set up in good time for women to make travel March 14
plans.
Faith Conlon (Seal Press) and Cathy Hil-
lenbrand (The Real Comet Press) suggest The May Issue:
Candy Cane Motel as an economical place to stay.
Rooms start at $30/night and the motel is in
walking distance of the convention. Address ís
1747 S. Harbor Blvd., Anaheim CA 92802. 800-382- April 15
7697. (800-382-7695 inside California.) Tell
them you're part of the Seal/Real. Comet block.
Volume 10 Number 5 February 1988
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"The Feminist Bookstore News
oOo0o0000 O00000
do on ongoing Poetry for Feminist Bookstores Economics -- Yours: About the end of April
column for FBN. The first column will be about (post-tax time) we'll be sending you FBN's
what poetry sells (and what doesn't) and tips Second Ever Economics Survey. The last one was
and strategies for successfully selling poetry. sİX Or seven years ago and sales have increased
Betsy's questionnaire is enclosed. Please return so much over that period of time that we've
it by April 7, if possible, so she can include decided to do another. Post-tax season seems
your responses in the following issue. Betsy is easiest, since most booksellers will have fig-
a former Toronto Women's Bookstore staffer and ures handy then. We'll be asking for sales in-
later began and ran Boudicca Books for five formation, growth rates, number of years in
years. Boudicca was an antiquarian business in business, inventory size, store size, community
books by and about women. size, number of staff, number of worker hours/
week, and questions about staff salary and bene-
fits. The’ goal is to compile the information and
give us back a profile of ourselves, our suc-
cesses and the possibilities. All responses will
be confidential and only summary statements will
rd be published. | think that the information will
International be very useful to the bookstores. | also think
that we are, all together, doing a very impres-
Feminist Bookfair sive amount of book sales and that it is to our
benefit to know how powerful we are and to have
June 14-19, 1988 that figure in hand at places like ABA to remind
publishers that we are still here, still selling
books, and that the ""fad"" isn't over yet!
Sandi Torkildson is looking for a partner
(or two) to share the mainstream publishers col- Late-breaking news: Harper and Row has just
umn. If you're interested (or can be coerced), signed up as a financial sponsor for the You Can
call her at 608-2257-7888 or me at 415-626-1556. Do Something About AIDS book project. (See story
It's a really important column and a job that page 11.) They're the first major publisher to
needs to be divided a couple of ways to make it contribute. The Book-of-the-Month-Club has also
manageable. endorsed the project and will offer the book to
FBN is also looking for an east coast/NYC its members. BOMC is also contributing $10,000
ad sales rep. If you're interested or know any- toward production costs. Ingram has volunteered
one with the skills, please call. to handle distribution.
Economics -- Ours: Subscribers who renewed
with the last issue (and those of you getting Carol
renewal notices now) will note that we've raised
our subscription price to $50/year. Most of that
will go to financing the increased size of the
magazine. I| like to think we'll be a monthly by
the end of the year, but that depends on getting
a laser printer. Next issue will include our
annual report on FBN expenses and income.
February 1988 Volume 10 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"The Feminist Bookstore News
FBN | CONTENTS
Editor & Publisher
N DEPARTMENTS
Art Notes From The Computer Table 1
Meg ara Colins Letters 5
Re e» u Back Ou t otf o Pr in t P Brookes s Wsan t ed1 171
Tt OOKS ee orınne
Children's Books KT Horning They Went That-A-Way 23
Feminist & Small Press Carol Seajay Trivia 25
Gay Men's Literature Donna Szeker
Mainstream Publisher Sandi Torkildson Bestsellers 42
Mysteries Karen Axness Classified Ads 72
Poetry Betsy Nuse
Science Fiction Susanna J. Sturgis
University Press Kris Hoover
Young Adult Books Christine Jenkins ARTICLES
Office Manager Advertising on the Radio 7
Fee SBA Refuses NYC Bookstore 9
You Can Do Something About AIDS 12
Proofreading AIDS Programming 14
Pat Kelso Kavya for Women 15
i Short Sories: Virago, Silvermoon, A Woman's Place 18
Pam r 4156261556 Bookstore Profile: Southern Wild Sisters 20
Canadian Feminist Fiction 27
The Feminist Bookstore News
2120 Market St. Suite 208
PO Box 882554
San Francisco CA 94188 TH E B O O KS
415-626-1556 Books FAorr Btu dd iBng o Foemkinsis ts 3 357
communications vehicle fo the mnlormal natn of famat Science Fiction 39
boTo eklElesrtsSo rinEe sE nI gnUi u , h Eeu r oGUpeS, . a A u#ystr0al dia , CNMeawn aeedalaann d ,a ' ssa i w' .elLi iast efermainti u Mrysete ri es4 341
SSE U From Our Own Presses 45
Kes ayes i Janua Mareh Ma Jay Sisiane dad From The Small Presses 51
iieSateNn. SDgod arsies. an i Snehn ao ar mtaB U nRiverasitvy ePrsess es 5662
Years, 2S8"" for Ganadian posiago, and SiZ for overseas On Publisher's Row 63
Mass Market Titles 71
Volume 10 Number 5 3 February 1988
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['']
6,"The Feminist Bookstore News
L'Androgyne Bookstore
3636, boul. St-Laurent
Montreal, Quebec
Canada, H2X 2V4
Dear FBN,
Every time FBN arrives, each of us has to The Crazy Ladies Bookstore
wait while the other reads it cover to cover. 4112 Hamiton Ave.
It's one of those real tests of how well people Cincinnati, OH 45223
work together. There is very little networking
in Canada or Quebec and we are starved for Happy New Year FBN,
stories of other bookstores' similar problems Our sales were up 30% last year, and almost
and effective solutions. double our 1985 sales! We've increased our hours
and now have three part-time EMPLOYEES rather
best- sO ef l l it nh ge m la in sty s t h fin rg os m w e v e an rj io oy u sr e ad Ain mg, e rt ih ce an book- t Mh uan rd ev ro l u atn t e te hr es . N O igu hr t wb oe ost d s Be all re ,r s F of ro rr e s t1987 were:
- s (at no dre s h oa wre ti hn et ye r e ds ot nin 'tg ) i tn o h ouo rw ot wh ney . correspond D Hr igea hm s H ea an rtd s , S w Bror owds n, Forrest (author appearance)
We thought you might be interested in our Daughters of Copper Woman, Cameron
best-selling French and Quebecois Lesbian ti- Going Out of Our Minds, Johnson
tles: Webster's New ...Wickedary, Daly
1. La Tete de Meduse - Mary Meigs. You are Jambalaya, Teish (author appearance)
probably familiar with the original Medusa Head. The Handmaid's Tale, Atwood
It has just been translated. Co-Dependent No More, Beattie
2 m. o dL ee r nD ""e s e nr ot v e m l a wu iv te h - a N leic so bl ie a n B r thos es mar ed .. A 'post- W Dao nm cee n o's f R Ae nal git ey r,, LS ec rh nae ef r
3. Des Cailloux blancs pour les forets obscures Women's Ways of Knowing, Benky, et al.
- Jovette Marchessault. A visionary first novel Thanks for the Out of Print column!
by one of Quebec's best known poets. Sonia Johnson will be at Crazy Ladies to
4. Athenes et ""Le Peril saphique"": Homosexualite autograph Going Out of Our Minds next week and
feminine en Grece ancienne. - Genevieve Pastre. now everyone wants From Housewife to Heretic..
5 A. A c ol' le ln ev ce tr is o nde s o i fm a g se ts o res ic ea sr p e wes i t- h c o all nec t iv ee s. say entitled iD so u ab lrle ed aa dy y j ou us tt or fem ia ti !ndered it to Bookthrift who
""What does lesbianism in literature mean?"" Thanks,
Patty Callaghan
In solidarity, [Ed. Note: Crazy Ladies is also sponsoring a
Suzanne Downs dinner with Sonia Johnson the evening after the
Lawrence Boyle autographing.]
February 1988 Volume 10 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"The Feminist Bookstore News
Green Leaf Bookshop Co-operative ClaireLight
8 B2 r: i s tC oo ll s t Bo Sn 1 S 5t B. B S1 a1 n1 t0 a P Re ot sa alu , m Ca A H 9il 5l 4 0R 4oad, Suite 5
UK
Dear Carol,
Dear Carol: A million thanks to you for your supply to
We had an unexpected visit here from Barba- Claire and Moonyean of all those back issues of
ra Grier and Donna McBride of Naiad Press re- FBN! They were a perfect holiday gift for me
cently and in conversation with them we asked if (although my lover tried to talk them out of it
there was anyone they knew of who might be able - Merrily says, ""When she gets a new issue she
to send us their discarded microfiche, par- doesn't do anything else until she's finished
ticularly for feminist books. it! What will get done around here for the next
via A A it r l ip fr tes e n Dt, i s tw re i bo urd te or r sa ll i nou r L A om ne dr oic nan , b ao nok ds direct m mo ann yth h i af p p s yh e e vg ee nt is n g a s w reh ao dl ie n gs t a tc hk e? m"") ,. lI e'm ar n s ip ne gn d ai ln lg
f cr ao tm al o I gnl uan ed s . a n Wd e B o o ok fp te eop nle , g u es tin g r eth qe uir e s tp sri n t fe od r titles - a bb uo su int e sw s.hat happened before | ever got into this
particularly feminist and psychology titles and I just got a customer request that has
o tou r m l ii cv re os f iw cho eu .ld be much easier if we had access pM uo bo ln isy he ea dn ta hn id s ym ee a r b baf yf l e Md c. C I l' em ll a nl doo k &in g S t ef wo ar r ta inbook
I just wondered if there was any feminist Toronto. It's called No Kidding: Inside the
bookstore who might be able to help out? World of Teenage Girls, by Myrna Kostash. Is
In Sisterhood, there a list of Canadian publishing houses that
Ruth Margerison we can get? Or does anybody have the address for
McClelland & Stewart? Or does anybody know a
United States distributor?
All the best,
The Enchanted Room Bookshop Lori Louise
808 East University, Suite 100
Tucson, AZ 85719
Dear FBN,
Many thanks for your recent mention of my ONIS
new bookstore in Tucson, Arizona. | am very
pleased to report that we are now open. The name
of the store is The Enchanted Room Bookshop, and Metis Press
we are located at 808 East University Blvd, PO Box 25187
Suite 100, at the Gernonimo Plaza, in Tucson. Chicago, IL 60625 CTISEDRESS
Our phone number is (602) 622-8070. As you men-
t mion ee nd ', s w ae n h da v e l e a sn b i e ax np a n bd oin og k ss ,e le c at sio n w o ef l l w o a- s a wide Dear FBN, Metis Press is a small, non-profit, all
selections of general fiction and non-fiction volunteer Lesbian/Feminist publisher. We have
works. been in the business for the past 11 years, but
A Pag ua li an , S .m Wan iy n t et rh sanks for your support. h sa tv ae f fr .e c e In 'mtly u sn ud re er g o tn he a a t c yom op ul e te r e c ch oa gng ne i z o ef the name
February 1988
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"The Feminist Bookstore News
Chris Johnson. Chris is currently in the process (I speak as a double incest survivor.) This
of passing Metis on to the next group of eager description suggests to me that all parents are
publishing lesbians. We expect that the transi- innocent. Indeed there are outside abusers, but
tion will go smoothly and that Metis can look all parents are not innocent. The fact is that
forward to a new and exciting future. all adults are responsible for their behavior
Right now, we are soliciting humorous Les- towards children. The facts are that much of
bian short stories, in the hope of publishing their past and current behavior terrifies their
either an anthology or a collection by a single own children. The title & copy dismiss this
author. Deadline for submission is April |, reality.
1988. Send manuscripts to Metis Press, Manu- Keep Your Child Safe From Kidnapping #CB44,
scriptEdítor, P.O. Box: 25187, Chicago, IL p25. Again this copy suggests that an external
60625. force endangers children & therefore takes the
We encourage anyone who has any questions focus & responsibility off the parents within
about Metis to drop us a line. We do have a the home.
catalog that we would be happy to send along. I support educational materials which ad-
In sisterhood, dress the questions of sexual abuse and child
Brenda J. Myers protection (and, as our shelves testify, there
are numerous titles that do this), but not at
the cost of absolving parents from their ac-
countability. Please consider my comments in
your future selection of materials.
FBN was asked to publish the following letters: Sincerely,
Toronto Women's Bookstore Beth McAuley
73 Harbord Street Record Buyer
Toronto, Ontario
M5W 1G4, Canada P.S. Glad to see Heather Bishop on your front
cover! She has written a moving piece on her new
To: Meridian Distributors Inc. (adult) LP A Taste of Blues about incest. Give
PO Box 93458 it a listen sometime!
Milwaukee, WI 53203
Down There Press/Yes Press
Dear Manager, PO Box 2086
Thank you for your recent catalogue. Toron- Burlingame, CA 94011
to Women's bookstore has a very small children's
music selection and we cannot extend our line at To: Sisters at Virago Press
this time. However, | would like to offer for As a very small feminist press, | have
your consideration a personal comment on two of always admired your work. This morning on our
the titles listed in the catalogue. public radio news broadcast, Weekend Edition, |
Keep Your Child Safe from Sexual Abuse heard the story about your book whose name I| did
#CB43, p23. The copy reads ""Now the secret is not catch, presumably written by an Asian young
out and parents are frightened. Parents want to woman, that turns out to have been written by a
protect their children from this serious crime."" priest.
I'm sorry - this isgrossly inaccurate! The I am disappointed that you decided to re-
majority of sexual abusers are parents who do call the book, and now that this story is known,
not protect their own children but abuse them. CONTINUED ON PAGE 71
February 1988 : Volume 10 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"The Feminist Bookstore News
on the
they've continued to run ads featuring readings
rr ea sd uio lt s a : d v re er gt ui ls ai rn g c ua sn td om r ee rp s o r at rs e s wom alke i ns gat i is nf y i an ng d aa dt v et rh te i s is nt go r e m. o T nh eyey 'r fe r o mwo r pk ui bn lg is h o en r s g wet ht oin seg wC oO r- kop
saying that they've heard the ads and the ads they are advertising on the radio.
are bringing in new customers -- who hopefully
will become regulars and will
friends as well.... Radio Ad #1:
ClaireLight is located in a small town ClaireLight Women's Books welcomes Sonia
(under 100,000?) which puts local radio station Johnson, author of Going Out of Our Minds: The
advertising within the realms of possibility for Metaphysics of Liberation to Sonoma County on
t T ah nhe dm e i r - i - n f f$ i o1 r0 rs0 m/ tw a e tae idk o s n f o w r a e da rn se . a d (b S a et sh ei a ct t hr su t en o s r f es ii rx si d tti em n te t ws. if oi c aa dti son eN 1 x9o c7v o9e m m mwb h uer e n n i c 2 a 2 s tn h iod e n . m Y fa ro du oe m m n ta a hy ti e o nr Me alc oa rl hl m e a oS d no ln i ni Ca e hs uJ rwo ch i htn hs o f n oh r e rf sr uo pm -
below.) They ""worked"" but Moonyean and Nancy did porting the Equal Rights Amendment. Sonia John-
a midnight-write on the premise that the store son is one of the most compelling and vital
could surely sound more interesting than the forces in the feminist movement today, not to
1.D./information format allowed. Nancy and M. mention one of the most controversial! She is a
Lavelle, the hairdresser next to the store read dynamic speaker, passionately challenging our
them for the radio. (See the last two ads.) thinking. Come hear her speak about her new book
""Response to them has been great!"" is the word Going Out of Our Minds: The Metaphysics of Lib-
from ClaireLight. eration. Sonia Johnson will speak Sunday, Novem-
Moonyean attributes part of the success of ber 22 at the Unitarian Universalist Fellowship
the radio advertising to the particular style of on the corner of Stoney Point and Todd Road in
the store -- being a broadly defined store with Santa Rosa at 5 PM. ClaireLight is delighted to
books of interest to a wide range of women -- bring Sonia Johnson for an evening of great
and to being located in a town small enough to insight on one of the most meaningful revolu-
make radio advertising affordable. Some of the tions of our time: feminism! Call ClaireLight
ads ran during the Christmas shopping season and for more information. Our number is 575-8879.
Volume 10 Number 5 February 1988
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"The. Feminist. Bookstore News
Radio Ad #2: Radio Ad #3 in three voices:
(Spaces indicate pauses in the reading.) 1 Hi, Gertie!
This is Claire of ClaireLight Women's 2 Oh hi, Alice!
Books, inviting you to celebrate our Second 1 Got your holiday shopping done yet?
Annual Holiday Open House tomorrow, Sunday, 2 Well, I'm making a list and checking it
December 6th, from noon 'til five PM. If you twice... but I'm having trouble deciding what to
haven't shopped at Clairelight before, experi- get for my sister.
ence the ambiance of this unique store and 1 Does she like clothes?
our friendly, helpful staff. We have books 2 No, she makes her own.
galore, and much, much more. During 1 Does she like sports?
ClaireLight's open house you will receive a 2 Her idea of sports is watching a presidential
10% discount on all books and jewelry. Follow- debate on TV.
ing the Open House, at 5 o'clock tomorrow, 1 Well, isn't there anything she likes?
author Anne Lamott will read from her novel 2 She's fascinated with crystals.
Hard Laughter. Another outstanding program at 1 I know! Let's go over to ClaireLight! They
ClaireLight will be on Tuesday, December 8th, at have a great jewelry section with a large selec-
7 PM, when Judy Grahn, author of Another tion of crystal jewelry and crystals that aren't
Mother Tongue, will read from her newest set. Plus, they have books about crystals and
book, Queen of Swords. For more information how you can use them for healing or meditation.
on either event, call us at 575-8879, or come 2 Really? That sounds great! I thought they
by and see us at ClaireLight's Women's Books. only had books there!
We are open every day. We are at 1110 Petaluma 1 Oh, no. They carry calendars, greeting and
Hill Road, just south of Hwy 12, at the corner holiday cards, games, posters --- not to mention
of Frazier Avenue in Santa Rosa. records and tapes. They also have gift certifi-
cates.
2 I think you've just solved my problem! Let's
go to ClaireLight!
WHEN I AM 1 Okay, great! They're open till 5 today. By
the way have you gotten my holiday present yet?
AN OLD WOMAN 2 Your present...?
I SHALL WEAR 1 Yeah. There's a couple of new albums there
PURPLE I've had my eye on.
3 ClaireLight Women's Books. Not just a book-
An anthology of poetry, fic- store. At 1110 Petaluma Hill Rd. at the corner
w s mmt ii goo aam n kn te , e, e r n i aa a t nn l h,a dd in s s d ltp a tr h r ha ao gg i et g e io n h p g g t r er f. e r a o a fp r dS eh we a cy n b ta l s r e i d o t b in otv oyde ke p- e A IN S W H H O A E L PLN L UD R WI P LEA W EAM ROMAN dof ay sF r aa z i wer e, e k j .ust south of Highway 12. Open seven
for women of all ages. Radio Ad #4 in three voices:
""Beautiful to look at and to hold onto...this book should 1 Hi, Gertie!
b aue t hi on r e ov fe r y H o mbo eo k Mst oo vr ie e s in the country."" Don Meredith, 2 Oh hi, Alice!
1 Aren't you glad the holidays are finally
a t"" u aP pto h eig so tn r ra s y n t a , n i nd d e tpe hp h il o sy t o e gm xr co a epv phi tn ie og :s n, a lha n a vvd oe l u s to mom g ee .e ""tt hi m Ber oe bs bw if eou v n e Gn n oy o , a d w t r ih nie c ,h o 2v e r Y? eah, I sure am. Thanks again for turning me
former editor, Bachy magazine on to ClaireLight. I ended up doing most of my
gift shopping there.
180 p g A, v ap ie lr abf le ec t f rb oo mun d I, n laIS nB dN o r0 - 9 B1 o8 o9 k4 p9 e- o0 p2- le5 ., $10.00 L1 i. g h tO ...h ar, e t yh oua t b's u: sg yr e ta ot n! ig hS t?ay, speaking of Claire-
2 1 don't think so...why?
1 ClaireLight's hosting a reading by local
writer Bonnie Arthur. She'll be reading from her
CONTINUED ON PAGE 70
February 1988 Volume 10 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:39:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
