PageNumber,Text,ISBNs
1,"""eminist
Bookstore
News fsivlzln
/ : Femina Sesali Am F324978
Z Vek \ f r 7
/ January/February 1993 Volume 15 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"The Day They
Put a Tax on
Rainbows
by Johnny Valentine,
illustrated by Lynette Schmidt
Three brothers use their unique talents
to discover hidden treasure ..… a girl is
washed off her boat during a storm and
discovers a kingdom beneath the sea ..….
and a young boy saves his village from
a future without rainbows. These three
new fairy tales feature the adventures of
kids who happen to have lesbian and
gay parents. Ages 5 to 10.
$12.95, hardcover. 32 pages.
ISBN 1-55583-201-6.
By the same author and illustrator:
• Winner of a Lambda Literary Award for Best children who take a stand, make a difference,
Children’s/Young Adult book save their ‘world,’ and often teach adults a les-
° “One of the outstanding children’s books of son in the process. The illustrations are bright
the season.” —Robert Hale, in 7e Horn Book a —nd D eb nea eu uti vf eul and depict children of all races.”
Magazine
° “Many alternative families and progressive • “Finally, an exciting book full of imagination,
parents will be delighted to find this collection action, and drama that incorporates lesbian and
on library shelves.” —Booklist gay parents without focusing on the ‘lesbian/
gay issue.’ Highly recommended for all
• “Five artfully crafted stories about brave families!” —7he Purple Crayon
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['1-55583-201-6']
3,"Feminist Bookstore News
o
o
o
o
O:0 0 0:0 [o]
Welcome to FBN’s first-ever Children’s Books country. At the service here, a wonderful gathering of
Issue. My personal thanks and appreciation to Ann hundreds of people from many different communi-
Morse and Cill Janeway who took the idea and ran ties, Cherríe Moraga spoke of the way that Audre is
with it. Their enthusiasm brought the issue into exis- bringing us together, even in her death. Two women
tence. All three of us send our thanks to the women from Germany came and spoke of Audre’s impact on
who suggested that we do a kids’ books issue and to Afro-German women during the time she spent in
everyone who sent ideas, information, suggestions, Germany. We publish their words in this issue as our
book lists, and raves. You sent even more information eulogy to Audre Lorde. As we go to press we've heard
than we could use! In the end we decided to focus on of yet another memorial — January 18th at the Cathe-
the issues and practice of selling kids’ books rather dral of St. John the Divine in New York City. And we
than on specific titles or topical lists. Even at that we continue to hear of many projects, ideas and changes
feel that we've just scratched the surface of the many inspired by or wrought by Audre Lorde. Who is col-
issues related to children’s bookselling. lecting these?
This issue includes some of Linda Bubon’s tried-
and-true tips for selling children’s books. While our And yet, even in the face of death, the hope and
section on evaluating children’s books for bias is spe- the work continues. FBN’s new, updated List of
cific to books for/about Indian children, the skills Women’s Bookstores includes thirteen new feminist
apply to all of the books in the section. Discussions of
cultural appropriation and/or exclusion came up
again and again in the course of this issue (see also the
letters column). The publisher’s column looks at the
ways that independent and small press titles are ex-
cluded by the Children’s Book Council and at some of
the effects of that exclusion. We’re also delighted to
have the CCBC’s list of people-of-color owned presses
that do children’s books. We hope you find the articles
useful and we're eager for your feedback and your
suggestions for issues and topics to cover next time.
It’s been an intense two months. There was the
thrill of “winning” an election followed by a wonder-
ful wave of hope. And then there was the horrible
news of Audre Lorde’s death. After the rumors that
circulated last year, we didn’t want to believe it was
true. We are never ready for these deaths, never ready
to relinquish those who have led us and inspired us.
And so we gather together to mourn and rage. There
have been memorials for Audre Lorde all over the
Volume 15 Number 5 January/February 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
bookstores for a record breaking total of 115 feminist coming titles from any of the following publishers (or
bookstores in the U.S. and Canada. That's thirteen even just talk about doing one), give me a call!
new stores in six months! I don't know of any other Abingdon, Addison Wesley, Allen & Unwin, At-
six month period that has seen the start of so many lantic Monthly, Basil Blackwell, Braziller/Persea,
stores since the beginning of the feminist bookstore Brunner/Mazel, CompCare, Contemporary, Carroll
movement. This issue also includes Kathy Sharp's & Graft, Donald Fine, David Godine, Doubleday,
financial survey of feminist bookstores. It’s a wonder- Dutton (paper), Four Walls Eight Windows, Fulcrum,
ful piece marred only by the small sample. But we're G.K. Hall, Garland, Greenwood, Guilford, HBJ,
both hoping that the limitations of this first study will Heinemann Educational, Jossey-Bass, M.E. Sharpe,
inspire everyone to respond to the 1992 survey. Watch Markus Wiener, Macmillan, McGraw Hill, Morrow,
for the questionnaire in the next issue! New Press, Norton, Paul & Co. (U.K. publishers dis-
tributed in the U.S.), Prentice Hall, the Random House
Many thanks to everyone who worked on book Group (RH, Large Print, Times, Reference, Villard,
lists for The American Bookseller's Bookseller’s Choice Vintage), Russell Sage, Spring Publications, Springer
feature on feminist books. It’s one of those projects Publishing, Twayne, Walker & Co., and Westview.
made much richer by having many participants, FBN is also still looking for a new mysteries col-
rather than just a few opinions. The initial tallies are umnist. Anyone interested?
being conducted even as I write this column. I don’t
know yet when it will run but AB has announced it as I seem to be coming to the end of my first mid-life
an upcoming feature. crisis. It started last December when Debra Debondt
I'd also like to thank all of the feminist booksellers (formerly production coordinator for Spinsters/Aunt
who have adopted a publisher (or several) for FBN’s Lute) called looking for someone to do desktop pub-
On Publishers’ Row column.I wouldn't say that many lishing a day or two a week at the software company
hands make light work — but it’s wonderful to spread where she works. All those corporate job dreams (buy-
the job around and to have so many perspectives and ing a house, retirement plans, not to mention the
voices in the column. If your line was busy, if your corporate pay-scale) came to the surface and I decided
store was closed, or if you weren't in the day I called, to give it a whirl. It was a chance, after twenty years
fear not! We still have a list of publishers that need to of movement jobs, to try life in the mainstream work
be adopted. If you'd like to sign up to annotate forth- world without having to leave FBN first. I'm glad I
tried it. It was a wonderful experience — I loved
working on the fancy computers, playing with the
programs and doing the production. I like knowing
that I can work in that world and that this avenue is
an option. But once it got clear to me that it was a
choice, I found that it was a choice I didn't want to
make. It lacked one crucial “benefit” — my heart
wasn’t in the work. It was a great experience and one
that I'll cherish for a long time, but I've given notice
and will be returning to FBN full time in January. I
loved the pay, my savings account is much happier,
and I even put some money into a retirement account.
The home-owning dreams will have to wait — maybe
until my next lifetime. In the meantime, I'm going to
be back at home, full time, at FBN. My deep thanks to
Ann and to Cill for doing all of the back up that made
it possible for me to get this out of my system!
Yours in spreading the words,
Carol Seajay
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
FBN CONTENTS
Editor & Publisher
Caro! Seajay CHILDREN’S BOOKS
Assistant Editor TCB: Running a Kids’ Books Section . ....... 27
Ann Morse Evaluating Children’s Books for Bias ........ 31
Advertising/Production Smali Presses and the CBC. . ........... 45
Cill Janeway YA Books with Lesbian and Gay Themes ..... 33
Golumnisis Favorite Children's Books. . . ... 2 =... .. 35
Ari Books = ee.Corinne Children’s Books Bestsellers... . 0... 41
Canadian Books NEC Penny Goldsmith Kids’ Presses to Watch Out For A. 50
Gay Men's Literature Richard Labonte (See also Gay Lit. and University Press columns)
Mainstream Publishers Sandi Torkildson ARTICLES
P Fiction Susanna SIUrgis HonoringAudre Lorde... 22.0.. 9 4
Y Roivuelnsiyg [ reAssde u Alntn CBhoriostkapsh er sCenh rFeimstiniinst e B o oJksetnorkes i nins t hhe N e:t h eSrlUands 56
Financial Survey of Feminist Bookstores . ..... 54
Proofreading Store Newsletters: Part Il . . ............ 59
Pat Kelso Promoting Your Bookstore... .......... 63
Gover Art News/Short SIOries ... 15
Little Sisters • Naiad Turns 20 • US Customs Returns Books to
Fourth International Feminist Book Fair Glad Day • Feminist Book Fortnight/UK • Sex is OK, Gay Sex is
Feminist Bookstore News Not • Feminist Press and Eighth Mountain Join Consortium
456 14th Street Suite 6 News From the BOOkstores = . . . =... .. 19
PO Box 882554 Meet Me:Up Front: Nett Hart.. . > . -3 . .. 65
San Francisco CA 94188
415-626-1556 FAX: 626-8970 DEPARTMENTS
Advertising'Index 99 3 C079], YERWEN J9 1054 103
FEMINIST BOOKSTORE NEWS is the communications Back to Press & Other Good News ........ 68
FvBeNh: riecalcehe s f35o0r. f emthineis t. anidn-ffeomrinmist-ainlc l innede. t bwoook-r ka|- aor f 9 VfSeTIm EiSn ti s at p elb eoao ak se t eo re e ese. e Beeestsellers 71
stores in the U.S. and Canada as well as feminist book- Classified AdS- m.. k a. 104
sellers in England, Europe, Australia, New Zealand, R :
bIoonk d riievaie w e arsn, pdub l isJheras |p anadn f.e m iLn isitb bribialiorphiialTenss, wRomen'si stvidis sÍachaar. :Su bscr iptieon I nfo rmaation s > i 6 as. 9102
comprise the remainder of the subscribers. They Went That-A-Way PETO ASUEN BT SST SE 70
etters, articles, news items and announcements should a
bei r ece iveTd thHe tenEth o f thBe moOnth OpreceKding S publication. Writing Wanted: sii 72
Signed articles and letters are the responsibility of the
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is
published bi-monthly in January, March, May, July, Art Books BRR SOTS VT A NISS NEMNE at ESENS 73
S EeWpS t aet m 456b 1e4trh , S t reaetn Sdui te N6, o Savn e Fmrancbisecor, by FEMINIST. BOOKSTORE Gay Mens LHGratune.. 1.. Lani saa Hao r T7
C9A4.1 0P3O.S T SMeAcSoTnEdR-: C Plalesass e Psoensdt a gaded r pesasi d c h aantg e sS a tno iF r,ancise, Our Own.Pressess;. sce 81
FFErMaInNIcSiTs c BoO,O KCSTAO R E9 4N1E8W8S-, 2 P5O5 4 B. ox S c88ie25n5c4,e FSiacnt i| o 'n .U.D IISSehe r SP' RNOW, . ..7 593
SUBSCRIPTIONS: $60/yr/6 issues, $115/2 years. Plus The Small'Presses 5 A NICWN EAIUR 87
$9/yr Canadian postage; $19/yr for overseas postage. Univ ersity Presses 91
Volume 15 Number 5 3 January/February 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"November 17, 1992
All across the country women and men have been hands and feet, connecting as sisters. I wonder how
gathering to mourn Audre Lorde’'s death, to celebrate her many of you here in the U.S. realize what a great
life, to honor what we learned from her, and to recommit our influence Audre had on us, the Afro-German women /
lives to the work and vision we shared with her. lesbians and brothers. Did you know that there were
Yvonne Kettels and Yara-Collette Lemke Muniz de strong connections between Audre and Germany?
Faria, two Afro-German women, were able to join those of She was the light in our eyes, rising like the sun,
us who gathered in San Francisco. They spoke of their giving warmth and love, sharing her world, her expe-
particular relationships with Audre Lorde and of the ways rience, her knowledge, incomparable, unforgettable,
she inspired Afro-German women and brought an entire Strong.
community together out of silence. Audre Lorde so often
pulled activism out of silence. The story that Yara and A Eulogy for Audre Lorde
Yvonne told that night is only one of many such stories. But From Afro-German Women
its themes are being repeated everywhere as we gather to Audre Lorde, the great Black poet and feminist, is
mourn Audre Lorde’s death, rage at the years stolen from dead. Her death hit us hard, even though we knew
her life, and shoulder her legacy. Below are Yvonne and about her health situation. It is difficult to describe in
Yara's words about Audre Lorde's impact on their lives and words what Audre meant for us, Afro-German, Black
on the lives of Afro-German women. women/lesbians.... And what she will mean to us way
beyond her death.
Yara: It is an honor for me to be here tonight, to She was our sister, mother, companion in strug-
celebrate the life and work of Audre Lorde; and I am gle. She brought us on our way. With her inspiring
especially happy that this memorial is, among others, power and love she gave us faith and courage to move
organized by Aché. out of our isolation, to come together and fight against
The first time I met Audre was some years ago racism, sexism, and homophobia.
after one of her powerful speeches in Berlin. We were She led us toward our self-confidence, taught us
seated opposite each other in a restaurant, sharing a to use our own experiences and skills to make change
big plate of fish, talking about Yemanha and cowry happen. Her engagement for Black women world-
shells. wide and her encouragement to write and publish a
It was then that she told me about Aché and her book about ourselves, which turned out to be Farbe
dream of it coming together with its German sistah- bekennen (Showing Our Colours), changed our lives.
journal, Afrekete; her dream of a coming together of Audre Lorde brought us Afro-German, Black
Black Americans and [Black] Germans. women/lesbians and men together. She helped us to
Though her dream has not yet come true, a start articulate our oppression so we could fight it.
has been made, otherwise we would not all be here Audre believed in our growing power, in the
together tonight, to honor and celebrate Audre Lorde. power of formerly silent Afro-German women and
men, young and old, to create and unite change coun-
Yvonne: I recall the first time I met you — about five trywide. In our power to bring about international
years ago — in Berlin at a breakfast gathering for change with other Afro-Europeans, Afro-Asians and
sisters and brothers... We were so few. Afro-Americans — all the people the world didn't
Back then I wasn’t able to speak to you because hear much of. Her life’s work is a bequest to us.
my English wasn’t developed enough. I guess I was Some of us met Audre at events or in private
too shy. But we communicated anyway with our conversations. Her strong personality and voice gave
January/February 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"Feminist Bookstore News
Audre Lorde at the I Am Your Sister Co
us the power to demand our rights and dignity in this
society. Her death is a great loss. But especially in
these times of increasingly violent racism in Ger-
many, she will continue to give us courage and faith May Ayim, Katharina Oguntoye, Ajoke Sobanjo,
to move on.
To honor Audre Lorde and her life's work, the GG au by r i eS lt ,. AL bu eis n, a a K i Am d o mEv ae kr oe ,t t M, uIn na a R Elo -d Ke hr a, w P ade ,g g Ey l, i s aP -eppa
Afro-German women in Munich will name their com- beth Abraham, Elke Jank, Eva V. Pirch, Ria Cheatoh,
munity center after her biomythography, Zami. Judy Gummich, Jasmin, Gabriela Willbold, Tina
We also want, at this time, to acknowledge her Campt, Ika Huegel, Helga Emde, Marion Kraft, Katja
friend, companion and lover, Gloria I. Joseph who was Kinder, Zariama Harat, Patricia Saad, Nicola Laure
also very important within the Black German move- Al-Samarei, Farida Corinna, Marian Gottbrath, Sarah
ment, and Audre’s children Beth and Jonathan. We Schnier, Natalie Asfaha, Yvonne Kettels, and Yara-
want to thank them for their support, because they Colette Lemke Muniz de Faria.
had to do without Audre a lot when she was with us.
With all the things Audre left for us we will Showing Our Colours: Afro-German Women
c con rt ein au te e f i g aht i n fg u a tlo ung r ew it h t o al gl e p teo hpl ee, r .who want to aS np dea k D a O gmut a, r e Sd cit he ud l t zb ,y t rM anar sly a t eO dp it bz y, AKa nt nh ea r i Vn .a A O dg au mn st .o y Fe ore-
her p rW efe a cw e a n ot f t Fo a r ben e d b ew ki et nh n et nh e (S w hoo wrd ins g A ou ud rr e C g ola ov ue r su ):s in wsoerdt tbys A uPdrre eLosrsde,. $ 103.9-58 p7b,0 U2n3iv-er7sit6y 0 o-f 8 M.a s saOchu-
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"Feminist Bookstore News
Jagori Collective Lilith
B-5 Housing Coop Society Rua XV, Novembro 420
South Extention 1 Loja 3, Galeria Schaffer
Near Kotla Road CEP 80020 Curitiba
New Delhi, India 110 049 Parana Brazil
Dear Friends, Dear FBN,
We are a feminist group who have been involved First of all I want to say I received both FBNs you
in documentation, trainings, distribution of literature sent me. Thanks a lot. It means two things: that you
and networking with other women’s groups around didn't forget me and that the post office in Brazil is still
the country since 1984. working.
One of our activities has been selling literature on Things here are not very easy. We had an im-
issues related to women and feminism. We have a peachment process against our President for corrup-
small collection of books and booklets. We also sell tion, stealing and involvement with drugs. It was
some posters, audio and video cassettes. really incredible. Now we havea new one who doesn't
Over the past few months, we have been thinking seem very much interested in drugs or in Brazilian
about expanding this area of our work and opening a politics.
full fledged feminist bookshop. We are particularly
interested in having books by third world women,
black women and other women of color.
Presently we have only about 100-150 books My bookshop is surviving all this. There is an
which are a rather haphazard selection. We want to enormous economical crisis here, nobody has money,
devote some energy into this area as Delhi would have the inflation rate is around 35% a month, and books
a market for books on gender and feminism. We are became a rather luxurious product. Feminists in Bra-
already established as a feminist group and thus it zil are scen as elitists: “Once the whole country is
would not be a completely new venture. sinking how can we be worried only with women?”
We of course need a lot of help in this endeavor! Only with women...
Could you please send us your list of publications and My bookshop Lilith is the only feminist bookstore
also let us know the terms in which you usually carry in Brazil. I have approximately 2,000 titles, 90% in
out business transactions. Do you deal in second hand Portuguese, and the rest in Spanish, English, German,
books? Are there any distributors in India whom you Italian, and French.
are presently dealing with? In September Lilith celebrated its first year. I in-
We would also appreciate any information which vited a well-known Brazilian feminist writer to come
you feel might be useful for us. to my city to give a small lecture. Rose Marie Muraro
Eagerly awaiting your reply. is a writer with ten titles. She is quite loved by her
Sincerely, readers. It was a good promotion for the bookshop
Kalpana although I sold only 15 books (by Muraro) on the
For Jagori Collective lecture day.
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
On the average I sell one book a day. Of course censors. End of discussion of racism. One of the story’s
this is not enough to pay the rent and taxes; I am in staunch supporters is a nationally known liberal
the red for three months. I don’t have any subsidy writer who has used her considerable influence to try
from anybody, not even from feminist Brazil. Actu- to damage us with her friends. Since she was a per-
ally I don’t know what to do. Sometimes I think to sonal friend of many of us here, it has been painful.
sell the whole stock (2500 books = 17 thousand dol- But the good news is that most of our community has
lars), sometimes I think that I should persist and give been very supportive and willing to use this situation
more time for people to get used to the proposal, and as a springboard for some very much needed commu-
sometimes I think I want to go to USA and work nity discussions of the effects of racism on the lives of
(instead of being an owner) in a women’s bookstore. all of us. But, frankly, it hurts to have PEN New
If anyone is interested in buying the whole stock Mexico support the story and vote, with a board that
please let me know. Of course the business could be has no representative of the victimized race, that that
done through an international feminist agency. story was not racist. Admittedly, many white people
What do I sell here? I sell mostly feminism, sexuality, failed to “get” it but that should come as no surprise
poetry, Brazilian literature. Lesbian books in Brazil to any of us. (Insert a long sigh here.)
a pr re o n n ouon ne cx edis .t e Sn ot m. eA c wtu omall ey n t ah re e w beo gr id n n l ie ns gb i a tn o i as s k r a r fe ol ry ZAR
books about ecofeminism, but there is almost noth-
ing here. The hardest part of this has been the serious
It is always nice to get news from you. Anything damage done to one of our staff who suffered racist
you can send could be a great help. In Amsterdam a death threats that forced her to drop the last class she
woman from USA (Linda Bryant from Charis Book- needed to complete her M.A. The author, who has
store) proposed to send some books as a kind of help. suffered nothing worse than a loss of respect and
I thought it was a wonderful idea. Anything is always being named in public as racist, has garnered much
welcome (buttons, T-shirts, books, and so on). sympathy as a victim of an attack. Since when is
I actually received a very nice letter from her telling the truth an attack? Who is really under attack
proposing a kind of network among women’s book- here? Anyway, if anyone wants specifics give us a
store in the world. You can count on me. Of course my call. Fortunately the periodical is willing to learn
contribution can't be material, but I can give a very from the experience even though the author and her
good mood and lots of positive energy from the pow- prestigious friends are not.
erful Brazilian sun. ‘And speaking of not learning from one’s mis-
In sisterhood, takes, William Kennedy Smith is also “under attack”
um abraco, by the lunatic fringe of the feminists (also centered
Bebeti Gurgel at...you guessed it, Full Circle Books). Yes, friends,
you too can make Hard Copy and the AP wire. Simply
let your store be used for a meeting of women who
want to discuss how to deal with encounters with
Full Circle alleged rapists. And carry the T-shirt that says,
2205 Silver SE
Albuquerque NM 87106 worst that has happened so far is having to talk to the
Dear FBN, aggressive Mr. Smith. Oh well... As one woman said,
We've been at the center of controversy, nothing “New Mexico is tired of being sent other states’ toxic
new in that. So here are the summaries of our situation. waste.” Hopefully, he'll leave when his residency in
A feminist periodical is edited here in Albuquer- medical school is over. Hopefully he won’t be a gyne-
que (no, not Lesbian Ethics, although it’s published cologist.
here). In its most recent volume it printed a short story Happy sisterhood and joyous revolution.
that we found clearly racist. We returned the issue The censorial lunatic fringe of feminism,
with a note explaining why. Whoops. Now we are Mary Morell
January/February 1993
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"Feminist Bookstore News
Dreams and Swords
828 East 64th St.
Indianapolis IN 46220
Dear FBN women,
We have some wonderful news. Last month, at
Indiana's annual gay and lesbian recognition banquet,
Dreams and Swords received the 1992 Hoosier Business
Service Award. It was awarded to us for our “outstand-
ing service to the gay and lesbian community of Indi-
ana.” Owner Harriet Clare was thrilled to accept the
award. It was a well deserved pat on the back for all the
years Harriet and her bookstore have survived here in
the Bible Belt (we were 10 last March}!). It all started in
1980, when Harriet recognized the need for a feminist
bookstore, and hauled boxes of books every Friday to
Labyris, a much missed real women’s bar, for “book-
store night.” But then that’s another story...
Things here at Dreams and Swords are going
much better than the last time we spoke with you.
Business has improved so we're hopeful that the hol-
Genêt iday season won't be as poor as last year. And confer-
ence year season just won't quit this year! Usually, this
late in the year, conference season has wrapped up
A Biography of Janet Flanner and we are looking toward holiday sales, but this year
Brenda Wineapple we find ourselves still hauling books to a number of
“ A G e nt êr tiu m anp dh . h . e r . t. i m H eo sw i sB r ae lmnd oa s t W ui nn ce aa np npl ye . u Sn hd e e r wst ro ito ed s of p cola nc fe es r ee nv ce er sy t hw re oe uk g. h oA uls to , t hm e a n wy in tg er ro ,u p ws h ip cl ha n i st o n oh ta v ue su-
ally the case here in Indiana. We are tired from the
t ah le mm o w si tt h sc tla ar rit ty l ia nnd g a c ic nur a c iy t sin sa i msty ple l i cth itat y i .s ”—Kay Boyle. h ke nc ot wic , p ca oc ne f e o rf en cs ee l li sn alg e s o u alt l o w“i n m t ah ne y f bie ol od k, s” t o b ru est la is k e y o uu s
“Wineapple has written a wonderfully perceptive and to keep the doors open.
moving biography of Janet Flanner. I hated to finish
it.” —May Sarton.
The daughter of an Indianapolis mortician, Janet Well, that is the news from here. As always, we
Flanner really began to live at the age of thirty, when look forward to reading each and every issue of FBN.
she fled to Paris with her female lover. That was in Thanks for being a lifeline in the world of feminist/
1921, a few years before she signed on as Paris lesbian/gay bookstores. We couldn't do it without
correspondent for the New Yorker, taking the
pseudonym Genêt. $14.95 you. Katelyn
P.S. Voter registration was a great success and
Available at bookstores. ( though Indiana was the only state in this region to
go for Bush, it mobilized the community. If nothing
D else, many folks who said, “Oh, I never vote because
it doesn’t do any good anyway,” were educated dur-
University of Nebraska Press ing the impromptu discussions created by that state-
901 N 17 • Lincoln, NE 68588-0520 • 800-755-1105 ment.
January/February 1993 Volume 15 Number 5
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 18:02:54 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
