ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-934834-96-2,Landscapes of A New Land: Short Fiction by Latin American Women (Secret Weavers Series),,White Pine Press,194.0,1995-01-01,,Paperback,"<p><p>a Landmark Collection That Rescues The Voices Of The Great Women Writers Of Latin America.<p>&ldquo;this Is So Far The Best Anthology Of Latin American Women&rsquo;s Literature In Translation Published In This Country. Highly Recommended.&rdquo;&mdash;<i>choice</i></p><h3>publishers Weekly</h3><p>this Variegated Anthology Spotlights 21 Accomplished Authors From 10 Countries. The Celebrated Clarice Lispector And Luisa Valenzuela Appear Alongside Less Familiar Contributors; Each Voice Here Achieves Distinction. In ``an Avid One In Extremis,'' Hilda Hilst Of Brazil Offers A Deathbed Scene Couched In Roily Stream-of-consciousness. The Archives In Uruguayan Cristina Peri Rossi's ``the Museum Of Futile Endeavors'' Immortalize (in Alphabetical And Chronological Files) Hopeless Efforts--such As One Man's 10-year Attempt To Teach His Dog To Speak. In ``solitude Of Blood,'' Marta Brunet, From Chile, Describes A Woman Who Transcends Her Husband's Domination Through The Pleasure Afforded By A Single Phonograph Record. The Narrator Of Mexican Margo Glantz's ``genealogies'' Reconstructs Her Family's History From Snippets Of Relatives' Accounts And Images Drawn From Cinema. In ``the Enchanted Raisin,'' A Fairy Tale By Jacqueline Balcells Of Chile, Three ``absolutely Unbearable'' Children Make Their Mother's Life So Wretched That She Shrivels Into A Raisin. Agosin Is The Author Of Pablo Neruda. (dec.)</p>",en,2nd,"Height: 8.4 Inches, Length: 5.5 Inches, Weight: 0.5291094288 Pounds, Width: 0.5 Inches",12.0,https://images.isbndb.com/covers/49/64/9780934834964.jpg,Success,79,12.5
0-932112-27-7,"Love, or a Reasonable Facsimile","Rogers, Gloree",Carolina Wren Pr,160.0,1989-07-01,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",10.0,https://images.isbndb.com/covers/22/79/9780932112279.jpg,Success,77,12.5
0-9622789-0-4,Heather Has Two Mommies,Lesléa Norman,In Other Words Publishing,,1990,,,,en,,,0.0,https://images.isbndb.com/covers/89/07/9780962278907.jpg,Success,61,12.5
0-9621934-8-8,Carrying the Farm on Her Back: A Portrait of Women in a Yugoslav Village,"Westerlind, Eva Skold",Rainier Books,116.0,1989,"Rural women, Rural women--Croatia, Farm life, Farm life--Croatia, Rural conditions, HQ1715.5.Z8 C79 1989, 305.42/09497/2",Paperback,By Eva Sköld Westerlind.,en,First Edition,"Height: 7.5 Inches, Length: 9.5 Inches, Weight: 0.7 Pounds, Width: 0.25 Inches",2.42,https://images.isbndb.com/covers/34/84/9780962193484.jpg,Success,68,12.5
0-452-26308-5,Permanent Partners: Building Gay and Lesbian Relationships That Last,"Berzon, Betty",Plume,368.0,1990-01-30,,Paperback,,en,English Language,"Height: 9.18 Inches, Length: 6.2 Inches, Weight: 0.95 Pounds, Width: 0.82 Inches",16.0,https://images.isbndb.com/covers/30/86/9780452263086.jpg,Success,70,12.5
0-415-90206-1,The Subversive Stitch: Embroidery and the Making of the Feminine,"Parker, Rozsika",Routledge,320.0,1989-09-13,"Embroidery--History, Women in art, Femininity, NK9206 .P37 1989, 746.44/082",Paperback,"Rozsika Parker. Reprint. Originally Published: London : Women's Press, 1984. Includes Index. Bibliography: P. 233-239.",en,,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.04940036712 Pounds, Width: 0.75 Inches",34.95,https://images.isbndb.com/covers/20/69/9780415902069.jpg,Success,68,12.5
1-55583-152-4,The Caravaggio Shawl (Gertrude Stein And Alice B. Toklas Mystery),"Samuel M. Steward, Phil Andros",Alyson Books,209.0,1989,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6503636729 Pounds, Width: 0.5 Inches",8.95,https://images.isbndb.com/covers/15/23/9781555831523.jpg,Success,69,12.5
0-939084-21-x,Marianne Moore: Vision into Verse,Patricia C. Willis,Rosenbach Museum & Library,103.0,1987-06-01,"Moore, Marianne , 1887-1972, Poets, American, Poets, American--20th century--Biography--Exhibitions, PS3525.O5616 Z94 1987, 811/.52",Paperback,"By Patricia C. Willis. Catalogue Of An Exhibition At The Rosenbach Museum & Library, Philadelphia, And Others.",en,First Edition,"Height: 10.75 Inches, Length: 8.75 Inches, Weight: 1 Pounds, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/42/10/9780939084210.jpg,Success,86,12.5
0-934411-28-X,Drawing back the curtains: A collection of erotica,"Steele, Dori Anne",Banned Books,94.0,1990,"Lesbians, Lesbians--Poetry, Erotic poetry, American, Women--Sexuality--Poetry, Lesbians--Sexuality--Poetry, PS3569.T338428 D7 1990, 811/.54",Paperback,Dori Anne Steele.,en,,Weight: 0.3 Pounds,0.0,https://images.isbndb.com/covers/12/88/9780934411288.jpg,Success,12,12.5
1-85224-006-7,Sea Skater,"Dunmore, Helen",Bloodaxe Books Ltd,72.0,1986,"Poetry in English, 1945- - Texts, 821/.914",Paperback,Helen Dunmore.,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.32187490252 Pounds, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/00/66/9781852240066.jpg,Success,71,12.5
