PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 05-01-1999
Contributed by: Susan Frazier; Carol Seajay; Teri Mae Rutledge; Simone; Adele; Tee A.
Corinne; Linda Bubon; Nan Cinnater; Heather Whipple; Laura Quilter; Richard Labonte;
Barb Smalley; Laurie Fuchs; Mary Alice McCarthy; Matt Nicholson; Marianne Rigatti; Grace
Ryan; Cara Valenti; Donna Niles; Mev Miller
Stable URL: https://www.jstor.org/stable/community.28036390
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Гетілізі
ВооК<іюге
ГОМТ МОРРУ, ЈЕТАММА ЛНІЎ
МНАТ Уо АКЕ.
АІіѕоп Весһаёві
ў.
Мау/Јипе 1999 УоІіите 22 МитрЬег 1
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"BLACK ANGEL CARDS
Earthlyn Manuel
0-06-251612—-4 • $18 • PB
Includes 32 4-Color Cards
“Earthlyn has created nothing less
than a miracle. With her beautifully
rendered and intuitively compelling
Black Angel Cards, she has given us
SUSAN GRIFFIN a means to self-love and enlighten- ATPAVAAA AENSA SSAAI SOA PIV A A C AGAEHANSA ENN
F A Chog a! DTE ment.”—Essence Magazine
DIVINE DAUGHTERS
WHAT HER BODY THOUGHT Rachel Bagby
0-06-251426-1 • $22 • HC
Susan Griffin
0-06—251435—-0 • $24 © HC
“Divine Daughters is a hymn to
“Susan Griffins work takes us the power of one woman's voice.
deep into uncharted territory. Rachel Bagby embodies a voice
Places that remind us to be of sanity. Through her courage
grateful we have a guide. Her and capacity to listen, she sings
work is harrowing, original, down the chants of slavery and
brilliant and (Goddess help us) bigotry and longing and begins
true.” — Alice Walker a new song of healing and
— Terry Tempest Williams
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['0-06-251426-1']
4,"Feminist Bookstore News
As we go to press...
Just as we go to press, an enormously significant its national publicity and marketing campaign esca-
lawsuit is underway. lated, the sudden and near-universal association
Amazon Bookstore of Minneapolis has filed a suit between “Amazon” and the Seattle warehouse book-
against Amazon.com charging the cyberspace giant seller hampered Amazon Bookstore in the ability to
with knowingļly infringing the Amazon trademark. use her own name to expand her horizons.
The Amazon Bookstore, a solid presence in Not that any of these allegations are new to you.
Minnesota, nationwide, and internationally for almost But we are delighting in the fact that they will be
30 years, has watched as she lost sales to the corporate heard in a court of law.
giant who took her name in 1995. Amazon's com- And the possible outcomes are endlessly
plaint, filed by Mathais W. Samuel of Fish & entertaining.
Richardson (the highly regarded trademark law firm), Ultimately the suit seeks to prevent
alleges, “The rapid growth and vast size of Ama- Amazon.com from further infringement of the
zon.com, along with its massive marketing expendi- Amazon trademark, and to cancel Amazon.com's
tures, is overwhelming Amazon federal trademark registrations using
Bookstore and negating its attempts to the word “Amazon.”
alleviate the confusion and preserve its What would Can you imagine what would
utnhiequ er eidseunltti t y“.”is S atmhuaetl eAxpmlaainzso n t h aBto ohkapspteonr et o i sh a p“pAenm atoz o nA?m”a z oAn.lclo m i t ’isf ilte f lto s tw uisteh o fis
losing the value of its trademark, its Amazon.com “dot-com.” And that ain't no address.
product and corporate identity, its abil- What would it use instead? It couldn’t
ity to move into new markets, and use “BookSense.com” — that’s taken.
control over the goodwill and reputation Maybe “Bezos.com.” (That way it
it has developed over the last 30 years.” the use of would at least be clear that it’s a one-
The suit demonstrates that Amazon i ” rich-guy kinda company.) It couldn't
Bookstore has used the name “Amazon” Amazon? even do the Prince thing and call itself
as a trademark since 1970 and claims “the corporation formerly known as...”
that Amazon.com infringes upon Amazon Book- And it'd have to spend a ja-zillion dollars all over
store's property rights in its trademark. again to re-brand itself. We all know that such a back-
The confusion arising from Amazon.com’s slide this late in the online bookselling game would be
appropriation of the Amazon name has affected devastating to poor little Bezos.com. (We can only
Amazon Bookstore negatively in several ways. Many hope that BookSense.com, et al., would jump in and
who are familiar with Amazon-the-bookstore-in- grab the ball.) Could such a backslide even — gasp —
Minnesota have thought that they were ordering from cause stock to fall? The possibilities are dizzying.
the women’s bookstore when they ordered from We further hope that this case is high profile and
Amazon.com. (Amazon Bookstore does also have a wins Amazon Bookstore tons of delicious publicity. If
Web site: <www.amazonfembks.com>.) There is little the initial media flurry is any indication, it will.
Amazon Bookstore can do directly to rectify this In other legal news, Little Sister's (Vancouver)
cyber-error, and Amazon.com hasn't rushed to correct has taken another huge step in its case against
its customers. Also, as Amazon.com's stock got fat and Canadian Customs: after almost a decade of court
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
battles, its case will be heard by the Canadian the electronic mode, Carol Seajay provides a list of
Supreme Court. (See News, page 9.) online resources for all those who want to be in the
know about the book industry at the click of a mouse.
We're preparing for BEA as we go to press. We (See page 13.) Finally, we’re taking a look at the new
have opted not to let BEA’s month-early dates derange Ms., face-lift, new mommies, and all. (See page 15.)
our production schedule. This means, however, that There is some sadness in this issue as wel], as we
you won't get your BEA news until the July/August chronicle the closure of Full Circle this winter and
issue. Watch for big updates on Book Sense, Sisterhood’s search for a buyer this spring. But we
deal-doing, schmoozing, and much more next issue. also herald the entrance of some energetic young new
In the lead article for May/June, Susan Frazier of women entrepreneurs opening feminist stores in
Goldenrod Music takes a look at electronic music such urban centers as New York City and Columbus,
buying — the downloading of music over the Internet Ohio. (See page 19 and 41.)
— a consumer practice whose popularity is growing
exponentially. (See page 11.) While the practice is So, you might wonder, after writing my very first
commonly employed by record companies at the “As We Go to Press,” what do I want to do now?
moment (eliminating the distribution and store links Well, I'll tell you: I want to go to Disneyland. And
in the chain of music sales), Musicland, superstore darn it, I'm going. Oh, yeah, and I'm going to that big
owner of 231 music stores country-wide, announced conference t00...
that it’s jumping into the e-commerce fray and I welcome any questions about Minnie Mouse,
launching a Web site. Ostensibly, the site would be Space Mountain, and my very first trip to LA.
selling full-length CDs, but with downloading
technology available, how long will it be before Cheers Ladies,
Musicland moves into that arena as well? Keeping in Teri Mae Rutledge
Summer & Fall
Sidelines Announcements
July - August Sept - Oct Nov - Dec
Articles May 7 July 2 September 3
Ad Reservations May 14 July 9 September 10
Ad Mechanicals May 21 July 16 September 17
News Column Items May 21 July 16 September 17
Letters May 26 July 21 September 22
FEMINIST BOOKSTORE NEWS is the communications vehicle for letters are the responsibility of the authors. FEMINIST BOOKSTORE
the informal network of feminist bookstores. FBN reaches 500 NEWS (ISSN: 0741-6555) is published bimonthly in January, March,
feminist and feminist-inclined bookstores in the U.S. and Canada as May, July, September, and November by FEMINIST BOOKSTORE
well as feminist booksellers in England, Europe, Australia, New NEWS at 2180 Bryant Street #207, San Francisco CA 94110.
Zealand, India, Japan and Kenya. Librarians, Women's Studies Periodicals Postage paid at San Francisco CA. POSTMASTER:
teachers, book reviewers, publishers and feminist bibliophiles Please send address changes to FEMINIST BOOKSTORE NEWS,
comprise the remainder of the subscribers. Signed articles and PO Box 882554, San Francisco CA 94188-2554.
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"FBN CONTENTS
EDITOR & PUBLISHER Carol Seajay
ARTICLES
ASSISTANT EDITOR Teri Mae Rutledge Music:and ihe Intermet. . 2.. 2... 1
ADVERT. & PRODUCTION Kathryn Werhane Online RESOUCes.. a. a L t A 1S
AII-WOMenMS.. a. 8u s e e e i 15
CATALOG COORDINATOR Lisa McGowan
OFFICE MANAGER Kristin Redmon LSetther o ftro m RSistaervhoeods B e Osks.toure =:a . . A. e. 1929
NEWSIE SUP Mi a IE 5
COLUMNISTS
Art Books: Tee Corinne B&N Indicted for 32 Counts of Child Porn • NEA Retracts
Canadian Books: Jacqueline Dumas Cinco Puntos Grant • Gilda Bruckman Wins Astraea
Gay Men's Literature: Richard Labonté Independent Spirit Award • Gay Writer Attacked in Ireland •
Kids’ Lit: Linda Bubon Bertelsmann Drops 50 Sales Reps from RH/BDD •
M Mu ys si tc e: r iS eu s:s a n N a nF r a Cz ii ner n a t& e r Barb Smalley Fe Z mIBF i n 9 i9 s t• L i Bttl Ue uSi Bst ler i' ss h G ee rts It Ns WDay S .i .n . C o . ur t . v u e 39
SciFi/Fantasy: Laura Quilter BOOKSIOIe NEWS a. a a a a i 23
& Heather Whipple Commentary & Trivia: Tarnished Images. . . ........ 37
VU in di ev oe :r s Lit izy WPr ee rs mse cs r: a nM te zv Miller Working Assets: An Indie Ally • Consequences of Ingram/
B&N Proposed Sale? © Community Activism Against
PROOFREADERS Borders • Amazon.com: Hidden Ads, Search Engine
Sarah Fallon, Sarah Holmes, Trickery, and a Suit Settled © Supersite Payoffs
Kirsten Janene-Nelson, Charlotte Mautner,
Karen Mckevitt, Stephanie Provines, DAEPARITRMENETSX. r A a 107
Kristin Redmon, Dena Taylor, Jenn Tust
Julie Van Pelt, Susan Waller AMNOUNCEMENÍS . . n. a e e a 22
COVER ART Alison Bechdel BACKA Press. e ree a a a s a 45
BOSISSISiS- a e e Re a 36
CISSSIIGd AdS. 108
HOW TO REACH US SUDSCIpiion MIOIMaION =.. . S5
They Went TRatA-Way ei 41
TELEPHONE 415-642-9993
Writing Wanted a... -u e se 28
FAX 415-642-9995
U.S. POSTAL SERVICE TAHE r BOtO K SBOOKS.. o a a 47
Feminist Bookstore News
PO Box 882554 CanEadia n B OOIKS ... . aE (on v acatPion thi s i5ssue)7
San Francisco CA 94188
KISLI EB. e e N s 49
DELIVERIES
2180 Bryant Street #207 MUSIG NEWS.. a + s e e e l e e 60
San Francisco CA 94110 MYSIGNSS, -a ao h a eas SENRE es n 51
EMAIL OUr OWA RIESS... L e s s 63
General Info: Kristin@FemBkNews.com PUbIISHerS ROW < a s a aen a s k 89
AEd ssit iso tr a n & t EP du ib tl oi rsh : e Tr: e r iC Mar ao e@l@ FF ee mm BB kk NN ee ww ss .c.c oo mm Sciences Fiction & Fantasy.. . w. > e e 55
Advertising: Kathyyn@FemBkNews.com SmalliBresSses: w». e a ka a e A ae b 67
Catalog: Lisa@FemBkNews.com UHIVSISHY Presses. a Sr His BE «s 77
Printed in the USA Vid80 REVÍeWS . 14 e (on vacation this issue)
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"Feminist Bookstore News
ettone and Randye
rdon will love this
mystery flavored with
the politics of contem-
ex-journalist. McDermid is the author of
both the Lindsay Gordon and the Kate
F Cr ro am zy t fh oe r u Tth ryor in go ,f the SB inra gn inn gig a wn o nm y Bs rt ie tr ay in ' ss e r pi re es s. t iH gie or u sM Ger om lda ei nds
h he ila ar rt ib oure s a k si tn og r y a n od f two $12.00, 1-883523-30-3
OAKLAND, CA 94621
O 8rd 0er 0 T -o 5ll - 9Fr 3(ee -9W6OR3D) death and all that comes in between—the
ly impossible task of loving, the resilience
Orders/Customer
_ Service fax: 510-632-1281 tornado meets a double-wide trailer.
$12.00, 1-883523-32-X
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['1-883523-30-3', '1-883523-32-X']"
8,"Feminist Bookstore News
grant was to pay the printing bill for a bilingual chil-
B&N Indicted for dren’s book, The Story of Colors. The book is a children’s
__ 32 Counts of Child Porn fable as told by Subcomandante Marcos, leader of the
Zapatista guerrilla movement in southern Mexico.
An Alabama grand jury has indicted Barnes and Ivey’s decision to pull the grant overrides NEA’s
Noble on 32 counts of selling child pornography for year-long decision-making process and came so late
selling copies of The Age of Innocence by David in the game that the books had already been printed
Hamilton and Radiant Identities by Jock Sturges. and include acknowledgment of the grant.
Hamilton is best known for his provocative Appalled booksellers have responded to the
soft-focus shots of adolescent girls, and Sturges is NEA decision by ordering extra copies of the book,
known for pictures of young children. Both photog- which is distributed by Consortium, and promoting it
raphers’ books exist on the edge of some definitions heavily. Due to such support, the wealth of press cov-
of soft-core porn, both books are widely available in erage of the incident, and the outrage voiced by the
the U.S., and there is surely much more provocative ABA, the AAP, the National Writers Union, et al.,
imagery readily available for sale in Alabama — Cinco Puntos has had to send the book back to press.
although not necessarily from a “respectable” The best revenge, of course, would be to sell enough
national corporation that is boycottable. copies of the book to make it profitable despite the
The investigation was instigated over a year ago loss of the printing grant.
by complaints from “concerned citizens” that B&N
was selling books containing pornographic pictures
of children. Alabama State Attorney General William Gilda Bruckman
Pryor has stated, “We must protect children from Wins Astraea
those who would exploit their innocence for financial Independent Spirit Award
gain under the guise of so-called art.”
B&N has moved for dismissal on First Amend- Dorothy Allison, in conjunction with the Astraea
ment grounds, and at least one Alabama paper has Lesbian Writers Fund, announced that Gilda
also called for dismissal, suggesting that the attorney Bruckman (New Words, Cambridge) and David Wilk
general may have engaged in entrapment. (LPC) will share the second annual $5000 Independ-
Penalties can be as high as $10,000 per count, ent Spirit Award.
although it is extremely unlikely that a case of this Bruckman, whose feminist bookstore celebrates
nature would actually reach penalty stage. Most simi- its 25th anniversary this year, has earned the award by
lar cases have been dismissed or are on appeal. “having the foresight to make available books by
women; by hosting hundreds of events that
cross-pollinate authors and their audiences; by acting
NEA Retracts Cinco Puntos Grant as a clearinghouse for a multiplicity of feminist and
lesbian cultural and political events; by mentoring the
The credibility of the NEA sank to a new low when reading tastes and real-world skills of thousands of
NEA Chair William J. Ivey suddenly canceled half of a staff and customers; by bringing the experience gained
promised $15,000 grant to Cinco Puntos Press. The from operating a woman’s bookstore into the larger
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
independent bookstore world; and — last but not least
— by setting the standard for elegant dressing while
lifting boxes with the aplomb of a fifth-degree black
belt in Akido,” according to the award committee.
Spring Fiction by Women Writers Wilk, formerly of Inland distribution, is the first man to
be recognized by the committee.
The award will be presented on May 23 in New
Courting Disaster York City. The inaugural award winners were Nancy
a novel by Julie Edelson Bereano of Firebrand Books and Carol Seajay of the
Feminist Bookstore News. Allison said of the Independ-
ent Spirit Award, “My life as a writer has been made
a uəvel by Julie Rdelsen possible by the feminist and alternative presses and
A touching, quirky black small bookstores... At a time when the survival of the
comedy that moves at small independents is so uncertain, I want to do
G Ea Ea A breakneck speed. nev ite yry t inh sin tig t u tI i oc na sn at ro e m tha ek re e s fu or re ot th ha et r t yh oes ue n g v i wta rl i tc eo rm s. m Iu t - is
“A vibrant novel filled my hope that this award will not only recognize indi-
with beautifully drawn vidual efforts, but help encourage the spirit that
characters.” s su o s t mai un cs h t h fe o r p e mop e.l ”e and organizations who have done
Marian Thurm
Gay Writer Brutally Attacked i in Ireland
Charges Filed
A Citizen of the World Philadelphia writer Robert Drake remains in crit-
ical condition two months after being brutally beaten
` stories by Maclin Bocock in his apartment in Sligo, Ireland, by two young men
who later claimed that they were “provoked” into the
beating because Robert had made sexual overtures to
Tales of courageous them. Robert was found by friends the next morning,
women facing personal unconscious and lying in a pool of his own blood. He
and peculiar dilemmas. suffered significant brain damage as well as numer-
ous complications, and required dialysis for two
“Ms. Bocok’ voice is months in order to survive. He had been living in Ire-
singularly and wonder- l na on vd e l f so er t t th he e r p e.ast year, researching and writing a new
fully her own.”
Robert's books include The Gay Canon: Great
from the introduction Books Every Gay Man Should Read, the His and Hers
by Alice Hoffman anthology series co-edited with Terry Wolverton (His
3: Brilliant New Fiction by Gay Writers, Hers 3: Brilliant
New Fiction by Lesbian Writers, His 2, Hers 2, Hers, His),
and The Man: A Hero For Our Time, an illustrated novel
(with Derrick Buisch), about a gay man who is killed
in a gay-bashing incident, and his partner who goes
ZOLAN D BOOKS on to become a sort of avenging-angel superhero.
384 Huron Ave., Cambridge, MA 02138 His partner of six years, Dr. Scott Pretorius, is
the chief resident in radiology at the Hospital of the
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"Feminist Bookstore News
University of Pennsylvania (HUP). Robert was monitor both Robert's progress and the progress of
flown from Dublin to HUP at the end of March, with the case. The Ambassador called both Dr. Pretorius
funding for the transport provided by Ireland’s and Robert's parents. The embassy’s attention to the
North Western Health Board. (The Health Board case conveys to the Irish government that the U.S.
holds no legal responsibility for this transport, but government expects action on the case.
offered to pay the costs after Irish National Health Many fundraising efforts have been launched,
Minister Brian Cowen delivered a plea in the Irish initially to raise the thousands of dollars necessary to
Parliament.) Neurological improvement has contin- fly Robert back to the U.S., and now to help with medi-
ued since Roberts return, including the ability to cal expenses. Activities included a reading/ fundraiser
respond to voice direction, to squeeze a hand, to at Giovanni's Room, an ongoing University of Penn-
smile, and apparently to recognize his partner and sylvania fraternity (Sigma Nu) effort in which its
others. The MRI examinations, however, demon- members are selling buttons that say “Robert” and
strate extensive damage to the right side of Robert’s expect to raise $750 to $2000, and an event by Lavender
brain, especially to the temporal and parietal lobes. and Green, a NYC-based Irish organization at St.
These areas are involved higher information pro- Paul's Parish Hall where speakers included an Irish
cessing, including numerical skills, and also control nun and a deputy form the Irish Consulate. PBS’s “In
the left half of the body. Fortunately, though, his pri- the Life” program is also considering doing a feature
mary language centers, which should be in the left about Robert in April.
half of Robert's brain (as he is right handed) appear Donations toward Robert's health care may be
normal, although he as not been able to speak since sent to the Robert Drake Fund, c/o the Baltimore
the attack. Attempts to take Robert off dialysis have Alternative, PO Box 2351, Baltimore MD 21203.
been successful, and nutritionists are focusing on Updates on Robert's condition and fundraising
improving his nutritional intake since his weight has are available at <www.BaltAlt.com> and <www.sas
dropped from 190 to 145 pounds. .upenn.edu/~rbloom/robert_drake.html> and a
The gay bashers, Ian Monaghan, 21, and Glen photo is posted at <www.businesswire.com/
Mahon, 20, were charged in a special seating of the photowire/pw.021999/>.
Sligo District Court of “assault causing serious
harm,” which is the most severe assault charge in the
Irish court system and is punishable by jail sentences Bertelsmann Reogranizes
of five years or longer. RH/BDD Sales Forces,
Mahon faces a second charge of stealing Drops an Estimated 50 Employees
Robert's passport and wallet, credit cards, and a
small amount of cash. Both of Robert's attackers On the first anniversary of Bertelsmann’s pur-
voluntarily delivered statements to the police, chase of Random House, the German-based
accompanied by an attorney. (Under Irish law a multinational implemented a staff reduction in the
criminal’s sentence may be reduced if he turns him- now-combined management and sales team for Ran-
self in and expresses remorse.) Both were released dom House/Bantam Doubleday Dell that eliminated
on bail of $14,000 each. an estimated fifty positions. Bertelsmann’s commit-
It is worth noting that the Irish justice system ment to improving the profitably of the U.S.
places a very high value on allowing people to receive publishers it acquires may well mandate additional
a fair trial without prejudicial publicity. Therefore, staff reductions, cutting back on the publishers’ num-
once someone is charged, media reporting and public ber of titles, and changes in direction and/or
comment on the case become more restricted. priorities. Such changes are common to most con-
Robert's friends in the Irish gay community advise, glomerate mergers and takeovers, and should also be
“This should not be taken as loss of interest in the case anticipated at Ingram, should the sale of Ingram to
or failure to appreciate the enormity of the crime.” B&N be approved by the FTC.
The White House is reported to have asked the Editors note: Fifty percent of B&N.com is owned by
U.S. ambassador to Ireland, Alexander Hill, to Bertelsmann.
May/June 1999
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Tue, 26 Mar 2024 23:25:36 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
