PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 06-01-1998
Contributed by: Alice Di Micele; Julie Forest Middleton; Anne Newkirk Niven; Carol Seajay;
Dorothy Holland; Jenn Tust; Jean MacRae; Linda Bubon; Tee A. Corinne; Laura Quilter;
Heather Whipple; Karen Mitchell; Liz Wermcrantz; Dorothy Holland; Susan Frazier; Donna
Niles; Nan Cinnater; Roz Warren; Mev Miller
Stable URL: https://www.jstor.org/stable/community.28036385
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Feminist
Bookstore
News
Volume 21 Number 2
F224%
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Н Т ОУ ИИ 13 УТОЈА
и |Р [е 3;
1 Р Д ц Ца ТЕ
Р. УИН ЧК А ГДЕ ЬЬ};
Гоокіма Ғов МеЕвСНАМОІ5Е
Тпеге'с пемег һееп а іеіемііоп зегіез міїїй Гапз тоге Іоуаї ог тоге гауепошз Тог тегсһаіїве ап
ХЕМА. Алӣ зпе ммогк һагіі Тог уои мії а сотріеїе їїпе ої саріімаїпо тегсһатіїзе іпсішіїпо
саіегиіаг $, рһоїо-гвайзїїс і-зһігів, паїз, тшдз, “сһакгаш” јемге!гу, їтіїеі ебїїіоп спготіштз, 9іоззу
рһоїоз, розісагііз, кеусһаіпз, јаскеіз, апі тоге. Зһе е пштһег опе Гг$ї гип зутіїсаїей зїаг іп
е мгогій агі зеі беіпо іп а моіе пемг ашіїепсе іпіо уош зїоге! Риї пег їо могк Гог уои їойау!
САВЕАТ
ЕМТЕРТАММЕМТ
Сопѓасї Сгеаїіоп'з Заіеѕ Верагітепі аї 818.409.0960 ех. 227, 228
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
Welcome to our annual summer Sidelines Issue.
In this issue we do our best to collect the finest, most
fun, and most profitable sidelines for feminist book-
stores. Handily, it arrives in good time for stocking
your store for all the winter holidays that your cus-
tomers celebrate. Sidelines sales are a sometimes
challenging, but ultimately essential part of the book- : Osutie Rakiun H98
store mix these days — something that sets your store
apart from the chain stores and distinguishes your never should have been raised. Thanks to ABA and
store Ta wm oo n sg e c rth ete s i tn od e p sue cn cd ee sn sft us. l sidelines: Someone in t Ko r a mAB erF bF oE o kw s'h o l e gc ao ln t fr ei eb su t ae nd d o v fe or r $ f1 il0 i0 n, g0 0 0 “ f rt io e n p da y of the
the store has to love them, display them, rotate them, court” briefs in support of the bookstores’ motion to
hand-sell them (to the rest of the staff as well as the quash the subpoena.
customers) and, of course, order them. Sidelines, like
flowers, need to be new and fresh and different. Some- BEA attendance figures are just in as we go to press:
times the best way to sell a line is to take it out of stock Total attendance for this year is 25,672, almost identical
for a while, and then add it into the mix again in to last year’s 25,732. Bookbuyer attendance was down
another location, a different display, and allow your from 7,402 in 1997 to 6,962 this year. That category
customers to “discover” it all over again. (See “Book- includes booksellers, retailers, librarians, et al., as well
store News” for Kelly’s insights on keeping displays as a huge variety of spouses, children, friends, authors,
fresh and new throughout the store.) | etc., who come in under bookbuyer badges.
And, of course, there are a host of great ideas in
the Sidelines section: From stocking zines to renting There seems to be a new wind blowing, though.
audio books and a wonderful multitude of new prod- The buzz is that “Independents Are Making A Come-
ucts and dependable standbys. It’s a rich and back.” (As if we had ever gone away!) I can't tell you how
wonderful issue and we hope you enjoy it to the max. many people at BEA told me some version of, “I think
If you find the information in these pages useful, but the stores that have made it this long are going to
a tr ioe nn 't i n a f o r re mg au tl ia or n .subscriber, see page 140 for subscrip- survive the chains.” (Wish it was that simple!) Publishers
Weekly just ran a great story about the reemergence of
independent bookstores and that many publishers are
Great news on the legal front as we go to press: newly realizing how essential independents are in
Witch-hunter (oops, I mean Special Investigator) selling many of their titles and creating bestsellers.
Kenneth Starr has dropped his subpoena against (Duh!) But the proof of the pudding is coming from
Kramerbooks & Afterwords. The word is that he got the chains: B&N spokespeople are suddenly promot-
Lewinski’s lawyer to tell him what books she read, ing some fiction about how B&N is really just another
but clearly he’s given up trying to force booksellers independent (Suddenly they want what we've got).
to reveal that information. While a definite legal Borders, always ahead of the curve, has been trying to
victory would have been nice, this is a question that promote this line for the last year. And furthermore,
Summer 1998
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
B&N is opening fewer and smaller stores than at the the world to seek their fortunes. We're not saying
height of the supersore (Oops, superstore) expansion. goodbye yet: Dani will stay through the summer to
But don’t take it personally, it’s a trend: Wal-Mart, train our new office manager in August. Jenn will see
which has about 3,000 huge stores, has found that us through the Fall issue and stay on until the end of
“giant” stores aren't always what shoppers want September to train her successor. Please tell anyone
(Gee!), and is rolling out a series of smaller stores you think would be interested in these positions to call
(40,000 square feet) to get the business of the folks who FBN for job descriptions.
don’t want to hike through a 100,000-square-foot store Our deep thanks, too, to Roz Warren for many
just to pick up a few things. Makes me recall Jewelle years of humor(!) columns. She’s taking what we hope
Gomez quoting Grace Paley at ALA last year: some- will be a temporary hiatus from writing the column
thing to the effect of “The mainstream is wide and but not, we hope, from sending us wicked and
shallow — and all the action is in the tributaries,” to insightful email.
which Jewelle added, “And our job is to make sure
people still have access to the tributaries.” To make our upcoming transitions easier, We're
I'm a tad less optimistic than the buzz, myself. It working ahead (way ahead!) on our University Press
isn't going to get easy for a few years, yet. But the issue (due out in November) and January’s special issue
women-in-print movement continues to be essential. on Women’s History and Black History Months. If you
have ideas, suggestions, information — or articles
But the work always includes change, new you'd like to write or contribute to for these issues,
energy, new ideas, and new people. Still, it’s with a please give me a call right away. We want to get most of
great sadness that I announce that FBN’s office man- these special features wrapped up before Jenn leaves.
ager extraordinaire, Danielle Bauter, and FBN’s Yours in spreading the words,
four-year veteran Jenn Tust are both heading out into Carol Seajay
Fall University Black & Women’s
Announcements Presses History Months
Sept - Oct Nov - Dec Jan - Feb
Articles July 3 Sept. 4 Nov. 6
Ad Reservations July 10 Sept. 11 Nov. 13
Ad Mechanicals July 17 Sept. 18 Nov. 20
News Column Items July 17 Sept. 18 Nov. 20
Letters July 22 Sept. 23 Nov. 25
F t fh eE meM iI niN n iI sfS toT r m a B naO dl O fK n eeS mtT wO inoR irE sk t - N io nE f cW l infS e e m di s i n b it osh ot ke sb tc o oo o rm k essm t ou ir nn e i s c . ta h t F eio Bn N Us .S rv . ee ah ac ni hc dl e e s C f a5 no 0r a0 da as l N Mett E aer W rs c S har ,e ( It MShe S a N yre : ,s p o 0n J7si u4b li 1l yit -y ,6 5 o S5f e 5 pt )h te e i s mau t bh po eur rs b. , l F i E s aM h nI e dN dI S T N b B oiO vmO eK o mS nTO btR ehE rly b yin FJ Ea Mn Iu Na Ir Sy T,
well as feminist booksellers in England, Europe, Australia, New BOOKSTORE NEWS at 2180 Bryant Street #207, San Francisco
Z tee aa cla hn ed r, s , I n bd oi oa k, J rea vp ia en w ea rn sd , pK ue bn ly isa h. e rL si b r anar di a n fs e, m iW nio sm t e n bi’s b l iS ot pu hd ii le es s C MA A'9 S4 T1 E1 R0 :. PP le er ai so ed ic sea nls d P ao ds dta rg ee s s p ca hid a n gat e s S a tn o FF Er Man Ic Nis ISc To C BA O. O KP SO TS OT R- E
comprise the remainder of the subscribers. Signed articles and NEWS, PO Box 882554, San Francisco CA 94188-2554.
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"FBN CONTENTS
EDITOR & PUBLISHER Carol Seajay
ASSISTANT MANAGING EDITOR Jenn Tust ARTICLES
ADVERT. & PRODUCTION Kathryn Werhane BEA 1998 — A Low-Key Show
CATALOG COORDINATOR Lisa McGowan Toronto Women’s Bookstore is 25! ......... 27
OFFICE MANAGER Danielle Bauter Where Have All the Sales Gone? Market Share 1997 . 13
COLUMNISTS Archiving OUr History... #9, TE 31
Art Books: Tee Corinne Writing Blurbs for Co-op . . . 1... T, 26
Canadian Books: Jacqueline Dumas Bookstore News. pe T a 19
G Huay m oM r:e n R's o z L i Wte ar ra rt eu nre: Richard Labonté Feminist Publisher News... 23
Kids’ Lit: Linda Bubon NewS/Short Stories 11.711. 7.1........1.. 9
SNM M ce iu y Fws s ii t /c e F: Mr a i e nS e du s t: i as a sa : yn N :a D n F o L rr aoa C uz t rii hne ayr n a Q t& H ue r io llB tl eaa rnr db Smalley a BD n ao d cr k o it B nh e y r t e haA n e l ol i U s •o . Sn .B 's e •r I tn Pe .d l Fse m Lp Ae an Gnd n e Gn B ot u e syS sp Bi r &Ri Nt a n dA •o w m Na r e d wH o G u Aso Bee As • t Oo P f a fnS ide ca o ej r ra a sy / T i Bt ole ars d
& Heather Whipple • Full Circle Books Joins Cyber-Censorship Lawsuit
University Presses: Mev Miller Sidelines Supplement... 45
Video: Liz Wermcrantz
PROOFREADERS DAEPAGRTMIEnNTSdex P 143
Danielle Bauter, Sarah Holmes,
KK air rs et ne n M J ckan Ke en ve it- tN ,e l Sso tn ep, h aC nh ia er l Pot rt oe v i nM ea su ,tner, B Ca lc ak s st iO f iP er des s A el da s e .t .. s 1 s 4 430
Dena Taylor, Julie Van Pelt, Susan Waller
Leiters SBS TEL PRI 5
COVER ART
Sudie Rakusin, The Coloring Book for Big Girls Subscription Information . . . ............ 140
They Went That-A-Way . . . .............. 35
HOW TO REACH US Writing Wanted. . . 0. 34
TELEPHONE 415-642-9993
FAX 415-642-9995 THE BOOKS
A BOOKS... 4 sei Si aa n 39
PU F Oe.S m . i B nP oiO xst S T 8 A B 82oL 5o 5k S 4sE tR orV eI C NE ews H KU IM SO ""R . L 2 i t t . e P A N a b 3 1 704
San Francisco CA 94188 Musie NEWS 2.. A A A 71
2D 1E 8L 0I V E BR ryIE aS nt Street #207 NN N Pr A. A SDA | 101
San Francisco CA 94110 NEWMedia s ieriiee aa bies Nte. SM. 67
EMAIL Our OWiPiesses n GVA e n |, 105
General Info: Danielle @FemBkNews.com Publisher s Row 5 A N e, 129
Editor & Publisher: Carol@FemBkNews.com
Assistant Editor: Jenn@FemBkNews.com Science Fiction & Fantasy... ............ 41
Advertising: Kathryyn@FemBkNews .com SNO RAVS... e a e P 33
Catalog: Lisa@FemBkNews.com Small Presses... 113
Printed in the USA University Presses .................. 125
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"Feminist Bookstore News
p
4
t Our summer titles are
definitely creating some
heat! With our selec-
tion of over 80,000
titles, Koen offers the
best in independent,
feminist, and gay and
lesbian press.
S; The BThee s Bte st SInedlepleenrdesn.t Presses.
A
SN SS
PV o)
— 2 Koen Book Distributors, Inc
10 Twosome Drive • Moorestown, NJ 08057 L97949 008
800-257-8481 • fax 800-225-3840 © www.koen.com
Summer 1998 4 Volume 21 Number 2
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"Feminist Bookstore News
As h41 la5 n d E . O H Re r 9s 7e 5y 2 0 St. regard I i n h g o p oe n e t h oi fs h thel ep s m t oo s t c l he ea ar l i nu gp aa nn dy bm eai usc to ifn uc le p ct ii ro cn ls e
Dear FBN, songs I've heard.
In 1997 EarthBeat! Records released a CD that I In the spirit of song,
produced and performed on with an incredible group Alice Di Micele
of women called Circle of Women. This CD includes
the song “Circle Round for Freedom.” The song is
vcr ered sait te iod n sa s w p itu hb l i ac wdo om ma ai nn wb hec oa u ss ae i d o f s h m e y w av s a r ti hou es con- Emerald Earth P u Pb Ol i s Bh oin x g 4326
co-author and that she felt that the song was a “circle Philadelphia PA 19118
song” and should not be copyrighted. In March 1998, Dear FBN,
a woman named Linda Hirschhorn informed me that I'm a new publisher with a single book (Songs for
she had written and copyrighted the song in 1982 Earthlings) in my catalog, and I first heard about you
under the name “Circle Chant” and that some of the from a friend who's the children’s book buyer at a
lyrics were different. large independent bookstore in Marin. She took me
over to Boadecia’s and I tried to con them out of a back
issue of [Feminist Bookstore News] but they smiled and
firmly refused.
At your BEA booth I had a marvelous chat with
As a result, I am writing to correct any confu- a sweet funny woman whose name I didn’t get, and
sion your readers may have regarding the she gave me a copy of FBN (Spring Announcements
authorship of this wonderful song. If you have Circle 1998) which I put in my purse to read on the plane
of Women in your music collection please correct the going home.
insert to read: “Circle Chant” (“Circle Round for Now I consider myself a pretty with-it woman —
LF ir nde ae d Ho im rsc” h) h o rw nr .itten and copyright 1982/1992 by I t h h emav e a l6 l) ; s e I l f b- ep lu ob nl gis h ti on g P Mbo Ao k as n do n S Pm Ay N d ae ns dk r(a en add ts htu eid ry
Please correct the lyrics to read: newsletters; and I went to all 8 sessions of PMA’s
Circle round for freedom, circle round for peace Publishing University in the two days preceding BEA.
For “all of us imprisoned,” circle for release Circle So we tried to go home on Sunday, but because of the
“for” the planet, circle for each soul For “the children thunderstorms we sat on the runway at O'Hare for 4
of our children,” keep the circle whole. (Note: phrases hours, and I read FBN from cover to cover.
in quotations indicate lyric changes.) And I learned at least as much as I did at Pub U
For information on Linda Hirschhorn or her and certainly more about “current events.” So here-
progressive Jewish women’s ensemble Vocolot, or to with is my check for a subscription, and I consider it
order one of her six recordings (The CD Roots and among the best money I've spent so far.
Wings includes “Circle Chant”), contact: Oyster Thanks for being.
Productions, PO Box 3929, Berkeley CA 94703. Julie Forest Middleton
Summer 1998
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
PO Box 641 through! (Hooray!) I'm trying to implement some
Point Arena CA 95468 changes which might interest your bookstore and
707-882-2052 publisher readers.
info@sagewoman.com 1. I have set up “no-return” accounts with many
Dear FBN, of my smaller and mid-size distributors. I give them
I've been reading FBN for years and have been a 60% discount off cover, and in return they guarantee
following the trials and tribulations of feminist book- me a 60% sell-through and pay in a real (not delayed)
stores for a long time, since it was feminist stores that net 60 days. That means I get a lower profit margin
largely gave SageWoman a start in the newsstand end on these accounts but I get my money sooner and
of the business. I've also been pushing my readers, for there are no nasty “delayed returns” surprises. The
years, to either subscribe (yeah!) or buy their copies of distributors benefit because they get a 5% better dis-
my titles (now two, both SageWoman and PanGaia) count, and if they sell more than 60% they get to
from their local feminist, pagan/New Age or inde- pocket the difference. (Of course, if they sell less than
pendent store. 60% they eat the difference, so there’s a bit of trust on
I thought you might like to know a bit about how their part that my product quality will remain news-
the superstore phenomenon has affected our business, stand worthy.) '
and what I'm doing about it.
First of all, 1997 was a really lousy year for us; the
demise of Fine Print Distributors just about put me
(and most other small magazines I know) right out of
business. As I'm sure your small press publishers will 2.1 am also setting up “direct-to-retail” accounts
understand; they took hits during 1997 also. Our prob- with small bookstores who don’t have or prefer not
lem is even more insidious — virtually all magazine to use a magazine distributor, or whose distributor
wholesale accounts are on consignment only; pay- (such as Eastern) doesn’t carry us. I have two sets of
ment ranges from absurd (60 days past next issue, terms: 25% discount with full returns allowed and a
which for a quarterly like me means 120 days) to the set $5 shipping charge, and a 50% discount, with no
horrendous (I’ve seen distributors try to take me 120 returns allowed, and free shipping. Guess what?
days past their terms — which can add up to almost a Everyone is taking the 50% discount! I figure, it’s a
year! after the ship date). And then there’s the long, pain in the rump to deal with returns for everybody,
long returns period — 90, 120, 180 days past the next and by giving a generous discountand free shipping,
issue. Etc. I'm making it economical for the smaller store to
carry us.
I would be very interested in a column, or at
least regular features, about how feminist magazines
are doing in the new market reality. There is a fledg-
Last year I got hit twice: Fine Print owed us over ling trade organization that you should know about
$15,000 when they went down and then Bookpeople as well, called the Independent Press Association,
stopped carrying magazines. This created a big hole in made up of small magazines like us which are trying
my distribution network from which I am yet to to stay ahead of the mega-corporate machine. You
recover. Many smaller bookstores simply stopped may contact them at (indypress@indypress.org) for
carrying magazines altogether, especially those which the whole story.
had been serviced by Bookpeople. As a result a greater Thanks for keeping up the good fight!
and greater proportion of my wholesale copies are Anne Newkirk Niven
going to mega-wholesalers like IPD and Ingram, Publisher SageWoman and PanGaia magazines
which primarily service the super-chains.
Without the massive support of our subscribers, FBN would love to hear from other feminist magazines
who raised $28,000 in less than 3 months, SageWoman about how you're coping with these difficult conditions and
would have gone under. But, our readers came the new market reality.
Summer 1998
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
10,"AFTER SILENCE
RAPE & MY JOURNEY BACK
Nancy Venable Raine's searing and luminous account of her rape and its aftermath
is a stunning literary achievement. “This is the most important book ever written
about rape. It breaks new ground in personalizing and contextualizing the after-
shock of trauma. I am deeply grateful that Nancy Venable Raine has chosen to
break her silence about this still fraught and dangerous topic."" Louise DeSalvo,
author of Virginia Woolf: The Impact of Childhood Sexual Abuse on Her Life and Work
o Crown ° 0-517-70683-0 © $23.00
SLAYING THE MERMAID
WOMEN AND THE CULTURE OF SACRIFICE
In Slaying the Mermaid, Stephanie Golden reveals with eye-opening clarity the his-
torical, cultural, social, and even mythic reasons why women feel such an obliga-
tion to put the needs of others first—even against their will and contrary to their
principles—because they cannot face the pain they would feel if they did not.
Drawing on extensive research and interviews with experts and a diverse array of
women, and united by the image of the Little Mermaid, the fabled ideal of the
N . self-sacrificing woman, Slaying the Mermaid will help women become conscious of
O | the self-defeating behavior they've been blind to and reclaim their energy,
creativity, and identity.
© Harmony Books * 0-517-70812-4 © $25.00
ALL ABOUT BIRTH CONTROL
THE COMPLETE GUIDE
For reliable information about the many methods of contraception available,
All About Birth Control—from Planned Parenthood, the world’s oldest, largest, and
most trusted family planning organization—is the only guidebook you'll ever
need. Organized into thematic chapters (each examining one particular form of
contraception) and written in simple language, All About Birth Control explains how
each method works, along with its reliability, benefits, and associated risks—
making it the most definitive guide to birth control on the market.
THREE
Rivers 0-517-88506-9 © $12.00 paperback
PRESS
Volume 21 Number 2 7 Summer 1998
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Wed, 27 Mar 2024 01:03:15 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-517-70683-0', '0-517-70812-4', '0-517-88506-9']"
