PageNumber,Text,ISBNs
1,"Feminist
Bookstore
News sivill
FEMINA SeRAÅ Am F327%
December 1990 Volume 13 Number 4 ,
19°
y n i $
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Gender in the Classroom To Desire Differently
Power and Pedagogy Feminism and the French Cinema
Edited by Susan L. Gabriel and Isaiah Smithson Sandy Flitterman-Lewis
“An admirable addition to the rapidly growing field of “A thorough and elegant investigation of the work of three
gender studies. The essays in this collection, which different and influential women filmmakers. Flitterman-
range from important theoretical contributions to insight- Lewis successfully merges historical analysis with a consid-
ful discussions of classroom dynamics, will be welcomed eration of some of the most pressing issues in feminist
by both researchers and teachers concerned with issues theory today: feminine discourse and the female voice, the
of gender and gender equity in education.” — Francine question of female authorship, female desire and textual
Frank, co-author of Language, Gender, and Professional production, the strategic character of feminist criticism.
Writing. Paper, $10.95; also in cloth, $29.95. ‘This book will clearly have a major impact on the field.”
— Mary Ann Doane, Brown University. Paper, $15.95; also
(Ex)Tensions in cloth, $39.95.
Re-Figuring Feminist Criticism
Elizabeth A. Meese Parenting Together
Examines the racial, social, and cultural differences within Men and Women Sharing
feminism (s) and feminist literary criticism, and suggests the Care of Their Children
constructive ways for feminists to discuss those differences Diane Ehrensaft
and work toward social change. Texts discussed are by “A timely and fascinating and important report of the
Leslie Silko, Adrienne Rich, Sherley Anne Williams, changing parental roles of men and women in two-career
Marguerite Duras, Rigoberta Menchu, and Nadine families. . . . The potential consequences of the changing
Gordimer. Paper, $11.95; also in cloth, $27.50.
The Lecherous Professor m oe fn t to hf e c h i mldr aen r, i t a as l w e rll e la as t if oor n sth he i p q u al ait ry e (a n td h ost uab gil hit ty f) ully, carefully,
Sexual Harassment on Campus and imaginatively formulated and surely merit our most
Second edition serious attention.” — Judith S. Wallerstein, author of
Billie Wright Dziech and Linda Weiner Surviving the Breakup. $12.95.
“Far more than just a compendium of juicy horror stories My Life a Loaded Gun
a tb ho eu irt fli ec men at leio u ss t u dp er nof tse .s s o Itr s i sa b au ns in ig n - dt eh pe tir h p loo os kit i o an ts t a hn ed problem Dickinson, Plath, Rich, and Female Creativity
of female sexual harassment on college campuses today.” Paula Bennett
— Barbara Townsend, Higher Education. “Dziech and “Explores that largely uncharted terrain of the female
Weiner kept me reading to the end, citing compellingly creative spirit. Bennett's pathfinding book invites
candid comments from students and professors backed by the reader to think anew about the way women are
revealing cases and statistics, with sensitive discussions treated as girls and adolescents and their struggles
of the hazards and possible damage to both accuser and to become mature creators.” — Louise DeSalvo.
accused.” — Ann Morrissett Davidon, Philadelphia $12.95.
Inquirer. $12.95.
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Feminist Bookstore News
NOTES FROM
THE
o
o
o
` O
o0o0000 o
Welcome to the fifth annual University Press sory board to ensure the continuity of the project
issue. Our special features this year include profiles of between one Fair and the next. I’ve been asked to serve
24 special publishing series from university and aca- on the advisory board and am very pleased to do so.
demic presses devoted to women’s studies. The pro- We'll have more news by the next issue.
files begin on page 29 and are followed by a look at
recent titles from academic presses and, of course, Kris Speaking of traveling — we're making plans for
Hoover's wonderful column on recent and forth- ABA 1991 in New York City. Renting a block of rooms
coming titles from University presses. for feminist bookstores and publishers worked so well
I found that taking time to look at each series and in Las Vegas that we're doing it again for NYC. At the
its publications in the context of its history and goals moment we're looking at an apartment/hotel with
was quite illuminating. It made me remember that mini-suites (including eating area, cooking and refrig-
very few of these series existed 10 years ago, and left erator) on a direct bus line from the convention center.
me reflecting on the solid presence women’s studies Prices in quad/4 person suites should be about $35-
titles have earned in university press publishing in $40 per night per person. We’ll send you details as
such a relatively shorttime. The profiles also announce soon as we have them. I'm also looking for a place for
six new series devoted to lesbian, gay, or gay and 40-60 feminist bookstores to meet all day Friday, May
lesbian publishing. Five years ago, in an articlé in 31. If you have ideas, please give me a call!
FBN’s first University Press issue, we could find only If you've always wanted to write for FBN but
six books that specifically addressed lesbian lives in were too shy to ask — now is a great time to take the
the front- and back-lists of all the university presses
combined, and we noted that while women’s studies
w leger ite i m f al co yur i is nh i n tg h, e l ee ysb ei sa n o f s t u thd eie s a ch adad em n yo t — y e at sa ic th uaie tv ioe nd FBN
that is obviously changing. It will be as exciting to Deadlines
watch these new series develop and grow as it has
been to watch the women’s studies series come into
their own. Lesbian and feminist bookstores will also
be watching the publishers of the announced gay- January/February Issue
and-lesbian series to be sure they fulfill the promise in
the “and lesbian” by publishing lesbian and lesbian- Now!
inclusive titles as well as works by/about gay men.
On the international front, the word is that the Spring Announcements
1992 International Feminist Bookfair will be held in
The Netherlands. Watch for the official announcement March/April Issue
and start your savings plan now! After long dis- February 10
cussions, the organizers of the past fairs have decided
to establish a permanent Secretariat and a small advi-
Volume 13 Number 4 November /December 1990
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
4,"Feminist Bookstore News
plunge. Kris Hoover, after three years and 20 columns, So please welcome Ann Morse to FBN’s staff. Ann
is ready to pass the University Press column on to its comes to FBN with five years experience at the Ithaca
next writer. It’s a vital and essential column and Journal as an award-winning reporter and editor and
(rather than panicking) I'm eager to see who will do brings many skills that will be enormously valuable to
the column next, and how it will change and develop. FBN. Inspired in part by sister Ithacans Irene Zahava
Please call me if you're interested or if you have some- (Smedley’s Bookshop) and Nancy Bereano (Firebrand
one to suggest. Joni Seager has decided to change her Books), Ann left the newspaper to pursue work in fem-
International Books column from being a regular col- inist editing and publishing. We're delighted to have her
umn to being an occasional column. As always — or and, Ann adds, she is thrilled to be here... Watch for her
even more than usual — FBN is looking for interna- “AM” on columns and for her Bookslinger and Aca-
tional news and input. If you're the one with informa- demic Presses articles in this issue. Ann also does free-
tion, send it in! lance editing, copy editing, and writing.
So, FBN is moving along with our staff transi-
tions. We'll be taking applications for the office man-
ager/production manager job in December and
January. See FBN’s “Help Wanted” ad in the classi-
FBN’s truly sad news, however, is that Brenda fieds for details, or send a SASE for a full job descrip-
Cummings, FBN’s production manager, office man- tion. As is usually the case in undercapitalized
ager, and all-around staffperson, has looked the fi- feminist organizations, the work load precedes the
nances of single mothering straight in the eye and income for the new position, so I'm looking about for
concluded that she cannot, on FBN’s movement pay a bit of extra income to aid in these transitions.
scale, earn enough to support herself and a growing
(and so increasingly expensive) child and so has given More good news: Check the January issue of Ms.
notice effective with the end of production on the Magazine for a profile of FBN!
March issue. Brenda, as you've been seeing over the
last year and a half, has done a wonderful job with Peace on earth and in feminist collectives! If your
production and design. And, less visibly, but just as workplace is one where everyone scrambles for FBN
important, done an equally fine job managing FBN’s and the first person to get the mail hides FBN until
many databases and keeping the office functioning. If she’s finished it — consider giving one another per-
you know of anyone who gives grants to single moth- sonal subscriptions to FBN. Second (and third and
ers, call us immediately! fourth and fifth) subscriptions to the same address are
$35. Regular subscriptions are $50 — and rising...
Meanwhile, FBN continues to grow and ex-
pand — I'd been developing the idea of hiring a In addition to the University Press features, this
half-time editorial assistant/assistant editor and issue includes ABA's response to feminist bookstore
expected to be able to finance that position in Feb- feedback at ABA's Feminist Bookstore Roundtable, a
ruary or March — a plan that hit a major snafu profile of small-town Wisconsin feminist bookstore
when Brenda resigned. The idea of training two The Woman’s Word, an interview with Spanish femi-
new staff (in a three person office) stretched even nist bookseller Heide Braun, commentary from Cana-
my imagination beyond the limit. So when the right dian feminist booksellers on the scarcity of Canadian
woman for the editorial assistant job appeared (in feminist writers in U.S. feminist bookstores, an intro-
the guise of doing an informational interview), I duction to a few of the Canadian publishers and titles
decided to take the leap and hire an editorial assis- now distributed by Bookslinger, a very lively letters
tant now, so that one new staffer would be trained column and much more! Enjoy, stay sane through the
in her job and able to do back-up for parts of holidaze, and have a wonderful new year!
Brenda's very complex job by the time we start YoCurs ain rspreoadinlg th e Sworeds,ajay O
training Brenda’s successor.
November /December 1990
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"CONTENTS
FBN
Editor & Publisher DEPARTMENTS
Carol Seajay AdVeSrtisihg Index... o s k ak. 123
Columnists Back to Press & Other Good News ...... 85
Art Books Tee Corinne BESISÈÍÍSIS. o r 83
Canadian Content Donna Murray Bút Can- SHG TYPE- a.. iere t 24
Gay Men’s Literature Ed Hermance Canadian Content. =.: w s v 67
Mainstream Publishers Sandi Torkildson Classified:Ads =.. u 124
Mysteries Mary Lowry
Poetry Laura Zimmerman OP Books Wanted/Offered =... 76
Science Fiction Susanna Sturgis Short RAVES.. . . o. a a 82
University Presses Kris Hoover Subscription Information ......... 65, 90
Young Adult Books Christine Jenkins TVheyÍ AWen t aTh at -Aa-W aya. 9. .. 7 779
Editorial Assistant
Ann Morse Writing: Wanted... ss 81
Proofreading
Pat Kelso UNIVERSITY PRESSES
Advertising Women's SIUdIes:S8ries . . 29
Brenda Cummings Academic and Educational Presses ..... 41
‚University Press Books... =s... . 51
Feminist Bookstore News
456 1 P4 Ot h B oS xt r e 8e 8t 2 5 S 5u 4ite 6 ARTICLES
San Francisco CA 94188 ABA President Responds to Feedback .... 19
415-626-1556 Bookslinger Distributes Canadian Presses . . 69
vF eE hM icIN leI S T fo rB O tO hK e S T inO fR oE r m N alE W nS e t wis o r t kh e o fc o m fem mu inn ii sc ta t i bo on os kstores. N Ne Ew Ws f Sr /om Sh.th oe r tB O O SK IOSÍ rİO er Ses =.. . . a u eu r atd r. 13
FBN reaches 350 feminist and feminist-inclined book-
stores in the U.S. and Canada as well as feminist book- Spain: Running the Feminist Bookstores . . 57
s Ie nl dle iar s . a ni dn JE an pg al nan . d L, i bE ru ar ro iap ne s, , A wu os mtr ea nli 'a s, sN tue dw i e sZ e ta ela an chd, ers, Taking Care of Business: Bookseller's School 27
cb oo mok p r ir se ev i e tw hee r s r, e m p au ib nl dis eh re r os f a n thd e f se um bsin cris it b e rb si .bliophiles Profile: The Woman’s Word Bookstore .... 25
bL ee t t re er cs e, i v a er dt i c tl he es , tn enew ths oit fe m ts h e a n md o na tn hn o u pn rec ce em de inn gts ps uh bo lu icld ation. THE BOOKS
aSuigtnheodr s .articles and letters are the responsibility of the Art:Books3 = 29 s Aa 91
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is Gay Men's: LISrature: 0. o 94
NpSeu Epb Wtlei Ssm h be ad te r , 4b 5ia- 6nm do 1 n 4 N tt hho lv ye S m t ribn ee e r tJ a Sbn uyu i ta erF yE 6,M , IM N SaI aSr nTc h F,B r O aM nOa cKy iS s, cT o OJ , Ru E Cly A, InMternyatiosnatl eWromiene: s R""ead.i ng 0the0 A n tiNpode s . 9 . 5 . 87
94103. Second-Class Postage paid at San Francisco,
C FEA M. INPO ISS TT M BA OS OT KE SR T: O P Rl Ee a s Ne E Wsen S,d Pa Od d r Be os xs 8ch 82a 5n 5g 4e ,s St ao n On Publishers ROW 3 SN N e S 117
Francisco, CA 94188-2554. OUr OWN PrESS88. n sina 101
SUBSCRIPTIONS: $50/yr/6 issues, $95/2 years. Plus Science Fielion v... s.v st. 97
$6/yr Canadian postage; $13/yr for overseas postage. The. Small-Presses -r 109
Volume 13 Number 4
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
6,"Feminist Bookstore News
THE FLORENCE HOWE AWARD
COURAGE AND TOOLS FOR FEMINIST SCHOLARSHIP,
1974-1989
Since 1974, the Florence Howe Award has honored distinguished feminist literary EDITED BY JOANNE GLASGOW
criticism written by scholars in the fields of language and literature study. AND ANGELA INGRAM
Now, for the first time, the seventeen winning essays-many never before DEBORAH BYRD
published -are collected in one volume, Courage and Tools. These essays discuss topics MARY COHEN
such as resistance to the patriarchal order and the development of a feminist liter- CORINNE DALE
ary theory and explore the works of writers such as Margaret Atwood, Elizabeth CYNTHIA A. DAVIS
Barrett Browning, George Eliot, Henry James, Herman Melville, Toni Morrison, PHYLLIS FRANKLIN
Sylvia Plath, and Alexander Pope. SUSAN STANFORD FRIEDMAN
Nine of the authors have written afterwords to update their essays or to de- LINDA KAUFFMAN
scribe the experiences they had while or after composing them. The volume also ANNETTE KOLODNY
includes an introduction outlining the history of the award and a preface by Flor- BETH KOWALESKI-WALLACE
ence Howe, who is the current president and the cofounder of the Feminist Press, FAYE M. LENARCIC
cofounder of Female Studies, author of numerous essays of feminist criticism, and SUSAN PECK MACDONALD
a former president of the Modern Language Association. ELLEN MORGAN
All royalties from sales of the book will benefit the Women’s Caucus scholar- ELLEN POLLAK
ship fund. JOANNA RUSS
December 1990. xxx & 277 pp. CELESTE M. SCHENCK
Cloth, $35.00 [B821C] ISBN 0-87352-344-X PATROCINIO P. SCHWEICKART
Paper, $15.00 [B821P] ISBN 0-87352-345-8 ROSEMARIE GARLAND THOMSON
THE BEST-SELLING ANALYSIS OF SEXISM IN LANGUAGE
Designed for scholars, teachers, students, professionals, and general readers concerned with THEORETICAL APPROACHES AND
language, Language, Gendar, and Professional Writing is the first book to combine a thorough anal- GUIDELINES FOR NONSEXIST USAGE
ysis of research on sexism in language with guidelines for nondiscriminatory usage. The con- FRANCINE WATTMAN FRANK
tributors demonstrate the importance of avoiding biased language and stimulate their readers PAULA A. TREICHLER
to consider the many alternatives to discriminatory usage. with contributions by
1989. viii & 341 PP. H. LEE GERSHUNY
Cloth, $34.00 [B819C] ISBN 0-87352-178-1 SALLY MCCONNELL-GINET
Paper, $15.00 [B819P] ISBN 0-87352-179-X SUSAN J. WOIFE
10 ASTOR PLACE, NEW YORK, NY 10003-6981
212 614-6384 FAX 212 477-9863
MODERN LANGUAGE ASSOCIATION
November/ December 1990 Volume 13 Number 4
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-87352-344-X', '0-87352-345-8', '0-87352-178-1', '0-87352-179-X']"
7,"Feminist Bookstore News
Southern Sisters Inc. with 200 books sitting here, and having paid almost
411 Morris St. $60.00 in freight. The radio station which was presenting
Durham NC 27701 the concert, and for whom I sold almost 200 tickets, had
Dear FBN, given me permission without reading Holly’s contract.
Alright, after the zillionth request for a copy of When I called William Morrow, no one I talked to there
your list of women’s bookstores, I relinquish the pig- had any qualms about sending me the books.
headed notion that a single copy for the store is Besides the obvious problem I have with book-
enough. Please send us 15, for starters. Our check is sellers not being able to sell an author's books at an
enclosed. appearance (although it’s fine for us to stock and sell
The August FBN reinspired this often frazzled them by ones and twos, when some “big money” is to
bookseller with its wealth of news from all over the be made, the author gets to sell them), I also did not
world, installment two of Carol's and Judy Grahn’s appreciate the way the women at Redwood handled it.
history of early feminist publishing, the much- They were not helpful, tried to blame t on the publisher,
deserved Lammy to Carol, and the excellent statement and would not really listen to my side of it. Even though
on Native American spiritual abuse. Thank you for I wrote them in early August about having Holly ap-
printing it! Please tell everyone else who's looking for pear at the store around the date of her concert, spoke
alternatives to Lynn Andrews — i.e., writing by with Holly about it at the Michigan Festival (if she had
Native American women, not wannabes — not to miss time, she said), and called Jo-Lynne Worley towards the
Paula Gunn Allen's essay and bibliography in Ms., end of August, I was not informed until ten days before
volume 1, #2. Of course, since you psychics knew that her concert, October 27th, that she would not make a
Unwin Hyman was being distributed by Harper be- bookstore appearance. If she had been able to, by that
fore my Harper rep did, you probably already know time I couldn't have done any publicity anyway. When
all about it. a friend of mine spoke with Jo-Lynne, Jo-Lynne said, I
In haste, gratitude and sisterhood, guess as an appeasement, that Holly had already ap-
Melody Ivins peared at 40 women’s bookstores. Wel], that certainly
made me feel better. It also made me feel better to
hear that the reason Holly would be selling her book
herself is because she needs the money. Well, so do I.
Brigit Books As a new business, I have not made in a year what
3434 4th St. North she made here in one night.
St. Petersburg, FL 33704 When I called the woman at Morrow who han-
Dear Feminist Bookstore News, dled the shipment of Fire in the Rain, she said Red-
I, like River Artz (letter to FBN, 13#2, p. 9), was wood had called her and asked her why she sent me
surprised to get a call myself recently — this one from the books! She told me she had never heard of an
Redwood Records — telling me I was not allowed to author not letting a bookstore handle her book, and
sell Holly Near’s book Fire in the Rain at her upcoming she was sympathetic but could really do nothing
concert here. I got the call 8 days before the concert about it.
November /December 1990
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
8,"Feminist Bookstore News
There's still the matter of the freight cost, now decision that Holly would sell her own books at this event.
almost $140 including the return of the books. Need- Brigit Books in St. Petersburg contacted me (not Red-
less to say, the buck has been passed to me. The radio wood Records) to invite Holly to do a booksigning at their
station offered to pay it, so I will have to let them, even store while she was in Florida. When they contacted us they
though I don’t like to since they are a public station. I made no mention of their interest in selling books at Holly's
will suggest they bill Redwood. concert or even that they had ordered books. I discovered
It seems to make no difference to Redwood that, that they had ordered 200 copies to sell at the concert when
had feminist bookstores not stocked and promoted I returned their call to inform them that unfortunately
Holly Near’s music all these years, she might not have Holly would not be able to do a signing because of her
the sales she has today. schedule and health.
Sincerely, The salient point in Patty Callaghan’s letter is “The
Patty Callaghan radio station that was presenting the concert had given me
ce: Redwood Records permission without reading Holly's contract.” Performers
American Bookseller's Association and authors go on tour all the time doing lectures, work-
William Morrow and Company shops, and concerts and sell their own books. This is often
how they make a living.
Jo-Lynne Worley Management . Jo-Lynne Worley
6400 Hollis St. Suite 8 Holly Near Management
Emeryville CA 94608 (Edited for space.)
I understand Ms. Callaghan’s frustration and disappoint-
ment — all of us who work in alternative businesses or arts
organizations operate on a shoe string budget. Lack of
money is a chief problem for all of us. The Feminist Bookshop
Holly's book sales, however, are not handled by Red- Orange Grove Plaza
wood Records. Holly Near and Redwood Records are not 315 Balmain Rd.
synonymous; they are separate entities. Holly reserves the Lilyfield 2040 NSW
right to sell books herself or assign the sales of her book at Australia
her concert; this is clearly stated in Holly's contract with Dear FBN,
each concert producer. We always study with interest the university
Holly's books have been sold by many, many bookstores press catalogues sent to us from USA. It was with great
at her concerts this fall. They have also been sold by record horror and shock that we looked at the cover of the
distributors and non-profit organizations. The decision Kent State University Press catalogue: “Ku Klux Klan
about who will sell is made by Holly and me, her manager. — 25 years of excellence.” It gave me great pleasure,
Upon occasion, arrangements are made based on economic then, to say that we would not open the catalogue, let
conditions surrounding individual concert dates. In Tampa, alone order any books from it. Our rep from EWEB
Florida Holly's concert was a fundraiser for WMNF, the said that the message would be passed on.
local community radio station. Holly did two concerts for It was good news to subsequently hear that there
them and received one-half of her normal fee for the perfor- had been so many complaints that the press had to
mances. The concerts were a big success for the station. In reprint 25,000 catalogues with new covers — pity, they
this specific incidence, because of the expenses of travel, chose a picture of 3 white men. It still didn’t tempt me
food, accommodations, accompanist fees, etc. we made the to open the catalogue, but it is an improvement. The
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"Feminist Bookstore News
new from
ISBN 0-933216-63-7
day Kent State has a cover photograph of lesbian telephone us and we'll explain how to get here.
feminists and large signs saying “This university Best wishes,
h soa mte es or fac i tsm he, i r s e bx oi osm ks ! and homophobia,” weʻll order Jane and everyone at The Feminist Bookshop.
Anyway, hi from Sydney. Editor's note: Kent State University Press celebrated their
We have just had a wonderful visit from Cris 25th anniversary this year and publicized it on their publi-
Williamson and Tret Fure — Cris has been a long time cations (including the cover of their catalog) with the slogan
favourite in Australia, so it was terrific to hear her in “Celebrating 25 Years of Excellence.” They also published
person at last. She and Tret won quite a few new Steel Valley Klan, a book about the 1920s resurgence of
hearts, too. Sydney won't be the same after “Tight Klan activity in Youngstown, Ohio and featured a photo
Black Jeans!!” from the book on the cover of the catalog, creating what
Also looking forward to Katherine Forrest's visit someone understatedly described as “a most unfortunate
— hopefully we will hear that she has a dozen more juxtaposition.” The reprinted catalog cover featured a photo
novels pending and that Naiad is thriving. Claire from a book on furniture design. FBN certainly under-
McNab’s Death Down Under will be launched that stands The Feminist Bookshop's repugnance at anything
night, too. that would appear to be a positive or celebratory portrayal
We are still selling Courage to Heal at an undimin- of the KKK or its activities.
ished rate — there is also great demand for books on
addiction/co-dependency/ TECOVeTYy. 109 1/2 12th Ave. E
Summer is coming with a vengeance — 39 today Seattle WA 98102
— fortunately the bookshop is gloriously cool — we Dear FBN,
are in a little park full of trees and birds. Thanks so much for publishing our letter about
If you are visiting Sydney, come and see us. looking for a bookstore location. We've had four writ-
Lilyfield is about 6 km from the centre of the city — ten responses to date and we'd like to give you an
November/December 1990
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",['0-933216-63-7']
10,"Feminist Bookstore News
update on our bookstore plans and tell you a bit about radical feminist voice for articulating these new per-
our travel adventures this summer. We visited 15 fem- spectives in all disciplines.
inist bookstores as we made a circle through the West. As authors, we chose this press because of its deep
We found many delightful women and someinspiring commitment to the dissemination of feminist values. We
stores. We did spend a fair amount of time looking at wrote our books with the intent to communicate these
Portland and San Diego and they are both still prime values, and we wish our voices to be heard.
locations. However, we discovered that we have some We hope that those who are boycotting the
strong pioneering instincts and so we've decided to Athene Series in a spirit of feminist solidarity will also
move to Lubbock, TX at the end of October. give thought to the effect this will have: the silencing
We have both lived in Lubbock and survived pri- of women’s voices.
marily by mail-ordering every lesbian title we could find. Sincerely,
Lubbock is a university town of about 200,000 and has a Gloria Orenstein
fair gay/lesbian population although very little sense of Miriam Robbins Dexter
community. We believe our bookstore will fill a number
of needs and hopefully alleviate some of the isolation
that currently exists there.
We are currently planning for the store to be open The Athene Series
by no later than the spring of next year, possibly Pergamon Press
sooner. Our current ideas about a name go something Maxwell House
like Ellie's Garden: Women’s Books and More. Any of Fairview Park
this information that you care to putin the “They went Elmsford NY 10523
that-a-way” column is fine with us. We've been most Dear Carol:
excited to find such a stong feminist bookstore net- I feel I have to respond to the article in the August
work and would welcome any further input. 1990 issue of Feminist Bookstore News regarding the
Sincerely, boycott which the National Union of Journalists is
Wanda Clark trying to conduct against Pergamon’s feminist publi-
Linda McGann cations. There have been a lot of misleading state-
ments concerning this issue, and I'd like to have the
opportunity to set the record straight.
No NUJ member was dismissed from Pergamon
Departments of Classics outside agreed procedures, nor was the “entire union”
and Comparative Literature fired. Early in 1989, a person in our Pergamon Oxford
University of Southern California office was dismissed in accordance with the applica-
University Park ble contract of employment and disciplinary proce-
Los Angeles CA 90089 dures. She was an NUJ member but since she worked
Dear FBN, in a department where the union was not recognized,
We are authors of books in the Athene Series, she wasn't eligible to be represented by the NUJ at her
published by Pergamon Press. We would like to re- appeal hearing.
spond to the letter published in the Feminist Bookstore For the past 10 years, the NUJ has had negotiating
News, which informed the public of the issues sur- rights only in our Journals Production department
rounding the strike against Pergamon-Maxwell. (not the editorial department). In late 1988/early 1989,
Although we are in sympathy with the cause of the NUJ organized a major membership drive in the
the strikers, we feel that we need to discuss the effect company. They met with some success in departments
that the boycott of the Athene Series would have upon other than Journals Production, although their mem-
feminist scholarship. The Athene Series is the first bership still only amounted tò about 3% of the entire
internationally recognized feminist scholarly line. As work force. The NUJ formally requested negotiating
such, it has brought feminist writings into the realm of rights in these departments as well, but the discus-
accepted academic scholarship. It has been a powerful sions on this had only just started when the dismissal
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)70.126.145.227 on Sat, 19 Mar 2022 17:44:26 UTC(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
