PageNumber,Text,ISBNs
1,"Feminist Bookstore News
Source: Reveal Digital, 03-01-1995
Contributed by: Carol Seajay; Gini Duval; Margaret Phillips; Chris Sitka; Beth Morgan;
Nancy Gruver; Barbara Wilson; Dorothy Holland; Jennifer Einhorn; Roz Warren; Dorothy
Seaton; Jana Williams; Tee A. Corinne; Susanna J. Sturgis; Richard Labonte; Jamie Lee
Evans; Midge Stocker; Mev Miller; Dorothy Holland; Patty Callaghan; Robin Bernstein;
Linda Bryant; Sandi Torkildson; Audrey J. May; Laura Zimmerman; Mary Ellen Cavanaugh;
Diann Bowoman
Stable URL: https://www.jstor.org/stable/community.28036366
Licenses: Creative Commons: Attribution-NonCommercial
JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide
range of content in a trusted digital archive. We use information technology and tools to increase productivity and
facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.
This item is openly available as part of an Open JSTOR Collection.
For terms of use, please refer to our Terms & Conditions at https://about.jstor.org/terms/#whats-in-jstor
Reveal Digital is collaborating with JSTOR to digitize, preserve and extend access to Reveal Digital
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
2,"Feminist
Bookstore
News Kivue
U
K S e ü s
m SeU S EaN u AnV UANTi.t i N
Spring Announcements
March/April 1995. Volume 17 Number 6
Femina Segia Am F324973
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
3,"Deadly JACKIE MANTHORNE Rosalie’s Battles
Reunion
Rosalie’s Big Dream
' Jackie Manthorne Ginette Anfousse
Illustrated by Marisol Sarrazin
Intrepid lesbian sleuth Translated by Linda Gaboriau
Harriet Hubbley returns to
h sce hr o oh l o m ree ut now ion n . f Wor h e a n h aigh H Ro ol sy al i eh o ip sp i bn ag c k h ! o Arr no dr s ! so are
beach party culminates in her seven eccentric aunts,
m tu ir vd eer , iH nar sr ty’ is n i cnv te sst i ga t- ake over and a her lively gang of friends
and her cat Charcoal. Find
lead her to some surprismg out how this irresistible se-
conclusions. ries for ages 8-12 unfolds.
April 1995 e ISBN 0-921881-32-0 © $9.95 pb “This is great stuff.”
Also in the series: Books in Canada
Ghost Motel Rosalie’s Battles
ISBN 0-921881-31-2 e $9.95 pb M ISa Brc Nh 1 099 -5 9 2 © 1556-51-9
$10.95 he
Lesbian Rosalie’s Big Dream
Parenting April 1995 o ISBN 0-921556-53- 5 o $10. 93 he
Paperback available in Canada only.
Living with Pride
& Prejudice
Katherine Arnup (ed.) Real Sisters
Susan Wright i Real Sisters
Fere’s the perfect primer Illustrated by
for lesbian parents, and a Bo-Kim Louie
helpful resource for their
families and friends. This in-
dispensible collection of arti- 8 C cll aa si sr me a 1 tes s a td ao up nt te d . h eW rhen
cles offers up-to-date information and mspiration about who her “real”
to lesbians in all stages of parenthood. sister 1s, she must con-
May 1995 • ISBN 0-921881-33-9 o $16.95 pb front this difficult
P.O. Box 2023 qQuueisllt i o&n . Q “uSiernesitive, with a w dash of humour.”
S Can aChdarlaot tet owCn, 1 PEAI 7N7 r March 1995 e ISBN 0-921556-42-X © $5.95 pb
[sY Fa xPh on(9e 0 (290)2 ) 5 56666--574540 7 R3A G :WEED g any dn e r ing y C ab no ao dk as / bR yag w Ge ee nd e r aP lr e Dss i s ti rs i b d ui ts it or ni b u St ee rd v i ci en s . the U.S. by InBook
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-921881-32-0', '0-921881-31-2', '0-921881-33-9', '0-921556-42-X', '666--574540 7']"
4,"Feminist Bookstore News
o O O O O oO O 0O00
Everyone here at FBN is gearing up for National nies with price fixing. ASTA is also planning a
Feminist Bookstores Week (May 13-20). We’re “National Consumer Awareness Campaign” aimed
working with various feminist booksellers on t- at educating the public about the importance of the
shirts, buttons, and window-posters for the event as services they provide. Their promotional program
well as developing media and press materials. We will include full-page ads in USA Today and The
see this as an event that will celebrate feminist Wall Street Journal. Go travel agents!
bookstores in particular but that will, in the long Speaking of ABA, we still have some rooms in
run, draw attention to the importance of other spe- our hotel block during ABA. If you're looking for
cialty, community and independent bookstores. A lodging in a woman-friendly space, call our travel
multicultural society requires a diverse literature agent Ann Dwyer at 1-800-236-4627 or 608-233-7222.
— and the only way to have that is to have diverse I know these are tough times, but take a
outlets /bookstores and book buyers. moment to celebrate: Fifteen new feminist book-
Authors are among those who need to be most stores opened in 1994!
concerned about bookstores’ survival. If the stores This issue has some great articles! Enjoy!
that stock and promote and celebrate their writing Yours in spreading the words,
on a daily basis aren't there to sell their books... Carol Seajay
Well, the rest of that sentence is too grim to contem-
plate on this sunny March afternoon. But, knowing
that many writers will want to join in this celebra- FBN Deadlines
tion of feminist bookstores, we've organized an
“author's pledge” for writers who wish to publicly
pledge their support to feminist and other indepen-
dent bookstores. Our author-outreach program has Special ABA Issue
been pretty haphazard so far, so if you're a writer __ May/June 1995
who hasn't yet seen the pledge form, call FBN or March 17
Carolyn Gabel at The Reader's Feast (203-232-3710)
for a copy. You'll be in great company — we have
o Dv oe rr ha h u An lld ir soe nd ap nle dd g ee ns is no f war i, b e Ag li in cn in Wg lw ki et rh Summer IssMue a(Jvulys)
o t y d g t h e a .
(See News for more'details on NFBW.)
We're also psyched to support ABA’s National
Independent Bookstore Week 1995, and are eagerly
awaiting dates and plans. Watch this space for Summer Sidelines Issue
news as it becomes available! July 1995
Bookselling This Week carries a story about the
American Society of Travel Agents’ decision to file April 13 - June 16
anti-trust legislation charging major airline compa-
Volume 17 Number 6 March/April 1995
j
12127243
[C
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
5,"Feminist Bookstore News
a Amn B.Knox
uri
Late Summer Break Kitchen Tables Between One Future
Ann B. Knox & Other Midlife Musings and the Next
A p Tw f ex la hw e as p ia cca sev eir cn se d t bs a a - t oatw i onip n oi kdon g n i n g s it,i n sp n h a rg ihn o fn at c o gb ea rs iu s t —tst a s ph l , a e a o so s r fr a e t w n t tlA th eae s cn ta ,ht t n e i m n n s e t pg eK x e on rn p ut glo ss o ox e mr — se t ,i o do f lt ai nh f de e. N T i f g in ne ehi s ge ne i i l l s eg ia n rh m a e gtE tx asf il r,c oui rea n ls l i a —l eo ne den n d ts ,r t s a u ao y s ng p ts di i if n n t r i g t oe anf b ll cs ko e h o ic niok t c gi f kn ei gs n ao ru ot rf sh u i ol ne ul m e dp d t i , d h t low hsifu t ei aegt yh h -ts, R e a p mM cd ru c os i ot t. e vm h o s esr D ii sbaD f ei loa rg ef i oo g o mn f o pP, n o o e be et t et ah r g cs ye hi n O nw t nn ihe n e: al wgl t- m s k s an fapg uo neaw ta dz ukin rn s eee n ,f o do t fu ow i n n r gtd ti h st hi n e e e sg a s n.w exe t.
i ll i l io n l fv u e e m .l ”r i fs e se — .w Jth “ h oLo e yi k c a eger r e e KE a u otr d r e noa mrs bs a loe ar s tW as tli n e g l dt ry at , mh e K ai sr n o oxp fr i o dr ai it lyies k tE E hrit l emc i h aa se s t n oB o ro n it m ea ’ sb b s l e e sc . hk k e .E ’ si l “i t a H gcs a oo hv in ne e g ni as t o a s e t a tr at ee b l f la l lte e yc .t o i uv .e ”You'll enjoy “ c t suhrD ry ea fi sg at ro ca en ell a ’ i d s n o ee frw o s ttpr hork ei n s i eg os e r d wa b i na e t al no re en r ya.g t . ”h . d r t. hi n . e k e d no aa if b l yl ic no gld
°° ° ° 1 5 8$8 R N 8, e a 0 , g pt00 ii a00 oo g0 nn e aF a s lM l ,i r as AA 6rt duk v xteP h et r ri o 9i n trn ,ig st ii T 5nn B -o gg cu u od r lg oe rt cover, acid-free paper ° ° °— 6 $ RT 3, e0 , go 00 i00n o0 n y F a lMi r as ArtH u k ti eP hl tr il oi ne rn g r t i T m n B og u ua d rn <et — ° ° ° M 6 $ N3,a a0r , t00g i00 oe 0 n aF P lMi i re as Ar rtc d ky veP etr rii n tn ig st ii nn B gg u d &g e t Promotion
I IS SB BN N 0 0- -9 91 18 89 94 49 9- -6 64 5- -5 3, , p cla op te hr ,, $$ 19 4.0 .00 0 ° 1 3 5N a t pi ao gn ea sl , A 7.d 5v e xr t i 7s .i 5n ,g 5-color cover, acid-free paper I1 S1 B6 N p 0ag -9e 1s, 8 9 46 9 -x 6 6 -9 1, , 5 p- ac po elo rr , $c 8ov .0e 0r, acid-free paper
Publication date: April 1995 I PS uB bN li c a0 t- i9 o1 n8 9 d49 at- e6 :2 - M9, a rp ca hp e r 19, 9 5$9.00 I PS uB bN li c a0 t- i9 o1 n8 9 d49 at- e6 :7 - MX, a r cc hlo t h 19, 9 5$12.00
5C01
March/April 1995 Volume 17 Number 6
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0- -9 91 18 8', '9 94 49 9- -6']"
6,"Feminist Bookstore News
CONTENTS
FBN
Editor & Publisher ARTICLES
Carol Seajay New Moon Rising... ee 25
Assistant Editor Barbara Wilson: On Leaving Seal Press........….….….….….…….….……….. S1
Beth Morgan TCB: Selling Sex Toys & Vibrators ..….……...….…….…...... 37
Advertising CLhaesitntg:eCor-osp..D o llSar s ...O.....S...N- = . .. 5 41
Jenn Tust
NSWS/ShOrN SIONeS.......sseorssa earitana sas 11
Art Books Columnists Tee Corinne C• in cFinenmatii n Riisgtht BHiotso kons t Boarrnee s N & e Ntwobloe,r kP/ a yLbaouy,n acnhd e sK is s1 s&t T eAllnnual National
Canadian Books Jana Williams OFe pm eni n i is nt NB ao io rk os bt io r •e s C lW eie s e k P, r eM ssa y t o 1 3 P- u2 b0 l i s• h F Bem ani nn eis dt iB no o Ck as nto adre a at so
Canadian Books Dorothy Seaton Fund Raiser for Little Sisters • 25th Anniversaries — Amazon
G Hay u M men’s o rLit e ra Rtur oe z R i ch Ward a L rab ron et ne B Lao uo nk cs hto er s e B & o o kT Whe e b F e Wm oi rn li ds t W P ir de es s W • e b1 9 9 S5 it eT i fp ot rr e e M eA mw ba er rd s S t• o rA eB s A •
Women’s Presses Launch Library Project
Mainstream Publishers Sandi Torkildson Bookstore NEWS... icsasireaseraieienasataees senaren 19
Mysteries Nan Cinnater
Science Fiction Susanna Sturgis
University Presses Mev Miller
Proofreading
Elaine Blake and Jenn Tust
Cover Art
Courtesy of Everywoman Magazine
Feminist Bookstore News
2358 Market St. Subscription Information
PO Box 882554 ThTey Wrent i TVhat-A-iWaay ......... ee
San Francisco CA 94188
415-626-1556 FAX: 415-626-8970
Printed in USA
FEMINIST BOOKSTORE NEWS is the communications
v re eh acic hl ee s f 5o 0r 0 t fh ee m ii nn if so tr m ana dl n fe et mw io nr ik st - io nf c l if ne em d in bis ot o k b sto oo rk es st o ir ne s . t hF eBN Art: BOOks:. >... a r ateata 59
U.S. and Canada as well as feminist booksellers in Canadian Books... aiiai: 57
England, Europe, Australia, New Zealand, India and Japan.
Librarians, women's studies teachers, book reviewers, pub- Gay Men's Lil. ........ sser eieaa 65
tli hs eh e r sus b sa cn rd ib ef re sm .inist bibliophiles comprise the remainder of HMUMuO: l tsoissme 4e00d Siaant:h a SAa2sa5i at t5aei1ieea 55
Letters, articles, news items and announcements should be
S ar uie g tc n hei e ov d re sd .a r t th ice l e st e n anth d o lef t t et rh se am reo n tt hh e p rr ee sc pe od nin sig b i lp itu yb l i oc fat io thn e. M OY uS rIE -I O8S w nr ( w Pi rll e sr se etu sr ..n . n ae x t 7 3issue)
FEMINIST BOOKSTORE NEWS (ISSN: 0741-6555) is pub- Publisher's Row... 23...00. 111
ali ns dh e d N o b vi e- mm bo en rt h bly y i Fn E M J Ia Nn Iu Sa Tr y B, O OM Kar Sc Th O, R EM a Ny E, W J Su ly fo, r S e $p 7t 0ember, ScienceFiction... aaa 61
9p 4e 1r 1 4y . e a Sr e c op ne dr - C s lt ao sr s e P a ot s t a2 g3 e5 8 p aM ida r ak te t S aS nt ., F rS aa nn c i sF cr oa ,n c Cis Ac .o, CA The.Small:Presses..... rrer. 89
NPO ISS TT M BA OS OT KE SR T: O RPl Ee a s Ne E Wse Sn ,d Pa Od d r Be os xs 8c 8h 2a 5n 5g 4e ,s St ao n FEMI- UniVersity:Presses: 0. et eşearrıreıee 101
Francisco, CA 94188-2554. Women's MUusic.ss >. SASAS AIR N N iia 53
3 March/April 1995
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
7,"EEEE EEREN
Feminist Bookstore News
H
EIGHT BULLETS Fight Bullets is about a lesbian victim of a
O Cn le a uW do im aa n ’s B rSt eo nry n eo rf Su wrv ii tv hin g HA ant ni- nG aay h V i Aole sn hce ley v aio sl e n tt h h ea yte c gri rm ae p, ph le er f wam ii tly h a n td r c ao um mmu an ,i t y t, he medical sys-
tem, the police and courts, the media. It is about
In May 1988, on the Appalachian Trail in Penn- the realities of homophobia—in the world and
sylvania, a horrific shooting attack left twenty- in themselves—and the existence of friends and
e Cig lh at u-y de iar a- o ld B rR ee nbe ncc ea r W , i g wht a sd ea d s. e rHe ir o u p sar lytn e r, wounded, In s tt ir can eg e r as n w di ll in hg e at lo i nw gor .k Mtog oe sth te r o t fo se ae lk l , ju s i- t is about one
Eight Bullets: One Woman’s Story of Surviving woman’s courage and determination after en-
Anti-Gay Violence, Claudia Brenner writes a countering the unspeakable.
profoundly personal, emotionally riveting, po- $12.95 paper ISBN 1-56341-055-9
litically energizing account of the murder and $52⁄6.925 c lxot h 8 I⁄SBN2 12-546384 1 -p05a6g-7es
its aftermath: her path to recovery and activism.
April
POST-DIAGNOSIS sire and determination. With a clarity of vision
Sandra Steingraber t eh xat p eco rm iees n cfr eo m w t hhe i l p ea r t lic iu vla ir nit gie s io nf h ter i m ow en s of large-scale
crisis, Sandra Steingraber names the dead and
zp oa nti ee sn t o’s f h ao tosp mit ica l bb oe md b t o t e st th e s i tn ea st ,i o n Saa nl d s ra acrifice sends the living out to learn how to “reinvent
the gestures of survival.”
$ 9.95 paper ISBN 1-56341-057-5
what happened.” $20.95 cloth ISBN 1-56341-058-3
The author—a gifted young poet, a survivor 51⁄2 x 81⁄2 104 pages
o vf i rc oan nce mr ein n th aer l t bw een nti te s, c a o mbio mlog ii tst t ew dit h t a on e cn a- ncer activ- February
ism—vwrites about hope and renunciation, de-
S/HE desire, the push for liberation? What is our
dream of who we want to be? The path divides,
In the complex and sexy nonfiction stories of St /h hen e od fiv fi ed re ss ua sg a oin n, e l rea od ui tn eg o uin t m ofa n ty h e d i mre ac zt ei o n ass.
Minnie Bruce Pratt explores the intimacies of
her own wandering—mind and body—in these
fluidity of gender and sex. She asks intriguing soph Ais tt i c ta ht ee d , i n l ty err sic ea cl t i ov nig n oe ft t e ws o. rk on feminist
questions about love and its manifestations in analysis, queer theory, and transgender libera-
e mver ay n d H ,ay ow w l if m oe a: mny a nw ?ay s A ar re e t h ter he e rto e b e c og nir/ n, e c50 t7 i, ons between t b $io rn 1e,S 0a/ th .he 9 , 5g i v he s e p lu p as i p nin egfo r r m u a st I io S n m B t oh Nvat e h a 1is d - f e 5l aes s 6h 3 a i 4n nd 1to - 0 a 5ct 9i -o 1n.
o bu iar n , u n hd ee tr erst oa sn exd uin alg , o bf e t wm ea es nc u l ti hn ee , i nf te em ni sn iti in ee s, ol fes- $ 52 12 ⁄.95 2 c l xo t h 8 ⁄IS 2B N 1 1 9- 25 6 3 p4 a1 g-0 e6 s0-5
March
Available through all leading wholesalers.
4
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['1-56341-055-9', '2 12-546384 1', '1-56341-057-5', '1-56341-058-3', '1 1 9- 25 6 3']"
8,"Feminist Bookstore News
Food for Thought Alternative Bookstore send a Canadian cheque but I can send International
807 Park Drive Money Orders, so let me know if that’s preferable.
Fargo ND 58103 The bookstore had a great December — not
Dear FBN, enough to compensate for an awful October/
We had an upbeat open house to celebrate 7+ November, but it helped.
years of service to the community. Sadly, we closed Best Wishes,
our doors December 31. The big guns arrived: Margaret (Phillips)
Barnes & Noble and Media Play. We had 14 reasons
for going out of business listed on a poster for cus- FBN responds: We've heard this from several stores
tomers to read. and apologize for being slow with our Canadian deposits.
One reason: market change. Alternative books Our New Year's resolution is to deposit Canadian checks
are now found in mainstream bookstores. This is monthly! Actually, we're happy to be able to help
wonderful for authors, publishers, distributors, the Canadian subscribers and publishers avoid bank charges
reading public and even the non-reading public but by having a Canadian account. You can pay in either
not so good for small stores, make that tiny stores. U.Sd. dololars l orl ina thre cusrre.nt eq uiva—lent in C CanaSdian
We kept a positive attitude as we sold to the
walls. Someone called and asked if we had the B&N
phone number! “Aren't you going to open again
somewhere else?” many implored.
We still remember when Carol Seajay and Rose 42 Moonbie Street
Katz came to visit us. Thank you again. Your femi- Summer Hill 2130
nist catalog is superb. NSW, Australia
Gini Duval Dear FBN,
LZR. I visited Stacey Lannert in Missouri in prison
while I was in the States. She’s a young woman in
prison for life without parole for killing her father
Northern Woman’s Bookstore who had been abusing her for ten years. She was
65 South Court Street only 18 years old when she was locked up five
Thunder Bay, Ontario years ago. She is a very impressive young woman
Canada P7B 2X2 with a lot of recovery under her belt. I want to run a
Dear FBN, campaign to get her out of prison.
Hope you have a happy, interesting, challeng- Could you put a notice in FBN asking publish-
ing, peaceful, wonderful 1995. ers if they could make donations of books to her?
I remember you advising us that you could She is not allowed to receive books from anyone
accept cheques in Canadian dollars, but I notice it but publishers! Her address is Stacey Lannert
takes a long time for you to cash them, so I'm won- #5704, Chillicothe Correctional Center, 1500 West
dering if it is a hassle for you. It is cheaper for me to 3rd Street, Chillicothe MO 64601.
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
9,"I did want to send you a copy of the enclosed
article/critique re Mutant Message Downunder,
which I have been working on for the last few days.
I am just trying to get the information out and
LITERATURE BY WOMEN about. I believe many people have been taken in by
this stupid book and I want to do my little bit to
THE ADVENIURES.OF coun t Ce hr rac ist St ih te k a damage.
MONA PINSKY
Chris Sitka left copies of a six-page critique of Mutant
by Harriet Ziskin Message with us while she was here. If you'd like a
copy, send FBN a SASE with a note saying you'd like a
Sixty-five-year-old Mona Pinsky is copy of her critique and we'll pop it in the mail. This cri-
puj embroiled in a plot that takes her tiqu1e is 7 much# more 4detail.ed tha n t—he one wCe ranS in FBN
on a journey filled with magic R)
and myth.
One of the best...and most in-
C) triguing novels it has been my For W o 1m 34e 7n 9 O Hn ol wy a rB do o Rks d.
privilege to read. Millfield OH 45761
e — Judy Grahn Dear Editors and Subscribers,
0-934971-43-9 paper $12.95; -44-7 cloth $24.95x A thank-you to all the individual and group
efforts that bring FBN to my desk regularly. It’s a
THE COUNTRY. OF wonderful resource. I'm offering a wish list of what
I'd like to see in future issues:
WOMEN ° an article and resource list about female and les-
bian cultural traditions and herstory from Wales
==- by Sandra Kohler and Scotland;
A collection of poetry that reveals ° an update on the Womyn's Braille Press and
the cultural meaning of women’s s sp te oci rf eic s s u cg ag ne st i bon es sa ubo pu pt o w rtay ivs e i n i nw h i kch e e b po io nk g- such
lives while finding art in the resources available and even more accessible
mundane, the sacred, and the (maybe through our stores);
pug profane. • fiction and non-fiction books by and about deaf
women, girls, and lesbians;
_ A poetry of great balance and ° an article explaining the formats of media used
O loving connection. by those with visual disabilities, as well as
— Eleanor Wilner resources that we can stock for them;
A ° books written for beginning readers that
EA 0-934971-45-5 paper $11.95; -46-3 cloth $21.95x address their age group, and where to find them
B o Ot rh d e rti t fle rs o m av a Cil Oab Nl Se O RJ Tu Il Uy M 1995 To(b f ho oo sak elps l wca u in tld ht u rr free esa m,d e iar ngs i! se) ts. i, T oa rh b e i ms l lie et si ben is ae ne ad n c dt o o n s t e eb x ne eu t a li in wtc i oel uu s;. ls div e be
1/800/283/3572
C 5A 0L 3Y /X 7 5» 3• / P 9O 3 8B 4o x eB F• A C Xor v a 5ll 0is 3, / O 7R 5 3 9 /7 033 59 15 ° a cb oo no tk acli ts st fb oy r a tn hd o s ea b o fu emt inw io sm tsy n w o i rn k i np gr i s won it h a n od r cor-
responding with female prisoners. Info on what
March/April 1995 Volume 17 Number 6
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms","['0-934971-43-9', '0-934971-45-5']"
10,"prisons allow would be valuable — this might
be difficult since each prison may have its own
rules. Some only allow books from publishers or
only new books.
° a regular column noting the books we would like
to see reprinted. I will throw my ideas in for
starters:
Plain Brown Wrapper by Rita Mae Brown
Noelle’s Brown Book by Noelle (New Victoria)
Selene the Bull-Leaper by Z. Budapest
The Sheep Book by Carmen Goodyear
A Train for Jane by Norma Klein
Eye to Eye by JEB (Joan Biren)
The Good Fight by Shirley Chisholm
Out from Under by Jean Swallow
Flo Kennedy’s books
The Clever Princess by Coles
Embers
Ourselves & Our Children (format, Our Bodies, FOUR POEMS CELEBRATING WOMEN BY
Ourselves)
Women at Their Work by Betty Lou English
Lots of Mommies by Jane Severance
A Day With Alexis by Sarita Johnson-Calve Random House
° a regular column about books we would like to
see written. I'm including a handful of my 5. Intermediate, young and teen/adult versions
secret, Or not-so-secret, desires: of womyn’s herstory done in graphic novel or
1. Lesbian and feminist mysteries and adventure comic book style. These should be inclusive of
stories that don’t involve murderers and stalkers. many ages, races, abilities and lifestyles. Examples:
Whose definition of mystery do we want to continue? “The Triangle Fire” by Trina Robbins in The Women
There are many exciting, and even scary, plots that Say, The Men Say, Shapiro & Shapiro.
confront us daily which can be used as a mystery; 6. Intermediate and teen/adult versions of non-
death culture doesn't have to be our escape literature. fiction anthologies by and about feminists and les-
2. Books about womyn-only space for children bians in the first years of practicing in new careers,
and teens (or even adults). Example: Just Us Women and a comparison anthology by other females after
by Jeanette Caines, a book for 4-8 year olds. ten or more years in the same field — or half and
ZIRA Mha ylf F c iro sll te c t Yi eo an rs . a sE x aa m Dp ole cs t o r(b u bt y n Ro at m o sf d e lw l o am ny d n M o yn l y F) i: rst
Year as a Lawyer by Simenhoff.
3. Books for children with more feminist and 7. Books for children and teens with boys
lesbian main and secondary characters. involved in nontraditional activities, preferably with
4. More books about girls who are daughters of les- other males, not just as the exception among adults
bians and/or being raised in womyn’s cooperative or girls (example: Justin and the Best Biscuits in the
households. The plot line doesn’t have to focus on their World by Mildred Pitts Walter); and books showing
homelife, but it would be background as in many other boys the point of all-female space and to respect it.
children’s and teen books. No, we aren't just the same 8. Lesbian and feminist fiction and nonfiction
as many other families. So what, here we are. revolving around collective living experiences,
Examples: OP Lots of Mommies by Jane Severance and A rural or urban. Examples: Escape to Beulah by Anne
Day With Alexis coloring book by Sarita Johnson-Calve. Continued on page 129
This content downloaded from
(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)74.108.41.47 on Thu, 28 Mar 2024 01:30:49 +00:00(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)
All use subject to https://about.jstor.org/terms",[]
