ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,17.6
0-921870-33-7,Blackouts to Bright Lights,"Ladouceur, Barbara, Spence, Phyllis",Ronsdale Press,314.0,1995-04-16,"War brides, War brides--Canada--Biography, World War, 1939-1945--Women, World War, 1939-1945--Personal narratives, British, Emigration and immigration--History, D810.W7 B56 1995, 306.84/5/0971",Paperback,"<p>In this bestseller, thirty-six Canadian war brides recount their early lives, their involvement in wartime duties, the magical-funny moments when they met their Canadian husbands-to-be and their journeys from Britain to Canada. The stories convey courage and humour: qualities that carried the war brides through the difficult war years and that contribute to lively reading today. Includes fifty photos.</p>",en,1,"Height: 9.05 Inches, Length: 6.05 Inches, Weight: 1.12876678144 Pounds, Width: 0.81 Inches",21.95,https://images.isbndb.com/covers/03/33/9780921870333.jpg,Success,60.0,17.6
0-553-56242-8,Reluctant Voyagers,"Vonarburg, Elisabeth",Spectra,469.0,1995-02-01,,Paperback,,en,,"Height: 7 Inches, Length: 4.25 inches, Weight: 0.5 Pounds, Width: 1 Inches",5.99,https://images.isbndb.com/covers/24/22/9780553562422.jpg,Success,65.0,17.6
0-553-56242-8,Reluctant Voyagers,"Vonarburg, Elisabeth",Spectra,469.0,1995-02-01,,Paperback,,en,,"Height: 7 Inches, Length: 4.25 inches, Weight: 0.5 Pounds, Width: 1 Inches",5.99,https://images.isbndb.com/covers/24/22/9780553562422.jpg,Success,114.0,17.6
0-8147-1245-2,Will You Be Mother?: Women Who Choose to Say No,"Bartlett, Jane",NYU Press,192.0,1995-03-01,"Childlessness, Case Studies, Motherhood, Public Opinion, Women, Attitudes, Choice (psychology)",Paperback,1. You Will Be Mother: The Social Pressures To Have Children -- 2. Pregnancy And The Maternal Instinct -- 3. The Mother Experience -- 4. Making The Decision -- 5. Contraception Choices And Abortion -- 6. Child-free Women And Their Relationships -- 7. Work And The Leisure Lifestyle -- 8. Infertility -- 9. Epilogue: Thoughts For The Future. Jane Bartlett. Includes Bibliographical References (p. 234-239) And Index.,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.61 Pounds, Width: 0.65 Inches",27.0,https://images.isbndb.com/covers/24/50/9780814712450.jpg,Success,106.0,17.6
0-89789-306-9,"Women, Gender, and World Politics: Perspectives, Policies, and Prospects",,Holtzbrinck,264.0,1994-12-30,,Paperback,"Realism, Women, And World Politics / Peter R. Beckman -- A Feminist Critique Of Political Realism / J. Ann Tickner -- Behavioral Theories : The Science Of International Politics And Women / Karen A. Feste -- Pluralist And Critical Perspectives / Francine D'amico -- Feminist Theories : From Women To Gender And World Politics / Sandra Whitworth -- Third World Feminist Perspectives On World Politics / Hamideh Sedghi -- Thinking About Women And International Violence / Jean Bethke Elshtain -- Cold War And The Feminine Mystique / Rebecca Grant -- United Nations And Women's Issues / Margaret E. Galey -- Women And Development / Nüket Kardam -- Women And The International Political Economy / Geeta Chowdhry -- Creating Change Through Adult Education : Suggestions For Two Priority Areas / Birgit Brock-utne -- If Men Are The Problem... / Ralph Pettman -- Radical Feminism : Alternative Futures / Anne Sisson Runyan. Edited By Peter R. Beckman And Francine D'amico. Includes Bibliographical References (p. [231]-237) And Index.",en,Edition Unstated,"Height: 9.21 Inches, Length: 6.1401452 Inches, Weight: 0.87523518014 Pounds, Width: 0.56 Inches",35.0,https://images.isbndb.com/covers/30/60/9780897893060.jpg,Success,119.0,17.6
0-02-595362-1,All American Boy,"Peck, Scott",Scribner,240.0,1995-04-14,"Gay Men, Family Relationships, Parents Of Gays, Fathers And Sons, Homosexuality, Religious Aspects, Christianity, Homophobia",Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 6.25 Inches, Weight: 1.10892517786 Pounds, Width: 1 Inches",22.0,https://images.isbndb.com/covers/36/28/9780025953628.jpg,Success,130.0,17.6
0-385-47549-7,The Strange Files of Fremont Jones (Fremont Jones Mysteries),"Day, Dianne",Doubleday,229.0,1995-03-01,,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.05 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/54/95/9780385475495.jpg,Success,115.0,17.6
1-85242-272-6,True and False Romances (Masks),"Vega, Ana Lydia",Serpent's Tail,192.0,1994-09-01,"Vega, Ana Lydia , 1946-, Machismo, Machismo--Fiction, Spanish fictionShort stories, Puerto Rico, PQ7440.V37 A24 1994, 863 F",Paperback,"A Collection Of Offbeat Stories By A Puerto Rican Woman. In Solutions, Inc., A Detective Agency Helping Women Find Evidence For Divorce Is, Ironically, Run By An Ideal Husband, Just One Small Detail Is A Spoof On The Traditional Whodunit And Deliverance From Evil Is On Ghosts. True Romances -- Aerobics For Love -- Deliverance From Evil -- Solutions, Inc. -- Just One Small Detail -- Série Noire -- Consolation Prize --eye Openers -- Miss Florence's Trunk. Ana Lydia Vega ; Translated By Andrew Hurley. Translated From The Spanish.",en,Main,"Height: 7.75 Inches, Length: 5 Inches, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/27/21/9781852422721.jpg,Success,95.0,17.6
0-472-06598-X,"Plays by Early American Women, 1775-1850",,University of Michigan Press,448.0,1995-04-24,"Literary Criticism, American",Paperback,<p><P>Highlights the achievements and significance of women playwrights in early American drama.</p>,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 1.322773572 Pounds, Width: 1.2 Inches",35.0,https://images.isbndb.com/covers/59/81/9780472065981.jpg,Success,111.0,17.6
1-85649-246-X,Gender and National Identity: Women and Politics in Muslim Societies,,Zed Books,192.0,1994-06-01,"Women in Islam, Feminism & Feminist Theory, Nationalism & Sovereignty - General & Miscellaneous",Paperback,"<p><p>This lucid and accessible collection explores gender and national identity within political movements in the Middle East, the Maghreb and South Asia. It reveals how nationalism, revolution and Islamization are gendered processes, and argues that in periods of political change, women are central to efforts to construct a national identity. The book focuses on predominantly Muslim movements, and includes Algerian women's experience in the national liberation movement; the struggle to construct a Bengali national identity and the creation of Bangladesh; events leading to revolution and Islamization in Iran; revolution and civil war in Afghanistan; and the Palestinian intifada.<p></p>",en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.46 Pounds, Width: 0.448818 Inches",0.0,https://images.isbndb.com/covers/24/61/9781856492461.jpg,Success,99.0,17.6
1-879679-07-8,An Everyday Story: Norwegian Women's Fiction,,Women in Translation,320.0,1995-04-01,"Short stories, Norwegian--Translations into English, Norwegian fiction--Women authors--Translations into English, Norwegian fiction--Translations into English, Norwegian fiction--19th century--Translations into English, Norwegian fiction--20th century--Translations into English, Women, Women--Norway--Fiction",Paperback,"Storyteller Sara / Camilla Collett -- Constance Ring / Amalie Skram -- An Everyday Story / Dikken Zwilgmeyer -- Love-root / Regine Normann -- The Twelfth In The Cabin / Ragnhild Jolsen -- Fiddlemusic In The Meadow / Ragnhild Jolsen -- Life On The Lostol Farm / Gro Holm -- A Crime / Nini Roll Anker -- The Charity Ball / Sigrid Undset -- The Child Who Loved Roads / Cora Sandel -- A Mystery / Cora Sandel -- Borrowing Fire/ Ingeborg Refling Hagen -- Stormarja And Lillmarja / Magnhild Haalke -- Salt / Asta Holth -- The Woman At Klepp / Inger Hagerup -- Achtung, Gnadiges Fraulein / Torborg Nedreaas -- Music From A Blue Well / Torborg Nedreaas The Paradise Fish / Solveig Christov -- Santa Simplicitas / Ebba Haslund -- The Office Party / Margaret Johansen -- A Vietnamese Doll / Vigdis Stokkelien -- The Entryways / Bjorg Vik -- The Breakup / Bjorg Vik -- A Good Heart / Karin Sveen -- Viviann, White / Kari Boge -- Scum/ Tove Nilsen -- Dancefjord / Cecilie Loveid -- Captured Wildrose / Cecilie Loveid -- The Lady In The Coat / Karin Moe -- Eagle Wings / Karin Moe -- A Dialogue Under The New Moon / He Dong -- Looking Back / Kirsti Paltto -- Little Lake, Hear Me / Inger Haldis Halvari -- Mother Moon / Merethe Lindstrom -- Even The Most Loving Arms... / Marit Nicolaysen -- Blue Baby Buggy / Laila Stien -- Trip To Town / Laila Stien -- My Father's Footsteps In The Room / Edited By Katherine Hanson.",en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.85 Pounds, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/90/78/9781879679078.jpg,Success,90.0,17.6
