ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,13.3
0-941423-34-4,Where Is Home?: Living Through Foster Care,"Jones, E. P.",Thunder's Mouth Pr,280.0,1990-05-01,,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 6 Inches, Weight: 0.85098433132 Pounds, Width: 1 Inches",17.95,https://images.isbndb.com/covers/33/42/9780941423342.jpg,Success,112.0,13.3
0-08-037458-1,The Sexual Liberals and the Attack on Feminism (Athene Series),,Pergamon,,1990,"Feminism--Congresses, Feminism--United States--Congresses, Women's rights, Women's rights--United States--Congresses, Sexual ethics, Sexual ethics--United States--Congresses, Pornography--Social aspects, Pornography--Social aspects--United States--Congresses, HQ1403 .S49 1990, HQ1403 .S49 1989, 305.4/2/0973",Hardcover,"Liberalism And The Death Of Feminism / Catharine A. Mackinnon -- Sexology And Antifeminism / Sheila Jeffreys -- Woman-hating Right And Left / Andrea Dworkin -- Making An Issue Of Incest / Louise Armstrong -- Taking Our Eyes Off The Guys / Sonia Johnson -- Family Matters / Ann Jones -- Confronting The Liberal Lies About Prostitution / Evelina Giobbe -- The New Reproductive Technologies / Gena Corea -- Mothers On Trial / Phyllis Chesler -- Sexual And Reproductive Liberalism / Janice G. Raymond -- In The Best Interest Of The Sperm / Pauline B. Bart -- Abortion And Pornography / Twiss Butler -- When Women Defend Pornography / Dorchen Leidholdt -- Eroticizing Women's Subordination / Sheila Jeffreys -- Resistance / Andrea Dworkin -- Sex Resistance In Heterosexual Arrangements / Southern Women's Writing Collective -- Toward A Feminist Praxis Of Sexuality / Wendy Stock -- Sexual Liberalism And Survivors Of Sexual Abuse / Valerie Heller -- The Many Faces Of Backlash. Edited By Dorchen Leidholdt And Janice G. Raymond. Essays Which Originated As Speeches And Panel Presentations At A Conference On April 6, 1987, At The New York University Law School. Includes Bibliographical References And Index.",en,1,"xvii, 244 p. ; 24 cm.",0.0,https://images.isbndb.com/covers/45/81/9780080374581.jpg,Success,46.0,13.3
0-449-21891-0,The Port of Missing Men,"Smith, Mary-Ann Tirone",Fawcett,,1990-08-28,,Paperback,,en,,Weight: 0.2 Pounds,3.95,https://images.isbndb.com/covers/89/14/9780449218914.jpg,Success,124.0,13.3
0-930934-36-9,School-Age Parents: Challenge of Three-Generation Living,"Lindsay, Jeanne Warren, Enright, Sharon",Morning Glory Press,224.0,1990,,Paperback,"Teen parents and their parents can learn how to communicate by using the information found in this book, which also offers excellent guidance for families struggling with three-generation living.",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.59965735264 Pounds, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/43/61/9780930934361.jpg,Success,111.0,13.3
0-935519-05-X,"Theresa Pollak: European drawings, 1962","Pollak, Theresa","Anderson Gallery, Virginia Commonwealth University",,1986,pollak theresa 1899 2002 exhibitions,Paperback,"'This publication has been prepared in conjunction with the retrospective exhibition, Theresa Pollak: an artist's world; paintings and drawings 1924 through 1986' -- T.p. verso.'VCU publications 86-87'.",en,,[48] p. : ill. (some col.) ; 16 cm.,0.0,https://images.isbndb.com/covers/90/51/9780935519051.jpg,Success,75.0,13.3
0-8306-3407-X,Too Old to Cry: Abused Teens in Today's America,"Ackerman, Robert J., Graham, Dee",Human Services Inst,255.0,1990,"Youth Social Work, Teenagers - General & Miscellaneous",Paperback,,en,First Edition,"Height: 8.25 Inches, Length: 5 Inches, Weight: 0.62 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/40/71/9780830634071.jpg,Success,54.0,13.3
0-88240-257-9,"Rie Munoz, Alaskan Artist",,Alaska Northwest Books,73.0,1990-01-01,,Paperback,,en,First Edition,"Height: 10.89 Inches, Length: 8.38 Inches, Weight: 0.75 Pounds, Width: 0.24 Inches",19.95,https://images.isbndb.com/covers/25/74/9780882402574.jpg,Success,73.0,13.3
0-934971-13-7,Indian Singing in 20th Century America,"Tremblay, Gail",CALYX Books,80.0,1990-03-01,,Paperback,Gail Tremblay.,en,First Edition Paperback,"Height: 8.54 Inches, Length: 0.66 Inches, Weight: 0.35 Pounds, Width: 5.53 Inches",9.95,https://images.isbndb.com/covers/11/33/9780934971133.jpg,Success,93.0,13.3
0-7914-0272-x,Confessing Excess: Women and the Politics of Body Reduction (SUNY series in Gender and Society),"Spitzack, Carole",SUNY Press,200.0,1990-07-05,"Women's Health, Women--psychology, Weight Loss, Social Conformity, Body Image, Women--Health and hygiene--Social aspects, Weight loss--Social aspects, Body image--Social aspects, Women--Psychology, RA778 .S734 1990, BF 697.5.B63 S761c 1990, 305.4",Paperback,"Curative Voices: Anti-diets And Experts -- The Aesthetics Of Women's Health: Watching Yourself Until You're Sixty-five -- Speaking Transgressions: Making A Believer Of Me -- Family Relationships: Mother Criticizes, Father Compliments -- Women's Friendships: Going Down To The Depths Of You -- Romantic Relationships: Getting Him To See Me -- Seeing The Mythology Of Resolution: I Could Write A Book About This -- Political Solutions: Wait A Minute, This Is Crazy. Carole Spitzack. Includes Bibliographical References (p. 189-196) And Index.",en,1,"Height: 9 Inches, Length: 5.93 Inches, Weight: 0.6393405598 Pounds, Width: 0.49 Inches",0.0,https://images.isbndb.com/covers/27/26/9780791402726.jpg,Success,117.0,13.3
